Date,Average of Water heights in meter,Station,Name of river,Subdistrict,District,Province
2023-02-01,3.49,Ban Chor Lae,แม่น้ำปิง,ช่อแล,แม่แตง,เชียงใหม่
2023-02-01,4.08,Ban Don Chai,แม่น้ำวัง,ล้อมแรด,เถิน,ลำปาง
2023-02-01,7.96,Ban Don Mun,แม่น้ำวัง,บ้านแลง,เมือง,ลำปาง
2023-02-01,4.62,Ban Don Sali,น้ำแม่ลาว,ป่าแดด,แม่สรวย,เชียงราย
2023-02-01,4.03,Ban Hong,น้ำแม่ออน,ร้องวัวแดง,สันกำแพง,เชียงใหม่
2023-02-01,2.72,Ban Hua Sapan,น้ำแม่จัน,ป่าซาง,แม่จัน,เชียงราย
2023-02-01,5.34,Ban Huai Pa Sang,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-02-01,8.72,Ban Huai Sak,แม่น้ำยม,เตาปูน,สอง,แพร่
2023-02-01,6.2,Ban Klang,น้ำแม่ขาน,บ้านกลาง,สันป่าตอง,เชียงใหม่
2023-02-01,0.41,Ban Klang,น้ำสา,แม่สา,เวียงสระ,น่าน
2023-02-01,3.35,Ban Ko Kha,แม่น้ำวัง,ศาลา,เกาะคา,ลำปาง
2023-02-01,6,Ban Kok Tong,แม่น้ำกก,รอบเวียง,เมือง,เชียงราย
2023-02-01,4.36,Ban Krariang Tung Phrao,น้ำแม่สรวย,วาวี,แม่สรวย,เชียงราย
2023-02-01,3.04,Ban Lai Kaeo,น้ำแม่ลี้,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน
2023-02-01,6.54,Ban Luang,น้ำแม่ตื่น,ยางเปียง,อมก๋อย,เชียงใหม่
2023-02-01,7.65,Ban Luang Nuea,น้ำงาว,หลวงใต้,งาว,ลำปาง
2023-02-01,6.69,Ban Mae E Hi,น้ำแม่ลี้,ศรีวิชัย,ลี้,ลำพูน
2023-02-01,4.6,Ban Mae Kha Bridge,น้ำฝาง,แม่ข่า,ฝาง,เชียงใหม่
2023-02-01,7.33,Ban Mae Khom Mi Tamnak Tham,น้ำแม่คำมี,ตำหนักธรรม,หนองม่วงไข่,แพร่
2023-02-01,5.97,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2023-02-01,2.24,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2023-02-01,2.62,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2023-02-01,3.85,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-02-01,5.1,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2023-02-01,7.04,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2023-02-01,,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
2023-02-01,3.87,Ban Mueang Kuet,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-02-01,2.85,Ban Mueang Mai,ห้วยแม่ต๋า,เมืองมาย,แจ้ห่ม,ลำปาง
2023-02-01,4.43,Ban Mueang Pha,น้ำแม่ริม,ริมเหนือ,แม่ริม,เชียงใหม่
2023-02-01,1.06,Ban Nam Ing,น้ำอิง,ต้า,ขุนตาล,เชียงราย
2023-02-01,9.29,Ban Nam Khong,แม่น้ำยม,ป่าแมต,เมือง,แพร่
2023-02-01,5.54,Ban Nam Yao,น้ำยาว,อวน,ปัว,น่าน
2023-02-01,0.25,Ban Nong Daeng,แม่น้ำน่าน,เปือ,เชียงกลาง,น่าน
2023-02-01,1.61,Ban Nong Naw,น้ำแม่สอย,แจ้ห่ม,แจ้ห่ม,ลำปาง
2023-02-01,3.52,Ban Nong Pham,น้ำแม่ลาว,แม่สรวย,แม่สรวย,เชียงราย
2023-02-01,7.29,Ban Pa Kha,น้ำควร,ควร,ปง,พะเยา
2023-02-01,7.97,Ban Pa Khoi Tai,แม่น้ำปิง,สันผีเสื้อ,เมือง,เชียงใหม่
2023-02-01,4.82,Ban Pa Sang,น้ำแม่ทา,ป่าซาง,ป่าซาง,ลำพูน
2023-02-01,5.57,Ban Pang Sa,ห้วยน้ำยาว,ผาทอง,ท่าวังผา,น่าน
2023-02-01,10.2,Ban Pha Khwang,แม่น้ำน่าน,บ่อ,เมือง,น่าน
2023-02-01,6.46,Ban Phai Ngarm,แม่น้ำน่าน,ส้าน,เวียงสา,น่าน
2023-02-01,4.18,Ban Phan Ton,น้ำแม่วาง,ทุ่งปี้,แม่วาง,เชียงใหม่
2023-02-01,4.58,Ban Phi Tai,น้ำปี้,บ้านพี้,บ้านหลวง,น่าน
2023-02-01,2.71,Ban Phu Yaeng,น้ำมวบ,ดู่พงษ์,สันติสุข,น่าน
2023-02-01,6.86,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2023-02-01,8.49,Ban Pong,ห้วยโป่ง,บ้านโป่ง,งาว,ลำปาง
2023-02-01,3.94,Ban Rong Kho,แม่น้ำวัง,ร่องเคาะ,วังเหนือ,ลำปาง
2023-02-01,4.68,Ban Rong Khun,น้ำแม่ลาว,ป่าอ้อดอนชัย,เมือง,เชียงราย
2023-02-01,3.14,Ban Saluang Nok,น้ำแม่ริม,สลวง,แม่ริม,เชียงใหม่
2023-02-01,6.18,Ban San Pu Loei,น้ำแม่ขอด,โหล่งขอด,พร้าว,เชียงใหม่
2023-02-01,7.2,Ban Singpotin,น้ำแม่ลาย,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-02-01,9.6,Ban Sob Soi,แม่น้ำปิง,แม่สอย,จอมทอง,เชียงใหม่
2023-02-01,5.47,Ban Sop Mae Sapoot,แม่น้ำแม่ทา,ทาสบเส้า,แม่ทา,ลำพูน
2023-02-01,7.81,Ban Sop Pae,แม่น้ำปิง,สบแปะ,จอมทอง,เชียงใหม่
2023-02-01,5.71,Ban Sop Prap,แม่น้ำวัง,สบปราบ,สบปราบ,ลำปาง
2023-02-01,5.68,Ban Sop Tam,น้ำแม่ต่ำ,เกาะคา,เกาะคา,ลำปาง
2023-02-01,4.45,Ban Sop Win,น้ำแม่วาง,แม่วิน,แม่วาง,เชียงใหม่
2023-02-01,7.34,Ban Tha Duea,แม่น้ำวัง,พิชัย,เมือง,ลำปาง
2023-02-01,5.79,Ban Tha Lo,น้ำแม่ตุ๋ย,บ่อแฮ้ว,เมือง,ลำปาง
2023-02-01,3.82,Ban Tha Pong Daeng,น้ำปาย,ผาบ่อง,เมือง,แม่ฮ่องสอน
2023-02-01,11.79,Ban Thung Nong,แม่น้ำยม,สระ,เชียงม่วน,พะเยา
2023-02-01,3.66,Ban Ton Yang,น้ำแม่ลาว,บัวสลี,แม่ลาว,เชียงราย
2023-02-01,12.74,Ban Wang Chin,แม่น้ำยม,วังชิ้น,วังชิ้น,แพร่
2023-02-01,4.23,Chedingam,น้ำอิง,ท่าวังทอง,เมือง,พะเยา
2023-02-01,6.8,In front of the Forestry Office,แม่น้ำน่าน,ในเวียง,เมือง,น่าน
2023-02-01,5.43,Mae Kham Lak Chet,น้ำแม่คำ,ศรีค้ำ,แม่จัน,เชียงราย
2023-02-01,3.36,Nam Mae Chaem,น้ำแม่แจ่ม,บ้านท่าข้าม,จอมทอง,เชียงใหม่
2023-02-01,5.21,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,น่าน
2023-02-01,4.33,Pracha Uthit Bridge,น้ำแม่กลาง,บ้านหลวง,จอมทอง,เชียงใหม่
2023-02-01,5.6,Romklao Cooperative House,น้ำแม่งัด,แม่แวน,พร้าว,เชียงใหม่
2023-02-01,4,Saphan Ban Khay,น้ำฝาง,แม่นาวาง,แม่อาย,เชียงใหม่
2023-02-01,6.04,Setuwari Bridge,แม้น้ำวัง,เวียงเหนือ,เมือง,ลำปาง
2023-02-01,12.28,Tha Li Bridge,น้ำว้า,ขึ่ง,เวียงสา,น่าน
2023-02-01,7.91,Tha Nang Bridge,น้ำแม่กวง,ในเมือง,เมือง,ลำพูน
2023-02-01,3.56,Wang Phrao,น้ำแม่จาง,วังพร้าว,เกาะคา,ลำปาง
2023-02-02,1.09,Ban Chiang,น้ำแม่แจ่ม,ช่างเคิ่ง,แม่แจ่ม,เชียงใหม่
2023-02-02,2.47,Ban Chiang Dao,แม่น้ำปิง,เชียงดาว,เชียงดาว,เชียงใหม่
2023-02-02,3.52,Ban Chor Lae,แม่น้ำปิง,ช่อแล,แม่แตง,เชียงใหม่
2023-02-02,4.05,Ban Don Chai,แม่น้ำวัง,ล้อมแรด,เถิน,ลำปาง
2023-02-02,7.95,Ban Don Mun,แม่น้ำวัง,บ้านแลง,เมือง,ลำปาง
2023-02-02,4.61,Ban Don Sali,น้ำแม่ลาว,ป่าแดด,แม่สรวย,เชียงราย
2023-02-02,4.03,Ban Hong,น้ำแม่ออน,ร้องวัวแดง,สันกำแพง,เชียงใหม่
2023-02-02,2.72,Ban Hua Sapan,น้ำแม่จัน,ป่าซาง,แม่จัน,เชียงราย
2023-02-02,5.34,Ban Huai Pa Sang,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-02-02,8.73,Ban Huai Sak,แม่น้ำยม,เตาปูน,สอง,แพร่
2023-02-02,6.17,Ban Klang,น้ำแม่ขาน,บ้านกลาง,สันป่าตอง,เชียงใหม่
2023-02-02,0.44,Ban Klang,น้ำสา,แม่สา,เวียงสระ,น่าน
2023-02-02,3.3,Ban Ko Kha,แม่น้ำวัง,ศาลา,เกาะคา,ลำปาง
2023-02-02,5.98,Ban Kok Tong,แม่น้ำกก,รอบเวียง,เมือง,เชียงราย
2023-02-02,4.36,Ban Krariang Tung Phrao,น้ำแม่สรวย,วาวี,แม่สรวย,เชียงราย
2023-02-02,3.04,Ban Lai Kaeo,น้ำแม่ลี้,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน
2023-02-02,6.54,Ban Luang,น้ำแม่ตื่น,ยางเปียง,อมก๋อย,เชียงใหม่
2023-02-02,7.65,Ban Luang Nuea,น้ำงาว,หลวงใต้,งาว,ลำปาง
2023-02-02,6.69,Ban Mae E Hi,น้ำแม่ลี้,ศรีวิชัย,ลี้,ลำพูน
2023-02-02,4.6,Ban Mae Kha Bridge,น้ำฝาง,แม่ข่า,ฝาง,เชียงใหม่
2023-02-02,7.34,Ban Mae Khom Mi Tamnak Tham,น้ำแม่คำมี,ตำหนักธรรม,หนองม่วงไข่,แพร่
2023-02-02,5.97,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2023-02-02,2.26,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2023-02-02,2.62,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2023-02-02,3.85,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-02-02,5.08,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2023-02-02,7.04,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2023-02-02,,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
2023-02-02,3.86,Ban Mueang Kuet,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-02-02,2.84,Ban Mueang Mai,ห้วยแม่ต๋า,เมืองมาย,แจ้ห่ม,ลำปาง
2023-02-02,4.44,Ban Mueang Pha,น้ำแม่ริม,ริมเหนือ,แม่ริม,เชียงใหม่
2023-02-02,1.06,Ban Nam Ing,น้ำอิง,ต้า,ขุนตาล,เชียงราย
2023-02-02,9.29,Ban Nam Khong,แม่น้ำยม,ป่าแมต,เมือง,แพร่
2023-02-02,5.54,Ban Nam Yao,น้ำยาว,อวน,ปัว,น่าน
2023-02-02,0.25,Ban Nong Daeng,แม่น้ำน่าน,เปือ,เชียงกลาง,น่าน
2023-02-02,1.63,Ban Nong Naw,น้ำแม่สอย,แจ้ห่ม,แจ้ห่ม,ลำปาง
2023-02-02,3.52,Ban Nong Pham,น้ำแม่ลาว,แม่สรวย,แม่สรวย,เชียงราย
2023-02-02,7.29,Ban Pa Kha,น้ำควร,ควร,ปง,พะเยา
2023-02-02,7.89,Ban Pa Khoi Tai,แม่น้ำปิง,สันผีเสื้อ,เมือง,เชียงใหม่
2023-02-02,4.81,Ban Pa Sang,น้ำแม่ทา,ป่าซาง,ป่าซาง,ลำพูน
2023-02-02,5.57,Ban Pang Sa,ห้วยน้ำยาว,ผาทอง,ท่าวังผา,น่าน
2023-02-02,10.2,Ban Pha Khwang,แม่น้ำน่าน,บ่อ,เมือง,น่าน
2023-02-02,6.45,Ban Phai Ngarm,แม่น้ำน่าน,ส้าน,เวียงสา,น่าน
2023-02-02,4.16,Ban Phan Ton,น้ำแม่วาง,ทุ่งปี้,แม่วาง,เชียงใหม่
2023-02-02,4.78,Ban Phi Tai,น้ำปี้,บ้านพี้,บ้านหลวง,น่าน
2023-02-02,2.71,Ban Phu Yaeng,น้ำมวบ,ดู่พงษ์,สันติสุข,น่าน
2023-02-02,6.91,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2023-02-02,8.5,Ban Pong,ห้วยโป่ง,บ้านโป่ง,งาว,ลำปาง
2023-02-02,3.94,Ban Rong Kho,แม่น้ำวัง,ร่องเคาะ,วังเหนือ,ลำปาง
2023-02-02,4.68,Ban Rong Khun,น้ำแม่ลาว,ป่าอ้อดอนชัย,เมือง,เชียงราย
2023-02-02,3.13,Ban Saluang Nok,น้ำแม่ริม,สลวง,แม่ริม,เชียงใหม่
2023-02-02,6.16,Ban San Pu Loei,น้ำแม่ขอด,โหล่งขอด,พร้าว,เชียงใหม่
2023-02-02,7.2,Ban Singpotin,น้ำแม่ลาย,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-02-02,9.6,Ban Sob Soi,แม่น้ำปิง,แม่สอย,จอมทอง,เชียงใหม่
2023-02-02,5.45,Ban Sop Mae Sapoot,แม่น้ำแม่ทา,ทาสบเส้า,แม่ทา,ลำพูน
2023-02-02,7.7,Ban Sop Pae,แม่น้ำปิง,สบแปะ,จอมทอง,เชียงใหม่
2023-02-02,5.71,Ban Sop Prap,แม่น้ำวัง,สบปราบ,สบปราบ,ลำปาง
2023-02-02,5.68,Ban Sop Tam,น้ำแม่ต่ำ,เกาะคา,เกาะคา,ลำปาง
2023-02-02,4.44,Ban Sop Win,น้ำแม่วาง,แม่วิน,แม่วาง,เชียงใหม่
2023-02-02,7.34,Ban Tha Duea,แม่น้ำวัง,พิชัย,เมือง,ลำปาง
2023-02-02,5.8,Ban Tha Lo,น้ำแม่ตุ๋ย,บ่อแฮ้ว,เมือง,ลำปาง
2023-02-02,3.82,Ban Tha Pong Daeng,น้ำปาย,ผาบ่อง,เมือง,แม่ฮ่องสอน
2023-02-02,11.8,Ban Thung Nong,แม่น้ำยม,สระ,เชียงม่วน,พะเยา
2023-02-02,3.65,Ban Ton Yang,น้ำแม่ลาว,บัวสลี,แม่ลาว,เชียงราย
2023-02-02,12.75,Ban Wang Chin,แม่น้ำยม,วังชิ้น,วังชิ้น,แพร่
2023-02-02,4.23,Chedingam,น้ำอิง,ท่าวังทอง,เมือง,พะเยา
2023-02-02,6.8,In front of the Forestry Office,แม่น้ำน่าน,ในเวียง,เมือง,น่าน
2023-02-02,5.43,Mae Kham Lak Chet,น้ำแม่คำ,ศรีค้ำ,แม่จัน,เชียงราย
2023-02-02,3.36,Nam Mae Chaem,น้ำแม่แจ่ม,บ้านท่าข้าม,จอมทอง,เชียงใหม่
2023-02-02,5.06,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,น่าน
2023-02-02,4.34,Pracha Uthit Bridge,น้ำแม่กลาง,บ้านหลวง,จอมทอง,เชียงใหม่
2023-02-02,5.6,Romklao Cooperative House,น้ำแม่งัด,แม่แวน,พร้าว,เชียงใหม่
2023-02-02,3.99,Saphan Ban Khay,น้ำฝาง,แม่นาวาง,แม่อาย,เชียงใหม่
2023-02-02,6.07,Setuwari Bridge,แม้น้ำวัง,เวียงเหนือ,เมือง,ลำปาง
2023-02-02,12.28,Tha Li Bridge,น้ำว้า,ขึ่ง,เวียงสา,น่าน
2023-02-02,8.01,Tha Nang Bridge,น้ำแม่กวง,ในเมือง,เมือง,ลำพูน
2023-02-02,3.56,Wang Phrao,น้ำแม่จาง,วังพร้าว,เกาะคา,ลำปาง
2023-02-03,1.09,Ban Chiang,น้ำแม่แจ่ม,ช่างเคิ่ง,แม่แจ่ม,เชียงใหม่
2023-02-03,2.47,Ban Chiang Dao,แม่น้ำปิง,เชียงดาว,เชียงดาว,เชียงใหม่
2023-02-03,3.86,Ban Chor Lae,แม่น้ำปิง,ช่อแล,แม่แตง,เชียงใหม่
2023-02-03,3.99,Ban Don Chai,แม่น้ำวัง,ล้อมแรด,เถิน,ลำปาง
2023-02-03,7.95,Ban Don Mun,แม่น้ำวัง,บ้านแลง,เมือง,ลำปาง
2023-02-03,4.61,Ban Don Sali,น้ำแม่ลาว,ป่าแดด,แม่สรวย,เชียงราย
2023-02-03,4.03,Ban Hong,น้ำแม่ออน,ร้องวัวแดง,สันกำแพง,เชียงใหม่
2023-02-03,2.72,Ban Hua Sapan,น้ำแม่จัน,ป่าซาง,แม่จัน,เชียงราย
2023-02-03,5.34,Ban Huai Pa Sang,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-02-03,8.74,Ban Huai Sak,แม่น้ำยม,เตาปูน,สอง,แพร่
2023-02-03,6.14,Ban Klang,น้ำแม่ขาน,บ้านกลาง,สันป่าตอง,เชียงใหม่
2023-02-03,0.45,Ban Klang,น้ำสา,แม่สา,เวียงสระ,น่าน
2023-02-03,3.29,Ban Ko Kha,แม่น้ำวัง,ศาลา,เกาะคา,ลำปาง
2023-02-03,5.98,Ban Kok Tong,แม่น้ำกก,รอบเวียง,เมือง,เชียงราย
2023-02-03,4.36,Ban Krariang Tung Phrao,น้ำแม่สรวย,วาวี,แม่สรวย,เชียงราย
2023-02-03,3.04,Ban Lai Kaeo,น้ำแม่ลี้,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน
2023-02-03,6.54,Ban Luang,น้ำแม่ตื่น,ยางเปียง,อมก๋อย,เชียงใหม่
2023-02-03,7.65,Ban Luang Nuea,น้ำงาว,หลวงใต้,งาว,ลำปาง
2023-02-03,6.68,Ban Mae E Hi,น้ำแม่ลี้,ศรีวิชัย,ลี้,ลำพูน
2023-02-03,4.6,Ban Mae Kha Bridge,น้ำฝาง,แม่ข่า,ฝาง,เชียงใหม่
2023-02-03,7.32,Ban Mae Khom Mi Tamnak Tham,น้ำแม่คำมี,ตำหนักธรรม,หนองม่วงไข่,แพร่
2023-02-03,5.97,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2023-02-03,2.54,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2023-02-03,2.62,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2023-02-03,3.85,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-02-03,5.2,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2023-02-03,7.01,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2023-02-03,,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
2023-02-03,3.85,Ban Mueang Kuet,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-02-03,2.84,Ban Mueang Mai,ห้วยแม่ต๋า,เมืองมาย,แจ้ห่ม,ลำปาง
2023-02-03,4.44,Ban Mueang Pha,น้ำแม่ริม,ริมเหนือ,แม่ริม,เชียงใหม่
2023-02-03,1.06,Ban Nam Ing,น้ำอิง,ต้า,ขุนตาล,เชียงราย
2023-02-03,9.29,Ban Nam Khong,แม่น้ำยม,ป่าแมต,เมือง,แพร่
2023-02-03,5.54,Ban Nam Yao,น้ำยาว,อวน,ปัว,น่าน
2023-02-03,0.23,Ban Nong Daeng,แม่น้ำน่าน,เปือ,เชียงกลาง,น่าน
2023-02-03,1.6,Ban Nong Naw,น้ำแม่สอย,แจ้ห่ม,แจ้ห่ม,ลำปาง
2023-02-03,3.51,Ban Nong Pham,น้ำแม่ลาว,แม่สรวย,แม่สรวย,เชียงราย
2023-02-03,7.29,Ban Pa Kha,น้ำควร,ควร,ปง,พะเยา
2023-02-03,7.9,Ban Pa Khoi Tai,แม่น้ำปิง,สันผีเสื้อ,เมือง,เชียงใหม่
2023-02-03,4.82,Ban Pa Sang,น้ำแม่ทา,ป่าซาง,ป่าซาง,ลำพูน
2023-02-03,5.57,Ban Pang Sa,ห้วยน้ำยาว,ผาทอง,ท่าวังผา,น่าน
2023-02-03,10.2,Ban Pha Khwang,แม่น้ำน่าน,บ่อ,เมือง,น่าน
2023-02-03,6.46,Ban Phai Ngarm,แม่น้ำน่าน,ส้าน,เวียงสา,น่าน
2023-02-03,4.15,Ban Phan Ton,น้ำแม่วาง,ทุ่งปี้,แม่วาง,เชียงใหม่
2023-02-03,4.58,Ban Phi Tai,น้ำปี้,บ้านพี้,บ้านหลวง,น่าน
2023-02-03,2.71,Ban Phu Yaeng,น้ำมวบ,ดู่พงษ์,สันติสุข,น่าน
2023-02-03,7,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2023-02-03,8.5,Ban Pong,ห้วยโป่ง,บ้านโป่ง,งาว,ลำปาง
2023-02-03,3.94,Ban Rong Kho,แม่น้ำวัง,ร่องเคาะ,วังเหนือ,ลำปาง
2023-02-03,4.68,Ban Rong Khun,น้ำแม่ลาว,ป่าอ้อดอนชัย,เมือง,เชียงราย
2023-02-03,3.13,Ban Saluang Nok,น้ำแม่ริม,สลวง,แม่ริม,เชียงใหม่
2023-02-03,6.16,Ban San Pu Loei,น้ำแม่ขอด,โหล่งขอด,พร้าว,เชียงใหม่
2023-02-03,7.2,Ban Singpotin,น้ำแม่ลาย,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-02-03,9.6,Ban Sob Soi,แม่น้ำปิง,แม่สอย,จอมทอง,เชียงใหม่
2023-02-03,5.41,Ban Sop Mae Sapoot,แม่น้ำแม่ทา,ทาสบเส้า,แม่ทา,ลำพูน
2023-02-03,7.75,Ban Sop Pae,แม่น้ำปิง,สบแปะ,จอมทอง,เชียงใหม่
2023-02-03,5.77,Ban Sop Prap,แม่น้ำวัง,สบปราบ,สบปราบ,ลำปาง
2023-02-03,5.68,Ban Sop Tam,น้ำแม่ต่ำ,เกาะคา,เกาะคา,ลำปาง
2023-02-03,4.44,Ban Sop Win,น้ำแม่วาง,แม่วิน,แม่วาง,เชียงใหม่
2023-02-03,7.34,Ban Tha Duea,แม่น้ำวัง,พิชัย,เมือง,ลำปาง
2023-02-03,5.78,Ban Tha Lo,น้ำแม่ตุ๋ย,บ่อแฮ้ว,เมือง,ลำปาง
2023-02-03,3.82,Ban Tha Pong Daeng,น้ำปาย,ผาบ่อง,เมือง,แม่ฮ่องสอน
2023-02-03,11.8,Ban Thung Nong,แม่น้ำยม,สระ,เชียงม่วน,พะเยา
2023-02-03,3.67,Ban Ton Yang,น้ำแม่ลาว,บัวสลี,แม่ลาว,เชียงราย
2023-02-03,12.73,Ban Wang Chin,แม่น้ำยม,วังชิ้น,วังชิ้น,แพร่
2023-02-03,4.37,Chedingam,น้ำอิง,ท่าวังทอง,เมือง,พะเยา
2023-02-03,6.8,In front of the Forestry Office,แม่น้ำน่าน,ในเวียง,เมือง,น่าน
2023-02-03,5.43,Mae Kham Lak Chet,น้ำแม่คำ,ศรีค้ำ,แม่จัน,เชียงราย
2023-02-03,3.36,Nam Mae Chaem,น้ำแม่แจ่ม,บ้านท่าข้าม,จอมทอง,เชียงใหม่
2023-02-03,5.03,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,น่าน
2023-02-03,4.33,Pracha Uthit Bridge,น้ำแม่กลาง,บ้านหลวง,จอมทอง,เชียงใหม่
2023-02-03,5.6,Romklao Cooperative House,น้ำแม่งัด,แม่แวน,พร้าว,เชียงใหม่
2023-02-03,3.99,Saphan Ban Khay,น้ำฝาง,แม่นาวาง,แม่อาย,เชียงใหม่
2023-02-03,5.81,Setuwari Bridge,แม้น้ำวัง,เวียงเหนือ,เมือง,ลำปาง
2023-02-03,12.28,Tha Li Bridge,น้ำว้า,ขึ่ง,เวียงสา,น่าน
2023-02-03,8.38,Tha Nang Bridge,น้ำแม่กวง,ในเมือง,เมือง,ลำพูน
2023-02-03,3.56,Wang Phrao,น้ำแม่จาง,วังพร้าว,เกาะคา,ลำปาง
2023-02-04,1.08,Ban Chiang,น้ำแม่แจ่ม,ช่างเคิ่ง,แม่แจ่ม,เชียงใหม่
2023-02-04,2.47,Ban Chiang Dao,แม่น้ำปิง,เชียงดาว,เชียงดาว,เชียงใหม่
2023-02-04,3.84,Ban Chor Lae,แม่น้ำปิง,ช่อแล,แม่แตง,เชียงใหม่
2023-02-04,4.01,Ban Don Chai,แม่น้ำวัง,ล้อมแรด,เถิน,ลำปาง
2023-02-04,7.96,Ban Don Mun,แม่น้ำวัง,บ้านแลง,เมือง,ลำปาง
2023-02-04,4.6,Ban Don Sali,น้ำแม่ลาว,ป่าแดด,แม่สรวย,เชียงราย
2023-02-04,4.03,Ban Hong,น้ำแม่ออน,ร้องวัวแดง,สันกำแพง,เชียงใหม่
2023-02-04,2.7,Ban Hua Sapan,น้ำแม่จัน,ป่าซาง,แม่จัน,เชียงราย
2023-02-04,5.34,Ban Huai Pa Sang,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-02-04,8.75,Ban Huai Sak,แม่น้ำยม,เตาปูน,สอง,แพร่
2023-02-04,6.11,Ban Klang,น้ำแม่ขาน,บ้านกลาง,สันป่าตอง,เชียงใหม่
2023-02-04,0.45,Ban Klang,น้ำสา,แม่สา,เวียงสระ,น่าน
2023-02-04,3.3,Ban Ko Kha,แม่น้ำวัง,ศาลา,เกาะคา,ลำปาง
2023-02-04,5.98,Ban Kok Tong,แม่น้ำกก,รอบเวียง,เมือง,เชียงราย
2023-02-04,4.33,Ban Krariang Tung Phrao,น้ำแม่สรวย,วาวี,แม่สรวย,เชียงราย
2023-02-04,3.04,Ban Lai Kaeo,น้ำแม่ลี้,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน
2023-02-04,6.53,Ban Luang,น้ำแม่ตื่น,ยางเปียง,อมก๋อย,เชียงใหม่
2023-02-04,7.64,Ban Luang Nuea,น้ำงาว,หลวงใต้,งาว,ลำปาง
2023-02-04,6.68,Ban Mae E Hi,น้ำแม่ลี้,ศรีวิชัย,ลี้,ลำพูน
2023-02-04,4.63,Ban Mae Kha Bridge,น้ำฝาง,แม่ข่า,ฝาง,เชียงใหม่
2023-02-04,7.32,Ban Mae Khom Mi Tamnak Tham,น้ำแม่คำมี,ตำหนักธรรม,หนองม่วงไข่,แพร่
2023-02-04,5.96,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2023-02-04,2.56,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2023-02-04,2.62,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
