Date,Average of Water heights in meter,Station,Name of river,Subdistrict,District,Province
2023-11-07,,Ban Kok Tong,แม่น้ำกก,รอบเวียง,เมือง,เชียงราย
2023-11-07,4.66,Ban Krariang Tung Phrao,น้ำแม่สรวย,วาวี,แม่สรวย,เชียงราย
2023-11-07,3.49,Ban Lai Kaeo,น้ำแม่ลี้,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน
2023-11-07,7.06,Ban Luang,น้ำแม่ตื่น,ยางเปียง,อมก๋อย,เชียงใหม่
2023-11-07,7.75,Ban Luang Nuea,น้ำงาว,หลวงใต้,งาว,ลำปาง
2023-11-07,7.34,Ban Mae E Hi,น้ำแม่ลี้,ศรีวิชัย,ลี้,ลำพูน
2023-11-07,5.66,Ban Mae Kha Bridge,น้ำฝาง,แม่ข่า,ฝาง,เชียงใหม่
2023-11-07,6.78,Ban Mae Khom Mi Tamnak Tham,น้ำแม่คำมี,ตำหนักธรรม,หนองม่วงไข่,แพร่
2023-11-07,5.99,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2023-11-07,3.24,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2023-11-07,4.25,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2023-11-07,3.84,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-11-07,7.74,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2023-11-07,7.48,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2023-11-07,6.4,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
2023-11-07,4.23,Ban Mueang Kuet,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-11-07,2.87,Ban Mueang Mai,ห้วยแม่ต๋า,เมืองมาย,แจ้ห่ม,ลำปาง
2023-11-07,5.01,Ban Mueang Pha,น้ำแม่ริม,ริมเหนือ,แม่ริม,เชียงใหม่
2023-11-07,3.64,Ban Nam Ing,น้ำอิง,ต้า,ขุนตาล,เชียงราย
2023-11-07,9.81,Ban Nam Khong,แม่น้ำยม,ป่าแมต,เมือง,แพร่
2023-11-07,5.85,Ban Nam Yao,น้ำยาว,อวน,ปัว,น่าน
2023-11-07,0.54,Ban Nong Daeng,แม่น้ำน่าน,เปือ,เชียงกลาง,น่าน
2023-11-07,1.83,Ban Nong Naw,น้ำแม่สอย,แจ้ห่ม,แจ้ห่ม,ลำปาง
2023-11-07,4.38,Ban Nong Pham,น้ำแม่ลาว,แม่สรวย,แม่สรวย,เชียงราย
2023-11-07,2.76,Ban Nun Tai,แม่น้ำยม,บ้านหนุน,สอง,แพร่
2023-11-07,4.78,Ban Nun Tai,แม่น้ำยม,บ้านหนุน,สอง,แพร่
2023-11-07,7.37,Ban Pa Kha,น้ำควร,ควร,ปง,พะเยา
2023-11-07,8.61,Ban Pa Khoi Tai,แม่น้ำปิง,สันผีเสื้อ,เมือง,เชียงใหม่
2023-11-07,4.91,Ban Pa Sang,น้ำแม่ทา,ป่าซาง,ป่าซาง,ลำพูน
2023-11-07,1.39,Ban Pang Rimkorn,น้ำแม่กรณ์,แม่กรณ์,เมือง,เชียงราย
2023-11-07,5.8,Ban Pang Sa,ห้วยน้ำยาว,ผาทอง,ท่าวังผา,น่าน
2023-11-07,10.88,Ban Pha Khwang,แม่น้ำน่าน,บ่อ,เมือง,น่าน
2023-11-07,7.22,Ban Phai Ngarm,แม่น้ำน่าน,ส้าน,เวียงสา,น่าน
2023-11-07,4.94,Ban Phan Ton,น้ำแม่วาง,ทุ่งปี้,แม่วาง,เชียงใหม่
2023-11-07,4.94,Ban Phi Tai,น้ำปี้,บ้านพี้,บ้านหลวง,น่าน
2023-11-07,3,Ban Phu Yaeng,น้ำมวบ,ดู่พงษ์,สันติสุข,น่าน
2023-11-07,7.31,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2023-11-07,8.41,Ban Pong,ห้วยโป่ง,บ้านโป่ง,งาว,ลำปาง
2023-11-07,4.58,Ban Rong Kho,แม่น้ำวัง,ร่องเคาะ,วังเหนือ,ลำปาง
2023-11-07,6.29,Ban Rong Khun,น้ำแม่ลาว,ป่าอ้อดอนชัย,เมือง,เชียงราย
2023-11-07,3.8,Ban Saluang Nok,น้ำแม่ริม,สลวง,แม่ริม,เชียงใหม่
2023-11-07,6.49,Ban San Pu Loei,น้ำแม่ขอด,โหล่งขอด,พร้าว,เชียงใหม่
2023-11-07,7.35,Ban Singpotin,น้ำแม่ลาย,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-11-07,8.6,Ban Sob Soi,แม่น้ำปิง,แม่สอย,จอมทอง,เชียงใหม่
2023-11-07,5.9,Ban Sop Mae Sapoot,แม่น้ำแม่ทา,ทาสบเส้า,แม่ทา,ลำพูน
2023-11-07,9.56,Ban Sop Pae,แม่น้ำปิง,สบแปะ,จอมทอง,เชียงใหม่
2023-11-07,6.14,Ban Sop Tam,น้ำแม่ต่ำ,เกาะคา,เกาะคา,ลำปาง
2023-11-07,4.81,Ban Sop Win,น้ำแม่วาง,แม่วิน,แม่วาง,เชียงใหม่
2023-11-07,7.53,Ban Tha Duea,แม่น้ำวัง,พิชัย,เมือง,ลำปาง
2023-11-07,5.13,Ban Tha Lo,น้ำแม่ตุ๋ย,บ่อแฮ้ว,เมือง,ลำปาง
2023-11-07,4.53,Ban Tha Pong Daeng,น้ำปาย,ผาบ่อง,เมือง,แม่ฮ่องสอน
2023-11-07,12.67,Ban Thung Nong,แม่น้ำยม,สระ,เชียงม่วน,พะเยา
2023-11-07,5.64,Ban Ton Yang,น้ำแม่ลาว,บัวสลี,แม่ลาว,เชียงราย
2023-11-07,13.94,Ban Wang Chin,แม่น้ำยม,วังชิ้น,วังชิ้น,แพร่
2023-11-07,4.1,Ban Wang Din,แม่น้ำยม,บ้านกลาง,สอง,แพร่
2023-11-07,5.58,Chedingam,น้ำอิง,ท่าวังทอง,เมือง,พะเยา
2023-11-07,7.68,In front of the Forestry Office,แม่น้ำน่าน,ในเวียง,เมือง,น่าน
2023-11-07,6.35,Mae Kham Lak Chet,น้ำแม่คำ,ศรีค้ำ,แม่จัน,เชียงราย
2023-11-07,4.2,Nam Mae Chaem,น้ำแม่แจ่ม,บ้านท่าข้าม,จอมทอง,เชียงใหม่
2023-11-07,5.26,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,น่าน
2023-11-07,5.95,Romklao Cooperative House,น้ำแม่งัด,แม่แวน,พร้าว,เชียงใหม่
2023-11-07,5.93,Saphan Ban Khay,น้ำฝาง,แม่นาวาง,แม่อาย,เชียงใหม่
2023-11-07,5.75,Setuwari Bridge,แม้น้ำวัง,เวียงเหนือ,เมือง,ลำปาง
2023-11-07,13.24,Tha Li Bridge,น้ำว้า,ขึ่ง,เวียงสา,น่าน
2023-11-07,8.17,Tha Nang Bridge,น้ำแม่กวง,ในเมือง,เมือง,ลำพูน
2023-11-07,3.77,Wang Phrao,น้ำแม่จาง,วังพร้าว,เกาะคา,ลำปาง
2023-11-08,1.7,Ban Chiang,น้ำแม่แจ่ม,ช่างเคิ่ง,แม่แจ่ม,เชียงใหม่
2023-11-08,2.86,Ban Chiang Dao,แม่น้ำปิง,เชียงดาว,เชียงดาว,เชียงใหม่
2023-11-08,4.03,Ban Chor Lae,แม่น้ำปิง,ช่อแล,แม่แตง,เชียงใหม่
2023-11-08,4.78,Ban Don Chai,แม่น้ำวัง,ล้อมแรด,เถิน,ลำปาง
2023-11-08,8.58,Ban Don Mun,แม่น้ำวัง,บ้านแลง,เมือง,ลำปาง
2023-11-08,5.29,Ban Don Sali,น้ำแม่ลาว,ป่าแดด,แม่สรวย,เชียงราย
2023-11-08,5.82,Ban Hai,แม่น้ำวัง,ปงดอน,แจ้ห่ม,ลำปาง
2023-11-08,4.01,Ban Hong,น้ำแม่ออน,ร้องวัวแดง,สันกำแพง,เชียงใหม่
2023-11-08,2.98,Ban Hua Sapan,น้ำแม่จัน,ป่าซาง,แม่จัน,เชียงราย
2023-11-08,6.42,Ban Huai Pa Sang,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-11-08,9.85,Ban Huai Sak,แม่น้ำยม,เตาปูน,สอง,แพร่
2023-11-08,6.81,Ban Klang,น้ำแม่ขาน,บ้านกลาง,สันป่าตอง,เชียงใหม่
2023-11-08,0.91,Ban Klang,น้ำสา,แม่สา,เวียงสระ,น่าน
2023-11-08,3.4,Ban Ko Kha,แม่น้ำวัง,ศาลา,เกาะคา,ลำปาง
2023-11-08,6.01,Ban Kok Tong,แม่น้ำกก,รอบเวียง,เมือง,เชียงราย
2023-11-08,4.65,Ban Krariang Tung Phrao,น้ำแม่สรวย,วาวี,แม่สรวย,เชียงราย
2023-11-08,3.43,Ban Lai Kaeo,น้ำแม่ลี้,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน
2023-11-08,7.06,Ban Luang,น้ำแม่ตื่น,ยางเปียง,อมก๋อย,เชียงใหม่
2023-11-08,7.74,Ban Luang Nuea,น้ำงาว,หลวงใต้,งาว,ลำปาง
2023-11-08,7.28,Ban Mae E Hi,น้ำแม่ลี้,ศรีวิชัย,ลี้,ลำพูน
2023-11-08,5.54,Ban Mae Kha Bridge,น้ำฝาง,แม่ข่า,ฝาง,เชียงใหม่
2023-11-08,6.76,Ban Mae Khom Mi Tamnak Tham,น้ำแม่คำมี,ตำหนักธรรม,หนองม่วงไข่,แพร่
2023-11-08,6,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2023-11-08,3.25,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2023-11-08,4.07,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2023-11-08,3.83,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-11-08,7.73,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2023-11-08,7.45,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2023-11-08,6.37,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
2023-11-08,4.22,Ban Mueang Kuet,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-11-08,2.87,Ban Mueang Mai,ห้วยแม่ต๋า,เมืองมาย,แจ้ห่ม,ลำปาง
2023-11-08,4.86,Ban Mueang Pha,น้ำแม่ริม,ริมเหนือ,แม่ริม,เชียงใหม่
2023-11-08,3.5,Ban Nam Ing,น้ำอิง,ต้า,ขุนตาล,เชียงราย
2023-11-08,9.82,Ban Nam Khong,แม่น้ำยม,ป่าแมต,เมือง,แพร่
2023-11-08,5.85,Ban Nam Yao,น้ำยาว,อวน,ปัว,น่าน
2023-11-08,0.5,Ban Nong Daeng,แม่น้ำน่าน,เปือ,เชียงกลาง,น่าน
2023-11-08,1.83,Ban Nong Naw,น้ำแม่สอย,แจ้ห่ม,แจ้ห่ม,ลำปาง
2023-11-08,4.52,Ban Nong Pham,น้ำแม่ลาว,แม่สรวย,แม่สรวย,เชียงราย
2023-11-08,2.71,Ban Nun Tai,แม่น้ำยม,บ้านหนุน,สอง,แพร่
2023-11-08,4.51,Ban Nun Tai,แม่น้ำยม,บ้านหนุน,สอง,แพร่
2023-11-08,7.35,Ban Pa Kha,น้ำควร,ควร,ปง,พะเยา
2023-11-08,9.08,Ban Pa Khoi Tai,แม่น้ำปิง,สันผีเสื้อ,เมือง,เชียงใหม่
2023-11-08,4.87,Ban Pa Sang,น้ำแม่ทา,ป่าซาง,ป่าซาง,ลำพูน
2023-11-08,1.39,Ban Pang Rimkorn,น้ำแม่กรณ์,แม่กรณ์,เมือง,เชียงราย
2023-11-08,5.81,Ban Pang Sa,ห้วยน้ำยาว,ผาทอง,ท่าวังผา,น่าน
2023-11-08,10.86,Ban Pha Khwang,แม่น้ำน่าน,บ่อ,เมือง,น่าน
2023-11-08,7.22,Ban Phai Ngarm,แม่น้ำน่าน,ส้าน,เวียงสา,น่าน
2023-11-08,4.89,Ban Phan Ton,น้ำแม่วาง,ทุ่งปี้,แม่วาง,เชียงใหม่
2023-11-08,4.94,Ban Phi Tai,น้ำปี้,บ้านพี้,บ้านหลวง,น่าน
2023-11-08,3,Ban Phu Yaeng,น้ำมวบ,ดู่พงษ์,สันติสุข,น่าน
2023-11-08,7.14,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2023-11-08,8.39,Ban Pong,ห้วยโป่ง,บ้านโป่ง,งาว,ลำปาง
2023-11-08,4.66,Ban Rong Kho,แม่น้ำวัง,ร่องเคาะ,วังเหนือ,ลำปาง
2023-11-08,6.25,Ban Rong Khun,น้ำแม่ลาว,ป่าอ้อดอนชัย,เมือง,เชียงราย
2023-11-08,3.8,Ban Saluang Nok,น้ำแม่ริม,สลวง,แม่ริม,เชียงใหม่
2023-11-08,6.48,Ban San Pu Loei,น้ำแม่ขอด,โหล่งขอด,พร้าว,เชียงใหม่
2023-11-08,7.35,Ban Singpotin,น้ำแม่ลาย,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-11-08,8.32,Ban Sob Soi,แม่น้ำปิง,แม่สอย,จอมทอง,เชียงใหม่
2023-11-08,5.89,Ban Sop Mae Sapoot,แม่น้ำแม่ทา,ทาสบเส้า,แม่ทา,ลำพูน
2023-11-08,9.54,Ban Sop Pae,แม่น้ำปิง,สบแปะ,จอมทอง,เชียงใหม่
2023-11-08,6.13,Ban Sop Tam,น้ำแม่ต่ำ,เกาะคา,เกาะคา,ลำปาง
2023-11-08,4.8,Ban Sop Win,น้ำแม่วาง,แม่วิน,แม่วาง,เชียงใหม่
2023-11-08,7.55,Ban Tha Duea,แม่น้ำวัง,พิชัย,เมือง,ลำปาง
2023-11-08,5.79,Ban Tha Lo,น้ำแม่ตุ๋ย,บ่อแฮ้ว,เมือง,ลำปาง
2023-11-08,4.54,Ban Tha Pong Daeng,น้ำปาย,ผาบ่อง,เมือง,แม่ฮ่องสอน
2023-11-08,12.54,Ban Thung Nong,แม่น้ำยม,สระ,เชียงม่วน,พะเยา
2023-11-08,5.77,Ban Ton Yang,น้ำแม่ลาว,บัวสลี,แม่ลาว,เชียงราย
2023-11-08,13.91,Ban Wang Chin,แม่น้ำยม,วังชิ้น,วังชิ้น,แพร่
2023-11-08,3.92,Ban Wang Din,แม่น้ำยม,บ้านกลาง,สอง,แพร่
2023-11-08,5.56,Chedingam,น้ำอิง,ท่าวังทอง,เมือง,พะเยา
2023-11-08,7.66,In front of the Forestry Office,แม่น้ำน่าน,ในเวียง,เมือง,น่าน
2023-11-08,6.34,Mae Kham Lak Chet,น้ำแม่คำ,ศรีค้ำ,แม่จัน,เชียงราย
2023-11-08,4.19,Nam Mae Chaem,น้ำแม่แจ่ม,บ้านท่าข้าม,จอมทอง,เชียงใหม่
2023-11-08,5.26,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,น่าน
2023-11-08,6,Romklao Cooperative House,น้ำแม่งัด,แม่แวน,พร้าว,เชียงใหม่
2023-11-08,6.03,Saphan Ban Khay,น้ำฝาง,แม่นาวาง,แม่อาย,เชียงใหม่
2023-11-08,5.7,Setuwari Bridge,แม้น้ำวัง,เวียงเหนือ,เมือง,ลำปาง
2023-11-08,13.23,Tha Li Bridge,น้ำว้า,ขึ่ง,เวียงสา,น่าน
2023-11-08,7.79,Tha Nang Bridge,น้ำแม่กวง,ในเมือง,เมือง,ลำพูน
2023-11-08,3.78,Wang Phrao,น้ำแม่จาง,วังพร้าว,เกาะคา,ลำปาง
2023-11-09,2.85,Ban Chiang Dao,แม่น้ำปิง,เชียงดาว,เชียงดาว,เชียงใหม่
2023-11-09,4.08,Ban Chor Lae,แม่น้ำปิง,ช่อแล,แม่แตง,เชียงใหม่
2023-11-09,4.72,Ban Don Chai,แม่น้ำวัง,ล้อมแรด,เถิน,ลำปาง
2023-11-09,8.58,Ban Don Mun,แม่น้ำวัง,บ้านแลง,เมือง,ลำปาง
2023-11-09,5.12,Ban Don Sali,น้ำแม่ลาว,ป่าแดด,แม่สรวย,เชียงราย
2023-11-09,5.95,Ban Hai,แม่น้ำวัง,ปงดอน,แจ้ห่ม,ลำปาง
2023-11-09,4.01,Ban Hong,น้ำแม่ออน,ร้องวัวแดง,สันกำแพง,เชียงใหม่
2023-11-09,2.96,Ban Hua Sapan,น้ำแม่จัน,ป่าซาง,แม่จัน,เชียงราย
2023-11-09,6.37,Ban Huai Pa Sang,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-11-09,9.77,Ban Huai Sak,แม่น้ำยม,เตาปูน,สอง,แพร่
2023-11-09,6.83,Ban Klang,น้ำแม่ขาน,บ้านกลาง,สันป่าตอง,เชียงใหม่
2023-11-09,0.88,Ban Klang,น้ำสา,แม่สา,เวียงสระ,น่าน
2023-11-09,3.43,Ban Ko Kha,แม่น้ำวัง,ศาลา,เกาะคา,ลำปาง
2023-11-09,6,Ban Kok Tong,แม่น้ำกก,รอบเวียง,เมือง,เชียงราย
2023-11-09,4.6,Ban Krariang Tung Phrao,น้ำแม่สรวย,วาวี,แม่สรวย,เชียงราย
2023-11-09,3.4,Ban Lai Kaeo,น้ำแม่ลี้,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน
2023-11-09,7.05,Ban Luang,น้ำแม่ตื่น,ยางเปียง,อมก๋อย,เชียงใหม่
2023-11-09,7.72,Ban Luang Nuea,น้ำงาว,หลวงใต้,งาว,ลำปาง
2023-11-09,7.29,Ban Mae E Hi,น้ำแม่ลี้,ศรีวิชัย,ลี้,ลำพูน
2023-11-09,5.43,Ban Mae Kha Bridge,น้ำฝาง,แม่ข่า,ฝาง,เชียงใหม่
2023-11-09,6.76,Ban Mae Khom Mi Tamnak Tham,น้ำแม่คำมี,ตำหนักธรรม,หนองม่วงไข่,แพร่
2023-11-09,6.11,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2023-11-09,3.24,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2023-11-09,3.86,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2023-11-09,3.85,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-11-09,7.53,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2023-11-09,7.41,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2023-11-09,6.34,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
2023-11-09,4.17,Ban Mueang Kuet,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-11-09,2.84,Ban Mueang Mai,ห้วยแม่ต๋า,เมืองมาย,แจ้ห่ม,ลำปาง
2023-11-09,4.85,Ban Mueang Pha,น้ำแม่ริม,ริมเหนือ,แม่ริม,เชียงใหม่
2023-11-09,3.5,Ban Nam Ing,น้ำอิง,ต้า,ขุนตาล,เชียงราย
2023-11-09,9.77,Ban Nam Khong,แม่น้ำยม,ป่าแมต,เมือง,แพร่
2023-11-09,5.85,Ban Nam Yao,น้ำยาว,อวน,ปัว,น่าน
2023-11-09,0.5,Ban Nong Daeng,แม่น้ำน่าน,เปือ,เชียงกลาง,น่าน
2023-11-09,1.82,Ban Nong Naw,น้ำแม่สอย,แจ้ห่ม,แจ้ห่ม,ลำปาง
2023-11-09,4.37,Ban Nong Pham,น้ำแม่ลาว,แม่สรวย,แม่สรวย,เชียงราย
2023-11-09,2.59,Ban Nun Tai,แม่น้ำยม,บ้านหนุน,สอง,แพร่
2023-11-09,4.76,Ban Nun Tai,แม่น้ำยม,บ้านหนุน,สอง,แพร่
2023-11-09,7.34,Ban Pa Kha,น้ำควร,ควร,ปง,พะเยา
2023-11-09,8.93,Ban Pa Khoi Tai,แม่น้ำปิง,สันผีเสื้อ,เมือง,เชียงใหม่
2023-11-09,4.74,Ban Pa Sang,น้ำแม่ทา,ป่าซาง,ป่าซาง,ลำพูน
2023-11-09,1.39,Ban Pang Rimkorn,น้ำแม่กรณ์,แม่กรณ์,เมือง,เชียงราย
2023-11-09,5.82,Ban Pang Sa,ห้วยน้ำยาว,ผาทอง,ท่าวังผา,น่าน
2023-11-09,10.78,Ban Pha Khwang,แม่น้ำน่าน,บ่อ,เมือง,น่าน
2023-11-09,7.16,Ban Phai Ngarm,แม่น้ำน่าน,ส้าน,เวียงสา,น่าน
2023-11-09,4.88,Ban Phan Ton,น้ำแม่วาง,ทุ่งปี้,แม่วาง,เชียงใหม่
2023-11-09,4.94,Ban Phi Tai,น้ำปี้,บ้านพี้,บ้านหลวง,น่าน
2023-11-09,3,Ban Phu Yaeng,น้ำมวบ,ดู่พงษ์,สันติสุข,น่าน
2023-11-09,7.1,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2023-11-09,8.38,Ban Pong,ห้วยโป่ง,บ้านโป่ง,งาว,ลำปาง
2023-11-09,4.56,Ban Rong Kho,แม่น้ำวัง,ร่องเคาะ,วังเหนือ,ลำปาง
2023-11-09,6.18,Ban Rong Khun,น้ำแม่ลาว,ป่าอ้อดอนชัย,เมือง,เชียงราย
2023-11-09,3.79,Ban Saluang Nok,น้ำแม่ริม,สลวง,แม่ริม,เชียงใหม่
2023-11-09,6.48,Ban San Pu Loei,น้ำแม่ขอด,โหล่งขอด,พร้าว,เชียงใหม่
2023-11-09,7.35,Ban Singpotin,น้ำแม่ลาย,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-11-09,9.65,Ban Sob Soi,แม่น้ำปิง,แม่สอย,จอมทอง,เชียงใหม่
2023-11-09,5.85,Ban Sop Mae Sapoot,แม่น้ำแม่ทา,ทาสบเส้า,แม่ทา,ลำพูน
2023-11-09,9.48,Ban Sop Pae,แม่น้ำปิง,สบแปะ,จอมทอง,เชียงใหม่
2023-11-09,6.12,Ban Sop Tam,น้ำแม่ต่ำ,เกาะคา,เกาะคา,ลำปาง
2023-11-09,4.79,Ban Sop Win,น้ำแม่วาง,แม่วิน,แม่วาง,เชียงใหม่
2023-11-09,7.54,Ban Tha Duea,แม่น้ำวัง,พิชัย,เมือง,ลำปาง
2023-11-09,5.82,Ban Tha Lo,น้ำแม่ตุ๋ย,บ่อแฮ้ว,เมือง,ลำปาง
2023-11-09,4.47,Ban Tha Pong Daeng,น้ำปาย,ผาบ่อง,เมือง,แม่ฮ่องสอน
2023-11-09,12.54,Ban Thung Nong,แม่น้ำยม,สระ,เชียงม่วน,พะเยา
2023-11-09,5.66,Ban Ton Yang,น้ำแม่ลาว,บัวสลี,แม่ลาว,เชียงราย
2023-11-09,13.91,Ban Wang Chin,แม่น้ำยม,วังชิ้น,วังชิ้น,แพร่
2023-11-09,3.87,Ban Wang Din,แม่น้ำยม,บ้านกลาง,สอง,แพร่
2023-11-09,5.53,Chedingam,น้ำอิง,ท่าวังทอง,เมือง,พะเยา
2023-11-09,7.63,In front of the Forestry Office,แม่น้ำน่าน,ในเวียง,เมือง,น่าน
2023-11-09,6.29,Mae Kham Lak Chet,น้ำแม่คำ,ศรีค้ำ,แม่จัน,เชียงราย
2023-11-09,4.18,Nam Mae Chaem,น้ำแม่แจ่ม,บ้านท่าข้าม,จอมทอง,เชียงใหม่
2023-11-09,5.25,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,น่าน
2023-11-09,6.27,Romklao Cooperative House,น้ำแม่งัด,แม่แวน,พร้าว,เชียงใหม่
2023-11-09,5.83,Saphan Ban Khay,น้ำฝาง,แม่นาวาง,แม่อาย,เชียงใหม่
2023-11-09,5.78,Setuwari Bridge,แม้น้ำวัง,เวียงเหนือ,เมือง,ลำปาง
2023-11-09,13.2,Tha Li Bridge,น้ำว้า,ขึ่ง,เวียงสา,น่าน
2023-11-09,8.38,Tha Nang Bridge,น้ำแม่กวง,ในเมือง,เมือง,ลำพูน
2023-11-09,3.76,Wang Phrao,น้ำแม่จาง,วังพร้าว,เกาะคา,ลำปาง
2023-11-10,1.72,Ban Chiang,น้ำแม่แจ่ม,ช่างเคิ่ง,แม่แจ่ม,เชียงใหม่
2023-11-10,2.8,Ban Chiang Dao,แม่น้ำปิง,เชียงดาว,เชียงดาว,เชียงใหม่
2023-11-10,4.15,Ban Chor Lae,แม่น้ำปิง,ช่อแล,แม่แตง,เชียงใหม่
2023-11-10,4.71,Ban Don Chai,แม่น้ำวัง,ล้อมแรด,เถิน,ลำปาง
2023-11-10,8.69,Ban Don Mun,แม่น้ำวัง,บ้านแลง,เมือง,ลำปาง
2023-11-10,5.02,Ban Don Sali,น้ำแม่ลาว,ป่าแดด,แม่สรวย,เชียงราย
2023-11-10,5.97,Ban Hai,แม่น้ำวัง,ปงดอน,แจ้ห่ม,ลำปาง
2023-11-10,4,Ban Hong,น้ำแม่ออน,ร้องวัวแดง,สันกำแพง,เชียงใหม่
2023-11-10,2.92,Ban Hua Sapan,น้ำแม่จัน,ป่าซาง,แม่จัน,เชียงราย
2023-11-10,6.3,Ban Huai Pa Sang,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2023-11-10,9.7,Ban Huai Sak,แม่น้ำยม,เตาปูน,สอง,แพร่
2023-11-10,6.76,Ban Klang,น้ำแม่ขาน,บ้านกลาง,สันป่าตอง,เชียงใหม่
2023-11-10,0.87,Ban Klang,น้ำสา,แม่สา,เวียงสระ,น่าน
2023-11-10,3.43,Ban Ko Kha,แม่น้ำวัง,ศาลา,เกาะคา,ลำปาง
2023-11-10,6.01,Ban Kok Tong,แม่น้ำกก,รอบเวียง,เมือง,เชียงราย
2023-11-10,4.62,Ban Krariang Tung Phrao,น้ำแม่สรวย,วาวี,แม่สรวย,เชียงราย
2023-11-10,3.39,Ban Lai Kaeo,น้ำแม่ลี้,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน
2023-11-10,6.98,Ban Luang,น้ำแม่ตื่น,ยางเปียง,อมก๋อย,เชียงใหม่
2023-11-10,7.72,Ban Luang Nuea,น้ำงาว,หลวงใต้,งาว,ลำปาง
2023-11-10,7.26,Ban Mae E Hi,น้ำแม่ลี้,ศรีวิชัย,ลี้,ลำพูน
2023-11-10,5.33,Ban Mae Kha Bridge,น้ำฝาง,แม่ข่า,ฝาง,เชียงใหม่
2023-11-10,6.74,Ban Mae Khom Mi Tamnak Tham,น้ำแม่คำมี,ตำหนักธรรม,หนองม่วงไข่,แพร่
2023-11-10,6.11,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2023-11-10,3.29,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2023-11-10,3.85,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2023-11-10,3.8,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2023-11-10,7.19,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2023-11-10,7.4,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2023-11-10,6.31,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
