Date,Average of Water heights in meter,Station,Name of river,Subdistrict,District,Province
2022-02-06,5.94,Ban Tha Duea,แม่น้ำวัง,พิชัย,เมือง,ลำปาง
2022-02-06,5.436666667,Ban Tha Lo,น้ำแม่ตุ๋ย,บ่อแฮ้ว,เมือง,ลำปาง
2022-02-06,3.782,Ban Tha Pong Daeng,น้ำปาย,ผาบ่อง,เมือง,แม่ฮ่องสอน
2022-02-06,6.779583333,Ban Thung Nong,แม่น้ำยม,สระ,เชียงม่วน,พะเยา
2022-02-06,3.645,Ban Ton Yang,น้ำแม่ลาว,บัวสลี,แม่ลาว,เชียงราย
2022-02-06,12.88583333,Ban Wang Chin,แม่น้ำยม,วังชิ้น,วังชิ้น,แพร่
2022-02-06,4.966666667,Chedingam,น้ำอิง,ท่าวังทอง,เมือง,พะเยา
2022-02-06,6.736666667,In front of the Forestry Office,แม่น้ำน่าน,ในเวียง,เมือง,น่าน
2022-02-06,5.427916667,Mae Kham Lak Chet,น้ำแม่คำ,ศรีค้ำ,แม่จัน,เชียงราย
2022-02-06,2,Nam Mae Chaem,น้ำแม่แจ่ม,บ้านท่าข้าม,จอมทอง,เชียงใหม่
2022-02-06,5.224583333,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,เชียงใหม่
2022-02-06,4.410833333,Pracha Uthit Bridge,น้ำแม่กลาง,บ้านหลวง,จอมทอง,เชียงใหม่
2022-02-06,5.5,Romklao Cooperative House,น้ำแม่งัด,แม่แวน,พร้าว,เชียงใหม่
2022-02-06,4.16,Saphan Ban Khay,น้ำฝาง,แม่นาวาง,แม่อาย,เชียงใหม่
2022-02-06,4.72625,Setuwaree Bridge,แม้น้ำวัง,เวียงเหนือ,เมือง,ลำปาง
2022-02-06,11.285,Tha Li Bridge,น้ำว้า,ขึ่ง,เวียงสา,น่าน
2022-02-06,7.950833333,Tha Nang Bridge,น้ำแม่กวง,ในเมือง,เมือง,ลำพูน
2022-02-06,3.14,Wang Phrao,น้ำแม่จาง,วังพร้าว,เกาะคา,ลำปาง
2022-02-07,2.879166667,Ban Chiang Dao,แม่น้ำปิง,เชียงดาว,เชียงดาว,เชียงใหม่
2022-02-07,3.272916667,Ban Chor Lae,แม่น้ำปิง,ช่อแล,แม่แตง,เชียงใหม่
2022-02-07,4.035416667,Ban Don Chai,แม่น้ำวัง,ล้อมแรด,เถิน,ลำปาง
2022-02-07,7.792291667,Ban Don Mun,แม่น้ำวัง,บ้านแลง,เมือง,ลำปาง
2022-02-07,3.946666667,Ban Don Sali,น้ำแม่ลาว,ป่าแดด,แม่สรวย,เชียงราย
2022-02-07,6.485,Ban Hai,แม่น้ำวัง,ปงดอน,แจ้ห่ม,ลำปาง
2022-02-07,2.8,Ban Hong,น้ำแม่ออน,ร้องวัวแดง,สันกำแพง,เชียงใหม่
2022-02-07,2.79875,Ban Hua Sapan,น้ำแม่จัน,ป่าซาง,แม่จัน,เชียงราย
2022-02-07,5.6,Ban Huai Pa Sang,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2022-02-07,9.648333333,Ban Huai Sak,แม่น้ำยม,เตาปูน,สอง,แพร่
2022-02-07,6.005416667,Ban Klang,น้ำแม่ขาน,บ้านกลาง,สันป่าตอง,เชียงใหม่
2022-02-07,3.253333333,Ban Ko Kha,แม่น้ำวัง,ศาลา,เกาะคา,ลำปาง
2022-02-07,4.43,Ban Krariang Tung Phrao,น้ำแม่สรวย,วาวี,แม่สรวย,เชียงราย
2022-02-07,-3.063333333,Ban Lai Kaeo,น้ำแม่ลี้,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน
2022-02-07,3.9,Ban Luang Nuea,น้ำงาว,หลวงใต้,งาว,ลำปาง
2022-02-07,6.67625,Ban Mae E Hi,น้ำแม่ลี้,ศรีวิชัย,ลี้,ลำพูน
2022-02-07,5.24,Ban Mae Khom Mi Tamnak Tham,น้ำแม่คำมี,ตำหนักธรรม,หนองม่วงไข่,แพร่
2022-02-07,5.91,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2022-02-07,1.84625,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2022-02-07,3.39,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2022-02-07,3.48,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2022-02-07,5.6,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2022-02-07,7.384583333,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2022-02-07,5.74,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
2022-02-07,4.497083333,Ban Mueang Kuet,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2022-02-07,2.42,Ban Mueang Mai,ห้วยแม่ต๋า,เมืองมาย,แจ้ห่ม,ลำปาง
2022-02-07,4.367083333,Ban Mueang Pha,น้ำแม่ริม,ริมเหนือ,แม่ริม,เชียงใหม่
2022-02-07,8.38125,Ban Nam Khong,แม่น้ำยม,ป่าแมต,เมือง,แพร่
2022-02-07,5.85,Ban Nam Yao,น้ำยาว,อวน,ปัว,น่าน
2022-02-07,1.81625,Ban Nong Naw,น้ำแม่สอย,แจ้ห่ม,แจ้ห่ม,ลำปาง
2022-02-07,3.545833333,Ban Nong Pham,น้ำแม่ลาว,แม่สรวย,แม่สรวย,เชียงราย
2022-02-07,6.96,Ban Pa Kha,น้ำควร,ควร,ปง,พะเยา
2022-02-07,7.937916667,Ban Pa Khoi Tai,แม่น้ำปิง,สันผีเสื้อ,เมือง,เชียงใหม่
2022-02-07,4.78,Ban Pa Sang,น้ำแม่ทา,ป่าซาง,ป่าซาง,ลำพูน
2022-02-07,5.51,Ban Pang Sa,ห้วยน้ำยาว,ผาทอง,ท่าวังผา,น่าน
2022-02-07,10.16333333,Ban Pha Khwang,แม่น้ำน่าน,บ่อ,เมือง,น่าน
2022-02-07,6.42,Ban Phai Ngarm,แม่น้ำน่าน,ส้าน,เวียงสา,น่าน
2022-02-07,4.218333333,Ban Phan Ton,น้ำแม่วาง,ทุ่งปี้,แม่วาง,เชียงใหม่
2022-02-07,4.7,Ban Phi Tai,น้ำปี้,บ้านพี้,บ้านหลวง,น่าน
2022-02-07,6.632916667,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2022-02-07,4.616666667,Ban Pong,ห้วยโป่ง,บ้านโป่ง,งาว,ลำปาง
2022-02-07,4.1,Ban Rong Kho,แม่น้ำวัง,ร่องเคาะ,วังเหนือ,ลำปาง
2022-02-07,3.02,Ban Saluang Nok,น้ำแม่ริม,สลวง,แม่ริม,เชียงใหม่
2022-02-07,4.56,Ban San Pu Loei,น้ำแม่ขอด,โหล่งขอด,พร้าว,เชียงใหม่
2022-02-07,3.95,Ban Singpotin,น้ำแม่ลาย,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2022-02-07,9.68,Ban Sob Soi,แม่น้ำปิง,แม่สอย,จอมทอง,เชียงใหม่
2022-02-07,5.56,Ban Sop Mae Sapoot,แม่น้ำแม่ทา,ทาสบเส้า,แม่ทา,ลำพูน
2022-02-07,7.6,Ban Sop Pae,แม่น้ำปิง,สบแปะ,จอมทอง,เชียงใหม่
2022-02-07,5.566666667,Ban Sop Prap,แม่น้ำวัง,สบปราบ,สบปราบ,ลำปาง
2022-02-07,5.86,Ban Sop Tam,น้ำแม่ต่ำ,เกาะคา,เกาะคา,ลำปาง
2022-02-07,4.3925,Ban Sop Win,น้ำแม่วาง,แม่วิน,แม่วาง,เชียงใหม่
2022-02-07,5.96,Ban Tha Duea,แม่น้ำวัง,พิชัย,เมือง,ลำปาง
2022-02-07,5.53,Ban Tha Lo,น้ำแม่ตุ๋ย,บ่อแฮ้ว,เมือง,ลำปาง
2022-02-07,3.83,Ban Tha Pong Daeng,น้ำปาย,ผาบ่อง,เมือง,แม่ฮ่องสอน
2022-02-07,6.758333333,Ban Thung Nong,แม่น้ำยม,สระ,เชียงม่วน,พะเยา
2022-02-07,3.713333333,Ban Ton Yang,น้ำแม่ลาว,บัวสลี,แม่ลาว,เชียงราย
2022-02-07,12.88708333,Ban Wang Chin,แม่น้ำยม,วังชิ้น,วังชิ้น,แพร่
2022-02-07,4.6225,Chedingam,น้ำอิง,ท่าวังทอง,เมือง,พะเยา
2022-02-07,6.758333333,In front of the Forestry Office,แม่น้ำน่าน,ในเวียง,เมือง,น่าน
2022-02-07,5.38125,Mae Kham Lak Chet,น้ำแม่คำ,ศรีค้ำ,แม่จัน,เชียงราย
2022-02-07,2,Nam Mae Chaem,น้ำแม่แจ่ม,บ้านท่าข้าม,จอมทอง,เชียงใหม่
2022-02-07,5.205,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,เชียงใหม่
2022-02-07,4.392083333,Pracha Uthit Bridge,น้ำแม่กลาง,บ้านหลวง,จอมทอง,เชียงใหม่
2022-02-07,4.24,Saphan Ban Khay,น้ำฝาง,แม่นาวาง,แม่อาย,เชียงใหม่
2022-02-07,4.759166667,Setuwaree Bridge,แม้น้ำวัง,เวียงเหนือ,เมือง,ลำปาง
2022-02-07,11.29541667,Tha Li Bridge,น้ำว้า,ขึ่ง,เวียงสา,น่าน
2022-02-07,8.364166667,Tha Nang Bridge,น้ำแม่กวง,ในเมือง,เมือง,ลำพูน
2022-02-08,2.8375,Ban Chiang Dao,แม่น้ำปิง,เชียงดาว,เชียงดาว,เชียงใหม่
2022-02-08,3.274583333,Ban Chor Lae,แม่น้ำปิง,ช่อแล,แม่แตง,เชียงใหม่
2022-02-08,4.000416667,Ban Don Chai,แม่น้ำวัง,ล้อมแรด,เถิน,ลำปาง
2022-02-08,7.79,Ban Don Mun,แม่น้ำวัง,บ้านแลง,เมือง,ลำปาง
2022-02-08,3.98,Ban Don Sali,น้ำแม่ลาว,ป่าแดด,แม่สรวย,เชียงราย
2022-02-08,6.398333333,Ban Hai,แม่น้ำวัง,ปงดอน,แจ้ห่ม,ลำปาง
2022-02-08,2.8,Ban Hong,น้ำแม่ออน,ร้องวัวแดง,สันกำแพง,เชียงใหม่
2022-02-08,2.8,Ban Hua Sapan,น้ำแม่จัน,ป่าซาง,แม่จัน,เชียงราย
2022-02-08,5.3,Ban Huai Pa Sang,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2022-02-08,9.646666667,Ban Huai Sak,แม่น้ำยม,เตาปูน,สอง,แพร่
2022-02-08,5.950833333,Ban Klang,น้ำแม่ขาน,บ้านกลาง,สันป่าตอง,เชียงใหม่
2022-02-08,3.256666667,Ban Ko Kha,แม่น้ำวัง,ศาลา,เกาะคา,ลำปาง
2022-02-08,4.432083333,Ban Krariang Tung Phrao,น้ำแม่สรวย,วาวี,แม่สรวย,เชียงราย
2022-02-08,-3.061666667,Ban Lai Kaeo,น้ำแม่ลี้,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน
2022-02-08,6.57,Ban Luang,น้ำแม่ตื่น,ยางเปียง,อมก๋อย,เชียงใหม่
2022-02-08,3.875833333,Ban Luang Nuea,น้ำงาว,หลวงใต้,งาว,ลำปาง
2022-02-08,6.673333333,Ban Mae E Hi,น้ำแม่ลี้,ศรีวิชัย,ลี้,ลำพูน
2022-02-08,5.24,Ban Mae Khom Mi Tamnak Tham,น้ำแม่คำมี,ตำหนักธรรม,หนองม่วงไข่,แพร่
2022-02-08,5.91,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2022-02-08,1.850833333,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2022-02-08,2.44,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2022-02-08,3.48,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2022-02-08,5.32,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2022-02-08,7.365416667,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2022-02-08,5.66,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
2022-02-08,4.375,Ban Mueang Kuet,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2022-02-08,2.41,Ban Mueang Mai,ห้วยแม่ต๋า,เมืองมาย,แจ้ห่ม,ลำปาง
2022-02-08,4.354583333,Ban Mueang Pha,น้ำแม่ริม,ริมเหนือ,แม่ริม,เชียงใหม่
2022-02-08,8.384583333,Ban Nam Khong,แม่น้ำยม,ป่าแมต,เมือง,แพร่
2022-02-08,5.85,Ban Nam Yao,น้ำยาว,อวน,ปัว,น่าน
2022-02-08,1.821666667,Ban Nong Naw,น้ำแม่สอย,แจ้ห่ม,แจ้ห่ม,ลำปาง
2022-02-08,3.520833333,Ban Nong Pham,น้ำแม่ลาว,แม่สรวย,แม่สรวย,เชียงราย
2022-02-08,6.97,Ban Pa Kha,น้ำควร,ควร,ปง,พะเยา
2022-02-08,7.97125,Ban Pa Khoi Tai,แม่น้ำปิง,สันผีเสื้อ,เมือง,เชียงใหม่
2022-02-08,4.78,Ban Pa Sang,น้ำแม่ทา,ป่าซาง,ป่าซาง,ลำพูน
2022-02-08,5.506666667,Ban Pang Sa,ห้วยน้ำยาว,ผาทอง,ท่าวังผา,น่าน
2022-02-08,10.16666667,Ban Pha Khwang,แม่น้ำน่าน,บ่อ,เมือง,น่าน
2022-02-08,6.42,Ban Phai Ngarm,แม่น้ำน่าน,ส้าน,เวียงสา,น่าน
2022-02-08,4.2,Ban Phan Ton,น้ำแม่วาง,ทุ่งปี้,แม่วาง,เชียงใหม่
2022-02-08,4.7,Ban Phi Tai,น้ำปี้,บ้านพี้,บ้านหลวง,น่าน
2022-02-08,6.628333333,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2022-02-08,4.593333333,Ban Pong,ห้วยโป่ง,บ้านโป่ง,งาว,ลำปาง
2022-02-08,4.1,Ban Rong Kho,แม่น้ำวัง,ร่องเคาะ,วังเหนือ,ลำปาง
2022-02-08,3.05,Ban Saluang Nok,น้ำแม่ริม,สลวง,แม่ริม,เชียงใหม่
2022-02-08,4.47,Ban San Pu Loei,น้ำแม่ขอด,โหล่งขอด,พร้าว,เชียงใหม่
2022-02-08,4,Ban Singpotin,น้ำแม่ลาย,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2022-02-08,9.64,Ban Sob Soi,แม่น้ำปิง,แม่สอย,จอมทอง,เชียงใหม่
2022-02-08,5.558333333,Ban Sop Mae Sapoot,แม่น้ำแม่ทา,ทาสบเส้า,แม่ทา,ลำพูน
2022-02-08,7.7,Ban Sop Pae,แม่น้ำปิง,สบแปะ,จอมทอง,เชียงใหม่
2022-02-08,5.576666667,Ban Sop Prap,แม่น้ำวัง,สบปราบ,สบปราบ,ลำปาง
2022-02-08,5.86,Ban Sop Tam,น้ำแม่ต่ำ,เกาะคา,เกาะคา,ลำปาง
2022-02-08,4.352916667,Ban Sop Win,น้ำแม่วาง,แม่วิน,แม่วาง,เชียงใหม่
2022-02-08,5.88,Ban Tha Duea,แม่น้ำวัง,พิชัย,เมือง,ลำปาง
2022-02-08,5.486666667,Ban Tha Lo,น้ำแม่ตุ๋ย,บ่อแฮ้ว,เมือง,ลำปาง
2022-02-08,3.81,Ban Tha Pong Daeng,น้ำปาย,ผาบ่อง,เมือง,แม่ฮ่องสอน
2022-02-08,6.77875,Ban Thung Nong,แม่น้ำยม,สระ,เชียงม่วน,พะเยา
2022-02-08,3.686666667,Ban Ton Yang,น้ำแม่ลาว,บัวสลี,แม่ลาว,เชียงราย
2022-02-08,12.89083333,Ban Wang Chin,แม่น้ำยม,วังชิ้น,วังชิ้น,แพร่
2022-02-08,4.58,Chedingam,น้ำอิง,ท่าวังทอง,เมือง,พะเยา
2022-02-08,6.76,In front of the Forestry Office,แม่น้ำน่าน,ในเวียง,เมือง,น่าน
2022-02-08,5.365,Mae Kham Lak Chet,น้ำแม่คำ,ศรีค้ำ,แม่จัน,เชียงราย
2022-02-08,2,Nam Mae Chaem,น้ำแม่แจ่ม,บ้านท่าข้าม,จอมทอง,เชียงใหม่
2022-02-08,5.24625,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,เชียงใหม่
2022-02-08,4.315,Pracha Uthit Bridge,น้ำแม่กลาง,บ้านหลวง,จอมทอง,เชียงใหม่
2022-02-08,5.56,Romklao Cooperative House,น้ำแม่งัด,แม่แวน,พร้าว,เชียงใหม่
2022-02-08,4.715,Setuwaree Bridge,แม้น้ำวัง,เวียงเหนือ,เมือง,ลำปาง
2022-02-08,11.28416667,Tha Li Bridge,น้ำว้า,ขึ่ง,เวียงสา,น่าน
2022-02-08,8.366666667,Tha Nang Bridge,น้ำแม่กวง,ในเมือง,เมือง,ลำพูน
2022-02-08,3.266923077,Wang Phrao,น้ำแม่จาง,วังพร้าว,เกาะคา,ลำปาง
2022-02-09,2.814583333,Ban Chiang Dao,แม่น้ำปิง,เชียงดาว,เชียงดาว,เชียงใหม่
2022-02-09,3.255,Ban Chor Lae,แม่น้ำปิง,ช่อแล,แม่แตง,เชียงใหม่
2022-02-09,4.02375,Ban Don Chai,แม่น้ำวัง,ล้อมแรด,เถิน,ลำปาง
2022-02-09,7.961875,Ban Don Mun,แม่น้ำวัง,บ้านแลง,เมือง,ลำปาง
2022-02-09,3.95,Ban Don Sali,น้ำแม่ลาว,ป่าแดด,แม่สรวย,เชียงราย
2022-02-09,6.359166667,Ban Hai,แม่น้ำวัง,ปงดอน,แจ้ห่ม,ลำปาง
2022-02-09,2.8,Ban Hong,น้ำแม่ออน,ร้องวัวแดง,สันกำแพง,เชียงใหม่
2022-02-09,2.8,Ban Hua Sapan,น้ำแม่จัน,ป่าซาง,แม่จัน,เชียงราย
2022-02-09,5.26,Ban Huai Pa Sang,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2022-02-09,9.64,Ban Huai Sak,แม่น้ำยม,เตาปูน,สอง,แพร่
2022-02-09,5.935833333,Ban Klang,น้ำแม่ขาน,บ้านกลาง,สันป่าตอง,เชียงใหม่
2022-02-09,3.246666667,Ban Ko Kha,แม่น้ำวัง,ศาลา,เกาะคา,ลำปาง
2022-02-09,4.43,Ban Krariang Tung Phrao,น้ำแม่สรวย,วาวี,แม่สรวย,เชียงราย
2022-02-09,-3.06625,Ban Lai Kaeo,น้ำแม่ลี้,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน
2022-02-09,6.57,Ban Luang,น้ำแม่ตื่น,ยางเปียง,อมก๋อย,เชียงใหม่
2022-02-09,3.8725,Ban Luang Nuea,น้ำงาว,หลวงใต้,งาว,ลำปาง
2022-02-09,6.678333333,Ban Mae E Hi,น้ำแม่ลี้,ศรีวิชัย,ลี้,ลำพูน
2022-02-09,5.24,Ban Mae Khom Mi Tamnak Tham,น้ำแม่คำมี,ตำหนักธรรม,หนองม่วงไข่,แพร่
2022-02-09,5.91,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2022-02-09,1.853333333,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2022-02-09,2.44,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2022-02-09,3.48,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2022-02-09,5.22,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2022-02-09,7.344583333,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
2022-02-09,5.67,Ban Muang Pok,น้ำแม่แตง,เปียงหลวง,เวียงแหง,เชียงใหม่
2022-02-09,4.344583333,Ban Mueang Kuet,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2022-02-09,2.403333333,Ban Mueang Mai,ห้วยแม่ต๋า,เมืองมาย,แจ้ห่ม,ลำปาง
2022-02-09,4.366666667,Ban Mueang Pha,น้ำแม่ริม,ริมเหนือ,แม่ริม,เชียงใหม่
2022-02-09,8.35625,Ban Nam Khong,แม่น้ำยม,ป่าแมต,เมือง,แพร่
2022-02-09,5.84125,Ban Nam Yao,น้ำยาว,อวน,ปัว,น่าน
2022-02-09,1.795833333,Ban Nong Naw,น้ำแม่สอย,แจ้ห่ม,แจ้ห่ม,ลำปาง
2022-02-09,3.529583333,Ban Nong Pham,น้ำแม่ลาว,แม่สรวย,แม่สรวย,เชียงราย
2022-02-09,6.97,Ban Pa Kha,น้ำควร,ควร,ปง,พะเยา
2022-02-09,7.937916667,Ban Pa Khoi Tai,แม่น้ำปิง,สันผีเสื้อ,เมือง,เชียงใหม่
2022-02-09,4.78,Ban Pa Sang,น้ำแม่ทา,ป่าซาง,ป่าซาง,ลำพูน
2022-02-09,5.5,Ban Pang Sa,ห้วยน้ำยาว,ผาทอง,ท่าวังผา,น่าน
2022-02-09,10.14791667,Ban Pha Khwang,แม่น้ำน่าน,บ่อ,เมือง,น่าน
2022-02-09,6.4375,Ban Phai Ngarm,แม่น้ำน่าน,ส้าน,เวียงสา,น่าน
2022-02-09,4.2,Ban Phan Ton,น้ำแม่วาง,ทุ่งปี้,แม่วาง,เชียงใหม่
2022-02-09,4.6,Ban Phi Tai,น้ำปี้,บ้านพี้,บ้านหลวง,น่าน
2022-02-09,6.60125,Ban Pong,น้ำแม่กวง,บวกค้าง,สันกำแพง,เชียงใหม่
2022-02-09,4.606666667,Ban Pong,ห้วยโป่ง,บ้านโป่ง,งาว,ลำปาง
2022-02-09,4.046666667,Ban Rong Kho,แม่น้ำวัง,ร่องเคาะ,วังเหนือ,ลำปาง
2022-02-09,3.05,Ban Saluang Nok,น้ำแม่ริม,สลวง,แม่ริม,เชียงใหม่
2022-02-09,4.44,Ban San Pu Loei,น้ำแม่ขอด,โหล่งขอด,พร้าว,เชียงใหม่
2022-02-09,4,Ban Singpotin,น้ำแม่ลาย,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2022-02-09,9.68,Ban Sob Soi,แม่น้ำปิง,แม่สอย,จอมทอง,เชียงใหม่
2022-02-09,5.55,Ban Sop Mae Sapoot,แม่น้ำแม่ทา,ทาสบเส้า,แม่ทา,ลำพูน
2022-02-09,7.6,Ban Sop Pae,แม่น้ำปิง,สบแปะ,จอมทอง,เชียงใหม่
2022-02-09,5.583333333,Ban Sop Prap,แม่น้ำวัง,สบปราบ,สบปราบ,ลำปาง
2022-02-09,5.85,Ban Sop Tam,น้ำแม่ต่ำ,เกาะคา,เกาะคา,ลำปาง
2022-02-09,4.346666667,Ban Sop Win,น้ำแม่วาง,แม่วิน,แม่วาง,เชียงใหม่
2022-02-09,5.85,Ban Tha Duea,แม่น้ำวัง,พิชัย,เมือง,ลำปาง
2022-02-09,5.413333333,Ban Tha Lo,น้ำแม่ตุ๋ย,บ่อแฮ้ว,เมือง,ลำปาง
2022-02-09,3.792,Ban Tha Pong Daeng,น้ำปาย,ผาบ่อง,เมือง,แม่ฮ่องสอน
2022-02-09,6.754583333,Ban Thung Nong,แม่น้ำยม,สระ,เชียงม่วน,พะเยา
2022-02-09,3.648333333,Ban Ton Yang,น้ำแม่ลาว,บัวสลี,แม่ลาว,เชียงราย
2022-02-09,12.87291667,Ban Wang Chin,แม่น้ำยม,วังชิ้น,วังชิ้น,แพร่
2022-02-09,4.63,Chedingam,น้ำอิง,ท่าวังทอง,เมือง,พะเยา
2022-02-09,6.752083333,In front of the Forestry Office,แม่น้ำน่าน,ในเวียง,เมือง,น่าน
2022-02-09,5.32125,Mae Kham Lak Chet,น้ำแม่คำ,ศรีค้ำ,แม่จัน,เชียงราย
2022-02-09,2,Nam Mae Chaem,น้ำแม่แจ่ม,บ้านท่าข้าม,จอมทอง,เชียงใหม่
2022-02-09,5.208333333,Nawarat Bridge,แม่น้ำปิง,วัดเกต,เมือง,เชียงใหม่
2022-02-09,4.31,Pracha Uthit Bridge,น้ำแม่กลาง,บ้านหลวง,จอมทอง,เชียงใหม่
2022-02-09,5.56,Romklao Cooperative House,น้ำแม่งัด,แม่แวน,พร้าว,เชียงใหม่
2022-02-09,4.22,Saphan Ban Khay,น้ำฝาง,แม่นาวาง,แม่อาย,เชียงใหม่
2022-02-09,4.66375,Setuwaree Bridge,แม้น้ำวัง,เวียงเหนือ,เมือง,ลำปาง
2022-02-09,11.27416667,Tha Li Bridge,น้ำว้า,ขึ่ง,เวียงสา,น่าน
2022-02-09,8.308333333,Tha Nang Bridge,น้ำแม่กวง,ในเมือง,เมือง,ลำพูน
2022-02-09,3.375416667,Wang Phrao,น้ำแม่จาง,วังพร้าว,เกาะคา,ลำปาง
2022-02-10,2.806666667,Ban Chiang Dao,แม่น้ำปิง,เชียงดาว,เชียงดาว,เชียงใหม่
2022-02-10,3.247083333,Ban Chor Lae,แม่น้ำปิง,ช่อแล,แม่แตง,เชียงใหม่
2022-02-10,4.0275,Ban Don Chai,แม่น้ำวัง,ล้อมแรด,เถิน,ลำปาง
2022-02-10,8.145833333,Ban Don Mun,แม่น้ำวัง,บ้านแลง,เมือง,ลำปาง
2022-02-10,3.94,Ban Don Sali,น้ำแม่ลาว,ป่าแดด,แม่สรวย,เชียงราย
2022-02-10,6.271666667,Ban Hai,แม่น้ำวัง,ปงดอน,แจ้ห่ม,ลำปาง
2022-02-10,2.8,Ban Hong,น้ำแม่ออน,ร้องวัวแดง,สันกำแพง,เชียงใหม่
2022-02-10,2.72875,Ban Hua Sapan,น้ำแม่จัน,ป่าซาง,แม่จัน,เชียงราย
2022-02-10,5.16,Ban Huai Pa Sang,น้ำแม่แตง,กึ๊ดช้าง,แม่แตง,เชียงใหม่
2022-02-10,9.64,Ban Huai Sak,แม่น้ำยม,เตาปูน,สอง,แพร่
2022-02-10,5.98625,Ban Klang,น้ำแม่ขาน,บ้านกลาง,สันป่าตอง,เชียงใหม่
2022-02-10,3.24,Ban Ko Kha,แม่น้ำวัง,ศาลา,เกาะคา,ลำปาง
2022-02-10,4.43,Ban Krariang Tung Phrao,น้ำแม่สรวย,วาวี,แม่สรวย,เชียงราย
2022-02-10,-3.06,Ban Lai Kaeo,น้ำแม่ลี้,ศรีเตี้ย,บ้านโฮ่ง,ลำพูน
2022-02-10,6.57,Ban Luang,น้ำแม่ตื่น,ยางเปียง,อมก๋อย,เชียงใหม่
2022-02-10,3.872916667,Ban Luang Nuea,น้ำงาว,หลวงใต้,งาว,ลำปาง
2022-02-10,6.675833333,Ban Mae E Hi,น้ำแม่ลี้,ศรีวิชัย,ลี้,ลำพูน
2022-02-10,5.24,Ban Mae Khom Mi Tamnak Tham,น้ำแม่คำมี,ตำหนักธรรม,หนองม่วงไข่,แพร่
2022-02-10,5.91,Ban Mae Lai,น้ำแม่หล่าย,แม่หล่าย,เมือง,แพร่
2022-02-10,1.835416667,Ban Mae Tae,แม่น้ำปิง,แม่แฝกเก่า,สันทราย,เชียงใหม่
2022-02-10,2.44,Ban Mae Taeng,แม่น้ำแตง,สันมหาพล,แม่แตง,เชียงใหม่
2022-02-10,3.48,Ban Mae Wan,น้ำแม่กวง,ป่าเมี่ยง,ดอยสะเก็ด,เชียงใหม่
2022-02-10,5.14,Ban Mai Rim Fang,น้ำฝาง,เวียงฝาง,ฝาง,เชียงใหม่
2022-02-10,7.315833333,Ban Mang,น้ำปี้,มาง,เชียงม่วน,พะเยา
