Date,Water volume in dams (by %),Name of dam
2023-05-23,61.48,Mae Kuang Udom Thara Dam
2023-05-23,62.92,Mae Ngat Somboon Chon Dam
2023-05-23,32.97,Mae Mok Dam
2023-05-23,43.97,Sirikit Dam
2023-05-23,57.7,Kiew Lom Dam
2023-05-24,49.96,Kiew Kor Ma Dam
2023-05-24,24.39,Khwae Noi Bamrung Dan Dam
2023-05-24,56.98,Bhumibol Dam
2023-05-24,61.48,Mae Kuang Udom Thara Dam
2023-05-24,62.89,Mae Ngat Somboon Chon Dam
2023-05-24,32.97,Mae Mok Dam
2023-05-24,43.84,Sirikit Dam
2023-05-24,57.99,Kiew Lom Dam
2023-05-25,49.96,Kiew Kor Ma Dam
2023-05-25,24.39,Khwae Noi Bamrung Dan Dam
2023-05-25,56.77,Bhumibol Dam
2023-05-25,61.48,Mae Kuang Udom Thara Dam
2023-05-25,62.92,Mae Ngat Somboon Chon Dam
2023-05-25,32.97,Mae Mok Dam
2023-05-25,43.68,Sirikit Dam
2023-05-25,58.33,Kiew Lom Dam
2023-05-26,49.76,Kiew Kor Ma Dam
2023-05-26,24.17,Khwae Noi Bamrung Dan Dam
2023-05-26,56.54,Bhumibol Dam
2023-05-26,61.49,Mae Kuang Udom Thara Dam
2023-05-26,62.94,Mae Ngat Somboon Chon Dam
2023-05-26,32.97,Mae Mok Dam
2023-05-26,43.54,Sirikit Dam
2023-05-26,58.58,Kiew Lom Dam
2023-05-27,49.61,Kiew Kor Ma Dam
2023-05-27,24.07,Khwae Noi Bamrung Dan Dam
2023-05-27,56.29,Bhumibol Dam
2023-05-27,61.48,Mae Kuang Udom Thara Dam
2023-05-27,62.95,Mae Ngat Somboon Chon Dam
2023-05-27,32.97,Mae Mok Dam
2023-05-27,43.4,Sirikit Dam
2023-05-27,58.97,Kiew Lom Dam
2023-05-28,49.51,Kiew Kor Ma Dam
2023-05-28,23.75,Khwae Noi Bamrung Dan Dam
2023-05-28,56.05,Bhumibol Dam
2023-05-28,61.48,Mae Kuang Udom Thara Dam
2023-05-28,62.99,Mae Ngat Somboon Chon Dam
2023-05-28,32.97,Mae Mok Dam
2023-05-28,43.26,Sirikit Dam
2023-05-28,59.27,Kiew Lom Dam
2023-05-29,49.42,Kiew Kor Ma Dam
2023-05-29,23.54,Khwae Noi Bamrung Dan Dam
2023-05-29,55.82,Bhumibol Dam
2023-05-29,61.52,Mae Kuang Udom Thara Dam
2023-05-29,63.02,Mae Ngat Somboon Chon Dam
2023-05-29,32.97,Mae Mok Dam
2023-05-29,43.12,Sirikit Dam
2023-05-29,59.9,Kiew Lom Dam
2023-05-30,49.32,Kiew Kor Ma Dam
2023-05-30,23.32,Khwae Noi Bamrung Dan Dam
2023-05-30,55.6,Bhumibol Dam
2023-05-30,61.52,Mae Kuang Udom Thara Dam
2023-05-30,63.07,Mae Ngat Somboon Chon Dam
2023-05-30,33.05,Mae Mok Dam
2023-05-30,42.99,Sirikit Dam
2023-05-30,60.35,Kiew Lom Dam
2023-05-31,49.27,Kiew Kor Ma Dam
2023-05-31,23,Khwae Noi Bamrung Dan Dam
2023-05-31,55.38,Bhumibol Dam
2023-05-31,61.56,Mae Kuang Udom Thara Dam
2023-05-31,63.09,Mae Ngat Somboon Chon Dam
2023-05-31,33.05,Mae Mok Dam
2023-05-31,42.83,Sirikit Dam
2023-05-31,60.79,Kiew Lom Dam
2023-06-01,49.51,Kiew Kor Ma Dam
2023-06-01,22.79,Khwae Noi Bamrung Dan Dam
2023-06-01,55.14,Bhumibol Dam
2023-06-01,61.56,Mae Kuang Udom Thara Dam
2023-06-01,63.08,Mae Ngat Somboon Chon Dam
2023-06-01,33.05,Mae Mok Dam
2023-06-01,42.7,Sirikit Dam
2023-06-01,61.09,Kiew Lom Dam
2023-06-02,49.46,Kiew Kor Ma Dam
2023-06-02,22.47,Khwae Noi Bamrung Dan Dam
2023-06-02,54.9,Bhumibol Dam
2023-06-02,61.55,Mae Kuang Udom Thara Dam
2023-06-02,63.06,Mae Ngat Somboon Chon Dam
2023-06-02,33.05,Mae Mok Dam
2023-06-02,42.57,Sirikit Dam
2023-06-02,61.32,Kiew Lom Dam
2023-06-03,49.42,Kiew Kor Ma Dam
2023-06-03,22.15,Khwae Noi Bamrung Dan Dam
2023-06-03,54.66,Bhumibol Dam
2023-06-03,61.53,Mae Kuang Udom Thara Dam
2023-06-03,63.03,Mae Ngat Somboon Chon Dam
2023-06-03,33.01,Mae Mok Dam
2023-06-03,42.43,Sirikit Dam
2023-06-03,61.7,Kiew Lom Dam
2023-06-04,49.42,Kiew Kor Ma Dam
2023-06-04,21.83,Khwae Noi Bamrung Dan Dam
2023-06-04,54.41,Bhumibol Dam
2023-06-04,61.52,Mae Kuang Udom Thara Dam
2023-06-04,63.02,Mae Ngat Somboon Chon Dam
2023-06-04,32.97,Mae Mok Dam
2023-06-04,42.29,Sirikit Dam
2023-06-04,61.7,Kiew Lom Dam
2023-06-05,49.27,Kiew Kor Ma Dam
2023-06-05,21.62,Khwae Noi Bamrung Dan Dam
2023-06-05,54.15,Bhumibol Dam
2023-06-05,61.62,Mae Kuang Udom Thara Dam
2023-06-05,63.03,Mae Ngat Somboon Chon Dam
2023-06-05,32.93,Mae Mok Dam
2023-06-05,42.12,Sirikit Dam
2023-06-05,61.59,Kiew Lom Dam
2023-06-06,49.46,Kiew Kor Ma Dam
2023-06-06,21.41,Khwae Noi Bamrung Dan Dam
2023-06-06,53.88,Bhumibol Dam
2023-06-06,61.64,Mae Kuang Udom Thara Dam
2023-06-06,63.03,Mae Ngat Somboon Chon Dam
2023-06-06,32.89,Mae Mok Dam
2023-06-06,41.96,Sirikit Dam
2023-06-06,61.65,Kiew Lom Dam
2023-06-07,49.61,Kiew Kor Ma Dam
2023-06-07,21.09,Khwae Noi Bamrung Dan Dam
2023-06-07,53.61,Bhumibol Dam
2023-06-07,61.65,Mae Kuang Udom Thara Dam
2023-06-07,63.07,Mae Ngat Somboon Chon Dam
2023-06-07,32.81,Mae Mok Dam
2023-06-07,41.83,Sirikit Dam
2023-06-07,61.76,Kiew Lom Dam
2023-06-08,49.71,Kiew Kor Ma Dam
2023-06-08,20.87,Khwae Noi Bamrung Dan Dam
2023-06-08,53.36,Bhumibol Dam
2023-06-08,61.67,Mae Kuang Udom Thara Dam
2023-06-08,63.11,Mae Ngat Somboon Chon Dam
2023-06-08,32.73,Mae Mok Dam
2023-06-08,41.7,Sirikit Dam
2023-06-08,62.14,Kiew Lom Dam
2023-06-09,49.76,Kiew Kor Ma Dam
2023-06-09,20.55,Khwae Noi Bamrung Dan Dam
2023-06-09,53.08,Bhumibol Dam
2023-06-09,61.71,Mae Kuang Udom Thara Dam
2023-06-09,63.14,Mae Ngat Somboon Chon Dam
2023-06-09,32.73,Mae Mok Dam
2023-06-09,41.58,Sirikit Dam
2023-06-09,62.37,Kiew Lom Dam
2023-06-10,49.76,Kiew Kor Ma Dam
2023-06-10,20.34,Khwae Noi Bamrung Dan Dam
2023-06-10,52.84,Bhumibol Dam
2023-06-10,61.73,Mae Kuang Udom Thara Dam
2023-06-10,63.18,Mae Ngat Somboon Chon Dam
2023-06-10,32.73,Mae Mok Dam
2023-06-10,41.46,Sirikit Dam
2023-06-10,62.77,Kiew Lom Dam
2023-06-11,49.76,Kiew Kor Ma Dam
2023-06-11,20.13,Khwae Noi Bamrung Dan Dam
2023-06-11,52.64,Bhumibol Dam
2023-06-11,61.74,Mae Kuang Udom Thara Dam
2023-06-11,63.18,Mae Ngat Somboon Chon Dam
2023-06-11,32.69,Mae Mok Dam
2023-06-11,41.35,Sirikit Dam
2023-06-11,63.33,Kiew Lom Dam
2023-06-12,49.76,Kiew Kor Ma Dam
2023-06-12,19.91,Khwae Noi Bamrung Dan Dam
2023-06-12,52.43,Bhumibol Dam
2023-06-12,61.73,Mae Kuang Udom Thara Dam
2023-06-12,63.28,Mae Ngat Somboon Chon Dam
2023-06-12,32.65,Mae Mok Dam
2023-06-12,41.19,Sirikit Dam
2023-06-12,63.5,Kiew Lom Dam
2023-06-13,49.71,Kiew Kor Ma Dam
2023-06-13,19.7,Khwae Noi Bamrung Dan Dam
2023-06-13,52.17,Bhumibol Dam
2023-06-13,61.72,Mae Kuang Udom Thara Dam
2023-06-13,63.31,Mae Ngat Somboon Chon Dam
2023-06-13,32.62,Mae Mok Dam
2023-06-13,41.03,Sirikit Dam
2023-06-13,63.61,Kiew Lom Dam
2023-06-14,49.71,Kiew Kor Ma Dam
2023-06-14,19.49,Khwae Noi Bamrung Dan Dam
2023-06-14,51.92,Bhumibol Dam
2023-06-14,61.72,Mae Kuang Udom Thara Dam
2023-06-14,63.41,Mae Ngat Somboon Chon Dam
2023-06-14,32.58,Mae Mok Dam
2023-06-14,40.86,Sirikit Dam
2023-06-14,63.73,Kiew Lom Dam
2023-06-15,49.66,Kiew Kor Ma Dam
2023-06-15,19.28,Khwae Noi Bamrung Dan Dam
2023-06-15,51.66,Bhumibol Dam
2023-06-15,61.73,Mae Kuang Udom Thara Dam
2023-06-15,63.48,Mae Ngat Somboon Chon Dam
2023-06-15,32.55,Mae Mok Dam
2023-06-15,40.7,Sirikit Dam
2023-06-15,63.95,Kiew Lom Dam
2023-06-16,49.61,Kiew Kor Ma Dam
2023-06-16,19.17,Khwae Noi Bamrung Dan Dam
2023-06-16,51.43,Bhumibol Dam
2023-06-16,61.73,Mae Kuang Udom Thara Dam
2023-06-16,63.54,Mae Ngat Somboon Chon Dam
2023-06-16,32.51,Mae Mok Dam
2023-06-16,40.56,Sirikit Dam
2023-06-16,64.12,Kiew Lom Dam
2023-06-17,49.61,Kiew Kor Ma Dam
2023-06-17,19.06,Khwae Noi Bamrung Dan Dam
2023-06-17,51.21,Bhumibol Dam
2023-06-17,61.73,Mae Kuang Udom Thara Dam
2023-06-17,63.58,Mae Ngat Somboon Chon Dam
2023-06-17,32.47,Mae Mok Dam
2023-06-17,40.4,Sirikit Dam
2023-06-17,64.12,Kiew Lom Dam
2023-06-18,49.42,Kiew Kor Ma Dam
2023-06-18,18.96,Khwae Noi Bamrung Dan Dam
2023-06-18,50.97,Bhumibol Dam
2023-06-18,61.72,Mae Kuang Udom Thara Dam
2023-06-18,63.6,Mae Ngat Somboon Chon Dam
2023-06-18,32.44,Mae Mok Dam
2023-06-18,40.26,Sirikit Dam
2023-06-18,64.07,Kiew Lom Dam
2023-06-19,49.02,Kiew Kor Ma Dam
2023-06-19,18.85,Khwae Noi Bamrung Dan Dam
2023-06-19,50.74,Bhumibol Dam
2023-06-19,61.71,Mae Kuang Udom Thara Dam
2023-06-19,63.47,Mae Ngat Somboon Chon Dam
2023-06-19,32.4,Mae Mok Dam
2023-06-19,40.12,Sirikit Dam
2023-06-19,64.29,Kiew Lom Dam
2023-06-20,48.53,Kiew Kor Ma Dam
2023-06-20,18.74,Khwae Noi Bamrung Dan Dam
2023-06-20,50.51,Bhumibol Dam
2023-06-20,61.7,Mae Kuang Udom Thara Dam
2023-06-20,63.23,Mae Ngat Somboon Chon Dam
2023-06-20,32.36,Mae Mok Dam
2023-06-20,40.02,Sirikit Dam
2023-06-20,64.73,Kiew Lom Dam
2023-06-21,47.99,Kiew Kor Ma Dam
2023-06-21,18.74,Khwae Noi Bamrung Dan Dam
2023-06-21,50.25,Bhumibol Dam
2023-06-21,61.68,Mae Kuang Udom Thara Dam
2023-06-21,62.99,Mae Ngat Somboon Chon Dam
2023-06-21,32.31,Mae Mok Dam
2023-06-21,39.87,Sirikit Dam
2023-06-21,65.19,Kiew Lom Dam
2023-06-22,47.45,Kiew Kor Ma Dam
2023-06-22,18.53,Khwae Noi Bamrung Dan Dam
2023-06-22,49.99,Bhumibol Dam
2023-06-22,61.67,Mae Kuang Udom Thara Dam
2023-06-22,62.76,Mae Ngat Somboon Chon Dam
2023-06-22,32.29,Mae Mok Dam
2023-06-22,39.74,Sirikit Dam
2023-06-22,65.69,Kiew Lom Dam
2023-06-23,46.96,Kiew Kor Ma Dam
2023-06-23,18.42,Khwae Noi Bamrung Dan Dam
2023-06-23,49.75,Bhumibol Dam
2023-06-23,61.66,Mae Kuang Udom Thara Dam
2023-06-23,62.52,Mae Ngat Somboon Chon Dam
2023-06-23,32.25,Mae Mok Dam
2023-06-23,39.61,Sirikit Dam
2023-06-23,66.2,Kiew Lom Dam
2023-06-24,46.71,Kiew Kor Ma Dam
2023-06-24,18.42,Khwae Noi Bamrung Dan Dam
2023-06-24,49.52,Bhumibol Dam
2023-06-24,61.65,Mae Kuang Udom Thara Dam
2023-06-24,62.28,Mae Ngat Somboon Chon Dam
2023-06-24,32.22,Mae Mok Dam
2023-06-24,39.56,Sirikit Dam
2023-06-24,66.65,Kiew Lom Dam
2023-06-25,46.56,Kiew Kor Ma Dam
2023-06-25,18.42,Khwae Noi Bamrung Dan Dam
2023-06-25,49.26,Bhumibol Dam
2023-06-25,61.64,Mae Kuang Udom Thara Dam
2023-06-25,62.05,Mae Ngat Somboon Chon Dam
2023-06-25,32.18,Mae Mok Dam
2023-06-25,39.4,Sirikit Dam
2023-06-25,66.26,Kiew Lom Dam
2023-06-26,46.36,Kiew Kor Ma Dam
2023-06-26,18.32,Khwae Noi Bamrung Dan Dam
2023-06-26,49.05,Bhumibol Dam
2023-06-26,61.66,Mae Kuang Udom Thara Dam
2023-06-26,61.97,Mae Ngat Somboon Chon Dam
2023-06-26,32.15,Mae Mok Dam
2023-06-26,39.27,Sirikit Dam
2023-06-26,65.33,Kiew Lom Dam
2023-06-27,46.36,Kiew Kor Ma Dam
2023-06-27,18.21,Khwae Noi Bamrung Dan Dam
2023-06-27,48.81,Bhumibol Dam
2023-06-27,61.72,Mae Kuang Udom Thara Dam
2023-06-27,62.08,Mae Ngat Somboon Chon Dam
2023-06-27,32.11,Mae Mok Dam
2023-06-27,39.14,Sirikit Dam
2023-06-27,64.29,Kiew Lom Dam
2023-06-28,46.22,Kiew Kor Ma Dam
2023-06-28,18.21,Khwae Noi Bamrung Dan Dam
2023-06-28,48.58,Bhumibol Dam
2023-06-28,61.78,Mae Kuang Udom Thara Dam
2023-06-28,62.28,Mae Ngat Somboon Chon Dam
2023-06-28,32.07,Mae Mok Dam
2023-06-28,39.06,Sirikit Dam
2023-06-28,62.71,Kiew Lom Dam
2023-06-29,46.08,Kiew Kor Ma Dam
2023-06-29,18.1,Khwae Noi Bamrung Dan Dam
2023-06-29,48.34,Bhumibol Dam
2023-06-29,62.02,Mae Kuang Udom Thara Dam
2023-06-29,62.77,Mae Ngat Somboon Chon Dam
2023-06-29,32.04,Mae Mok Dam
2023-06-29,39.11,Sirikit Dam
2023-06-29,61.36,Kiew Lom Dam
2023-06-30,45.98,Kiew Kor Ma Dam
2023-06-30,18.1,Khwae Noi Bamrung Dan Dam
2023-06-30,48.11,Bhumibol Dam
2023-06-30,62.2,Mae Kuang Udom Thara Dam
2023-06-30,63.48,Mae Ngat Somboon Chon Dam
2023-06-30,31.82,Mae Mok Dam
2023-06-30,39.14,Sirikit Dam
2023-06-30,60.25,Kiew Lom Dam
2023-07-01,46.08,Kiew Kor Ma Dam
2023-07-01,18,Khwae Noi Bamrung Dan Dam
2023-07-01,47.91,Bhumibol Dam
2023-07-01,62.25,Mae Kuang Udom Thara Dam
2023-07-01,64.01,Mae Ngat Somboon Chon Dam
2023-07-01,31.96,Mae Mok Dam
2023-07-01,39.23,Sirikit Dam
2023-07-01,59.17,Kiew Lom Dam
2023-07-02,46.03,Kiew Kor Ma Dam
2023-07-02,17.89,Khwae Noi Bamrung Dan Dam
2023-07-02,47.68,Bhumibol Dam
2023-07-02,62.5,Mae Kuang Udom Thara Dam
2023-07-02,64.16,Mae Ngat Somboon Chon Dam
2023-07-02,32.22,Mae Mok Dam
2023-07-02,39.23,Sirikit Dam
2023-07-02,57.99,Kiew Lom Dam
2023-07-03,45.94,Kiew Kor Ma Dam
2023-07-03,17.68,Khwae Noi Bamrung Dan Dam
2023-07-03,47.48,Bhumibol Dam
2023-07-03,62.6,Mae Kuang Udom Thara Dam
2023-07-03,64.77,Mae Ngat Somboon Chon Dam
2023-07-03,32.44,Mae Mok Dam
2023-07-03,39.34,Sirikit Dam
2023-07-03,56.82,Kiew Lom Dam
2023-07-04,45.94,Kiew Kor Ma Dam
2023-07-04,17.68,Khwae Noi Bamrung Dan Dam
2023-07-04,47.27,Bhumibol Dam
2023-07-04,62.68,Mae Kuang Udom Thara Dam
2023-07-04,65.3,Mae Ngat Somboon Chon Dam
2023-07-04,32.51,Mae Mok Dam
2023-07-04,39.32,Sirikit Dam
2023-07-04,55.93,Kiew Lom Dam
2023-07-05,45.98,Kiew Kor Ma Dam
2023-07-05,17.78,Khwae Noi Bamrung Dan Dam
2023-07-05,47.07,Bhumibol Dam
2023-07-05,62.73,Mae Kuang Udom Thara Dam
2023-07-05,65.45,Mae Ngat Somboon Chon Dam
2023-07-05,32.36,Mae Mok Dam
2023-07-05,39.31,Sirikit Dam
2023-07-05,55.44,Kiew Lom Dam
2023-07-06,45.84,Kiew Kor Ma Dam
2023-07-06,17.68,Khwae Noi Bamrung Dan Dam
2023-07-06,46.85,Bhumibol Dam
2023-07-06,62.34,Mae Kuang Udom Thara Dam
2023-07-06,65.49,Mae Ngat Somboon Chon Dam
2023-07-06,32.22,Mae Mok Dam
2023-07-06,39.22,Sirikit Dam
2023-07-06,54.56,Kiew Lom Dam
2023-07-07,45.69,Kiew Kor Ma Dam
2023-07-07,17.68,Khwae Noi Bamrung Dan Dam
2023-07-07,46.65,Bhumibol Dam
2023-07-07,61.91,Mae Kuang Udom Thara Dam
2023-07-07,65.45,Mae Ngat Somboon Chon Dam
2023-07-07,32.07,Mae Mok Dam
2023-07-07,39.17,Sirikit Dam
2023-07-07,53.67,Kiew Lom Dam
2023-07-08,45.55,Kiew Kor Ma Dam
2023-07-08,17.57,Khwae Noi Bamrung Dan Dam
2023-07-08,46.45,Bhumibol Dam
2023-07-08,61.47,Mae Kuang Udom Thara Dam
2023-07-08,65.41,Mae Ngat Somboon Chon Dam
2023-07-08,31.93,Mae Mok Dam
2023-07-08,39.07,Sirikit Dam
2023-07-08,52.69,Kiew Lom Dam
2023-07-09,45.36,Kiew Kor Ma Dam
2023-07-09,17.47,Khwae Noi Bamrung Dan Dam
2023-07-09,46.27,Bhumibol Dam
2023-07-09,61,Mae Kuang Udom Thara Dam
2023-07-09,65.37,Mae Ngat Somboon Chon Dam
2023-07-09,31.78,Mae Mok Dam
2023-07-09,38.97,Sirikit Dam
2023-07-09,51.7,Kiew Lom Dam
2023-07-10,45.31,Kiew Kor Ma Dam
2023-07-10,17.36,Khwae Noi Bamrung Dan Dam
2023-07-10,46.06,Bhumibol Dam
2023-07-10,60.55,Mae Kuang Udom Thara Dam
2023-07-10,65.3,Mae Ngat Somboon Chon Dam
2023-07-10,31.64,Mae Mok Dam
2023-07-10,38.82,Sirikit Dam
2023-07-10,51.14,Kiew Lom Dam
2023-07-11,45.12,Kiew Kor Ma Dam
2023-07-11,17.25,Khwae Noi Bamrung Dan Dam
2023-07-11,45.85,Bhumibol Dam
2023-07-11,60.18,Mae Kuang Udom Thara Dam
2023-07-11,65.3,Mae Ngat Somboon Chon Dam
2023-07-11,31.49,Mae Mok Dam
2023-07-11,38.73,Sirikit Dam
2023-07-11,50.29,Kiew Lom Dam
2023-07-12,45.02,Kiew Kor Ma Dam
2023-07-12,17.15,Khwae Noi Bamrung Dan Dam
2023-07-12,45.67,Bhumibol Dam
2023-07-12,59.81,Mae Kuang Udom Thara Dam
2023-07-12,65.22,Mae Ngat Somboon Chon Dam
2023-07-12,31.35,Mae Mok Dam
2023-07-12,38.63,Sirikit Dam
2023-07-12,49.44,Kiew Lom Dam
2023-07-13,44.88,Kiew Kor Ma Dam
2023-07-13,17.15,Khwae Noi Bamrung Dan Dam
2023-07-13,45.57,Bhumibol Dam
2023-07-13,59.43,Mae Kuang Udom Thara Dam
2023-07-13,65.22,Mae Ngat Somboon Chon Dam
2023-07-13,31.2,Mae Mok Dam
2023-07-13,38.55,Sirikit Dam
2023-07-13,48.84,Kiew Lom Dam
2023-07-14,44.74,Kiew Kor Ma Dam
2023-07-14,17.04,Khwae Noi Bamrung Dan Dam
2023-07-14,45.51,Bhumibol Dam
2023-07-14,59.03,Mae Kuang Udom Thara Dam
2023-07-14,65.11,Mae Ngat Somboon Chon Dam
2023-07-14,31.05,Mae Mok Dam
2023-07-14,38.45,Sirikit Dam
2023-07-14,48.24,Kiew Lom Dam
2023-07-15,44.59,Kiew Kor Ma Dam
2023-07-15,17.04,Khwae Noi Bamrung Dan Dam
2023-07-15,45.37,Bhumibol Dam
2023-07-15,58.61,Mae Kuang Udom Thara Dam
2023-07-15,65.07,Mae Ngat Somboon Chon Dam
2023-07-15,30.91,Mae Mok Dam
2023-07-15,38.38,Sirikit Dam
2023-07-15,47.39,Kiew Lom Dam
2023-07-16,44.54,Kiew Kor Ma Dam
2023-07-16,16.93,Khwae Noi Bamrung Dan Dam
2023-07-16,45.18,Bhumibol Dam
2023-07-16,58.2,Mae Kuang Udom Thara Dam
2023-07-16,65.03,Mae Ngat Somboon Chon Dam
2023-07-16,30.76,Mae Mok Dam
2023-07-16,38.26,Sirikit Dam
2023-07-16,46.56,Kiew Lom Dam
2023-07-17,44.4,Kiew Kor Ma Dam
2023-07-17,16.93,Khwae Noi Bamrung Dan Dam
2023-07-17,44.99,Bhumibol Dam
2023-07-17,57.82,Mae Kuang Udom Thara Dam
2023-07-17,65,Mae Ngat Somboon Chon Dam
2023-07-17,30.62,Mae Mok Dam
2023-07-17,38.22,Sirikit Dam
2023-07-17,45,Kiew Lom Dam
2023-07-18,44.3,Kiew Kor Ma Dam
2023-07-18,16.83,Khwae Noi Bamrung Dan Dam
2023-07-18,44.84,Bhumibol Dam
2023-07-18,57.83,Mae Kuang Udom Thara Dam
2023-07-18,64.92,Mae Ngat Somboon Chon Dam
2023-07-18,30.47,Mae Mok Dam
2023-07-18,38.19,Sirikit Dam
2023-07-18,43.89,Kiew Lom Dam
2023-07-19,44.16,Kiew Kor Ma Dam
2023-07-19,16.72,Khwae Noi Bamrung Dan Dam
2023-07-19,44.68,Bhumibol Dam
2023-07-19,57.74,Mae Kuang Udom Thara Dam
2023-07-19,64.92,Mae Ngat Somboon Chon Dam
2023-07-19,30.33,Mae Mok Dam
2023-07-19,38.23,Sirikit Dam
2023-07-19,42.76,Kiew Lom Dam
2023-07-20,43.92,Kiew Kor Ma Dam
2023-07-20,16.61,Khwae Noi Bamrung Dan Dam
2023-07-20,44.52,Bhumibol Dam
2023-07-20,57.82,Mae Kuang Udom Thara Dam
2023-07-20,65.15,Mae Ngat Somboon Chon Dam
2023-07-20,30.18,Mae Mok Dam
2023-07-20,38.2,Sirikit Dam
2023-07-20,41.53,Kiew Lom Dam
2023-07-21,43.82,Kiew Kor Ma Dam
2023-07-21,16.61,Khwae Noi Bamrung Dan Dam
2023-07-21,44.36,Bhumibol Dam
2023-07-21,57.91,Mae Kuang Udom Thara Dam
2023-07-21,65.41,Mae Ngat Somboon Chon Dam
2023-07-21,30.04,Mae Mok Dam
2023-07-21,38.16,Sirikit Dam
2023-07-21,40.5,Kiew Lom Dam
2023-07-22,43.78,Kiew Kor Ma Dam
2023-07-22,16.51,Khwae Noi Bamrung Dan Dam
2023-07-22,44.2,Bhumibol Dam
2023-07-22,57.85,Mae Kuang Udom Thara Dam
2023-07-22,65.6,Mae Ngat Somboon Chon Dam
2023-07-22,30.04,Mae Mok Dam
2023-07-22,38.1,Sirikit Dam
2023-07-22,39.39,Kiew Lom Dam
2023-07-23,43.68,Kiew Kor Ma Dam
2023-07-23,16.61,Khwae Noi Bamrung Dan Dam
2023-07-23,44.01,Bhumibol Dam
2023-07-23,57.74,Mae Kuang Udom Thara Dam
2023-07-23,65.79,Mae Ngat Somboon Chon Dam
2023-07-23,30.55,Mae Mok Dam
2023-07-23,38.07,Sirikit Dam
2023-07-23,38.43,Kiew Lom Dam
2023-07-24,43.63,Kiew Kor Ma Dam
2023-07-24,16.72,Khwae Noi Bamrung Dan Dam
2023-07-24,43.89,Bhumibol Dam
2023-07-24,57.66,Mae Kuang Udom Thara Dam
2023-07-24,65.83,Mae Ngat Somboon Chon Dam
2023-07-24,31.13,Mae Mok Dam
2023-07-24,38.03,Sirikit Dam
2023-07-24,37.54,Kiew Lom Dam
2023-07-25,43.2,Kiew Kor Ma Dam
2023-07-25,16.72,Khwae Noi Bamrung Dan Dam
2023-07-25,43.74,Bhumibol Dam
2023-07-25,57.35,Mae Kuang Udom Thara Dam
2023-07-25,65.75,Mae Ngat Somboon Chon Dam
2023-07-25,31.13,Mae Mok Dam
2023-07-25,37.97,Sirikit Dam
2023-07-25,36.58,Kiew Lom Dam
2023-07-26,42.72,Kiew Kor Ma Dam
2023-07-26,16.72,Khwae Noi Bamrung Dan Dam
2023-07-26,43.57,Bhumibol Dam
2023-07-26,57.06,Mae Kuang Udom Thara Dam
2023-07-26,65.71,Mae Ngat Somboon Chon Dam
2023-07-26,31.05,Mae Mok Dam
2023-07-26,37.92,Sirikit Dam
2023-07-26,36.14,Kiew Lom Dam
2023-07-27,42.24,Kiew Kor Ma Dam
2023-07-27,16.72,Khwae Noi Bamrung Dan Dam
2023-07-27,43.36,Bhumibol Dam
2023-07-27,56.76,Mae Kuang Udom Thara Dam
2023-07-27,65.64,Mae Ngat Somboon Chon Dam
2023-07-27,30.95,Mae Mok Dam
2023-07-27,37.88,Sirikit Dam
2023-07-27,36,Kiew Lom Dam
2023-07-28,41.76,Kiew Kor Ma Dam
2023-07-28,16.72,Khwae Noi Bamrung Dan Dam
2023-07-28,43.16,Bhumibol Dam
2023-07-28,56.43,Mae Kuang Udom Thara Dam
2023-07-28,65.56,Mae Ngat Somboon Chon Dam
2023-07-28,30.84,Mae Mok Dam
2023-07-28,37.85,Sirikit Dam
2023-07-28,36.07,Kiew Lom Dam
2023-07-29,41.12,Kiew Kor Ma Dam
2023-07-29,16.61,Khwae Noi Bamrung Dan Dam
2023-07-29,42.97,Bhumibol Dam
2023-07-29,56.08,Mae Kuang Udom Thara Dam
2023-07-29,65.56,Mae Ngat Somboon Chon Dam
2023-07-29,30.73,Mae Mok Dam
2023-07-29,37.81,Sirikit Dam
2023-07-29,36,Kiew Lom Dam
2023-07-30,40.67,Kiew Kor Ma Dam
2023-07-30,16.61,Khwae Noi Bamrung Dan Dam
2023-07-30,42.76,Bhumibol Dam
2023-07-30,55.76,Mae Kuang Udom Thara Dam
2023-07-30,65.71,Mae Ngat Somboon Chon Dam
2023-07-30,30.62,Mae Mok Dam
2023-07-30,37.81,Sirikit Dam
2023-07-30,36.74,Kiew Lom Dam
2023-07-31,40.19,Kiew Kor Ma Dam
2023-07-31,16.51,Khwae Noi Bamrung Dan Dam
2023-07-31,42.54,Bhumibol Dam
2023-07-31,55.44,Mae Kuang Udom Thara Dam
2023-07-31,65.75,Mae Ngat Somboon Chon Dam
2023-07-31,30.51,Mae Mok Dam
2023-07-31,37.92,Sirikit Dam
2023-07-31,36.95,Kiew Lom Dam
2023-08-01,39.71,Kiew Kor Ma Dam
2023-08-01,16.51,Khwae Noi Bamrung Dan Dam
2023-08-01,42.47,Bhumibol Dam
2023-08-01,55.31,Mae Kuang Udom Thara Dam
2023-08-01,65.75,Mae Ngat Somboon Chon Dam
2023-08-01,30.4,Mae Mok Dam
2023-08-01,38.25,Sirikit Dam
2023-08-01,37.25,Kiew Lom Dam
2023-08-02,39.14,Kiew Kor Ma Dam
2023-08-02,16.51,Khwae Noi Bamrung Dan Dam
2023-08-02,42.53,Bhumibol Dam
2023-08-02,55.17,Mae Kuang Udom Thara Dam
2023-08-02,65.9,Mae Ngat Somboon Chon Dam
2023-08-02,30.29,Mae Mok Dam
