Date,Water volume in dams (by %),Name of dam
2023-03-13,54.42,Khwae Noi Bamrung Dan Dam
2023-03-13,71.71,Bhumibol Dam
2023-03-13,73.61,Mae Kuang Udom Thara Dam
2023-03-13,84.82,Mae Ngat Somboon Chon Dam
2023-03-13,41.27,Mae Mok Dam
2023-03-13,55.55,Sirikit Dam
2023-03-13,69.69,Kiew Lom Dam
2023-03-14,79.44,Kiew Kor Ma Dam
2023-03-14,53.99,Khwae Noi Bamrung Dan Dam
2023-03-14,71.48,Bhumibol Dam
2023-03-14,73.36,Mae Kuang Udom Thara Dam
2023-03-14,84.25,Mae Ngat Somboon Chon Dam
2023-03-14,40.66,Mae Mok Dam
2023-03-14,55.38,Sirikit Dam
2023-03-14,69.92,Kiew Lom Dam
2023-03-15,78.36,Kiew Kor Ma Dam
2023-03-15,53.57,Khwae Noi Bamrung Dan Dam
2023-03-15,71.27,Bhumibol Dam
2023-03-15,73.1,Mae Kuang Udom Thara Dam
2023-03-15,83.91,Mae Ngat Somboon Chon Dam
2023-03-15,40.09,Mae Mok Dam
2023-03-15,55.25,Sirikit Dam
2023-03-15,70.26,Kiew Lom Dam
2023-03-16,77.29,Kiew Kor Ma Dam
2023-03-16,53.14,Khwae Noi Bamrung Dan Dam
2023-03-16,71.05,Bhumibol Dam
2023-03-16,72.85,Mae Kuang Udom Thara Dam
2023-03-16,83.79,Mae Ngat Somboon Chon Dam
2023-03-16,39.52,Mae Mok Dam
2023-03-16,55.1,Sirikit Dam
2023-03-16,70.7,Kiew Lom Dam
2023-03-17,76.22,Kiew Kor Ma Dam
2023-03-17,52.72,Khwae Noi Bamrung Dan Dam
2023-03-17,70.84,Bhumibol Dam
2023-03-17,72.73,Mae Kuang Udom Thara Dam
2023-03-17,83.4,Mae Ngat Somboon Chon Dam
2023-03-17,38.95,Mae Mok Dam
2023-03-17,54.96,Sirikit Dam
2023-03-17,71.04,Kiew Lom Dam
2023-03-18,75.09,Kiew Kor Ma Dam
2023-03-18,52.29,Khwae Noi Bamrung Dan Dam
2023-03-18,70.63,Bhumibol Dam
2023-03-18,72.51,Mae Kuang Udom Thara Dam
2023-03-18,82.8,Mae Ngat Somboon Chon Dam
2023-03-18,38.37,Mae Mok Dam
2023-03-18,54.82,Sirikit Dam
2023-03-18,71.38,Kiew Lom Dam
2023-03-19,74.09,Kiew Kor Ma Dam
2023-03-19,51.86,Khwae Noi Bamrung Dan Dam
2023-03-19,70.42,Bhumibol Dam
2023-03-19,72.36,Mae Kuang Udom Thara Dam
2023-03-19,82.23,Mae Ngat Somboon Chon Dam
2023-03-19,37.8,Mae Mok Dam
2023-03-19,54.66,Sirikit Dam
2023-03-19,71.95,Kiew Lom Dam
2023-03-20,72.91,Kiew Kor Ma Dam
2023-03-20,51.22,Khwae Noi Bamrung Dan Dam
2023-03-20,70.21,Bhumibol Dam
2023-03-20,72.2,Mae Kuang Udom Thara Dam
2023-03-20,81.66,Mae Ngat Somboon Chon Dam
2023-03-20,37.23,Mae Mok Dam
2023-03-20,54.49,Sirikit Dam
2023-03-20,72.4,Kiew Lom Dam
2023-03-21,71.84,Kiew Kor Ma Dam
2023-03-21,50.8,Khwae Noi Bamrung Dan Dam
2023-03-21,70.04,Bhumibol Dam
2023-03-21,72.02,Mae Kuang Udom Thara Dam
2023-03-21,81.09,Mae Ngat Somboon Chon Dam
2023-03-21,36.65,Mae Mok Dam
2023-03-21,54.35,Sirikit Dam
2023-03-21,73.04,Kiew Lom Dam
2023-03-22,70.84,Kiew Kor Ma Dam
2023-03-22,50.27,Khwae Noi Bamrung Dan Dam
2023-03-22,69.92,Bhumibol Dam
2023-03-22,71.77,Mae Kuang Udom Thara Dam
2023-03-22,80.75,Mae Ngat Somboon Chon Dam
2023-03-22,36.57,Mae Mok Dam
2023-03-22,54.19,Sirikit Dam
2023-03-22,73.75,Kiew Lom Dam
2023-03-23,69.64,Kiew Kor Ma Dam
2023-03-23,49.73,Khwae Noi Bamrung Dan Dam
2023-03-23,69.74,Bhumibol Dam
2023-03-23,71.45,Mae Kuang Udom Thara Dam
2023-03-23,80.66,Mae Ngat Somboon Chon Dam
2023-03-23,36.49,Mae Mok Dam
2023-03-23,54.01,Sirikit Dam
2023-03-23,74.34,Kiew Lom Dam
2023-03-24,68.61,Kiew Kor Ma Dam
2023-03-24,49.09,Khwae Noi Bamrung Dan Dam
2023-03-24,69.54,Bhumibol Dam
2023-03-24,71.12,Mae Kuang Udom Thara Dam
2023-03-24,80.32,Mae Ngat Somboon Chon Dam
2023-03-24,36.41,Mae Mok Dam
2023-03-24,53.85,Sirikit Dam
2023-03-24,74.98,Kiew Lom Dam
2023-03-25,67.62,Kiew Kor Ma Dam
2023-03-25,48.56,Khwae Noi Bamrung Dan Dam
2023-03-25,69.36,Bhumibol Dam
2023-03-25,70.81,Mae Kuang Udom Thara Dam
2023-03-25,79.82,Mae Ngat Somboon Chon Dam
2023-03-25,36.33,Mae Mok Dam
2023-03-25,53.67,Sirikit Dam
2023-03-25,75.34,Kiew Lom Dam
2023-03-26,66.58,Kiew Kor Ma Dam
2023-03-26,47.92,Khwae Noi Bamrung Dan Dam
2023-03-26,69.15,Bhumibol Dam
2023-03-26,70.51,Mae Kuang Udom Thara Dam
2023-03-26,79.34,Mae Ngat Somboon Chon Dam
2023-03-26,36.25,Mae Mok Dam
2023-03-26,53.51,Sirikit Dam
2023-03-26,75.63,Kiew Lom Dam
2023-03-27,65.44,Kiew Kor Ma Dam
2023-03-27,47.28,Khwae Noi Bamrung Dan Dam
2023-03-27,68.94,Bhumibol Dam
2023-03-27,70.22,Mae Kuang Udom Thara Dam
2023-03-27,78.78,Mae Ngat Somboon Chon Dam
2023-03-27,36.16,Mae Mok Dam
2023-03-27,53.34,Sirikit Dam
2023-03-27,75.88,Kiew Lom Dam
2023-03-28,64.4,Kiew Kor Ma Dam
2023-03-28,46.75,Khwae Noi Bamrung Dan Dam
2023-03-28,68.73,Bhumibol Dam
2023-03-28,69.93,Mae Kuang Udom Thara Dam
2023-03-28,78.18,Mae Ngat Somboon Chon Dam
2023-03-28,36.08,Mae Mok Dam
2023-03-28,53.17,Sirikit Dam
2023-03-28,76.14,Kiew Lom Dam
2023-03-29,63.41,Kiew Kor Ma Dam
2023-03-29,46.22,Khwae Noi Bamrung Dan Dam
2023-03-29,68.55,Bhumibol Dam
2023-03-29,69.68,Mae Kuang Udom Thara Dam
2023-03-29,77.85,Mae Ngat Somboon Chon Dam
2023-03-29,36,Mae Mok Dam
2023-03-29,52.99,Sirikit Dam
2023-03-29,76.14,Kiew Lom Dam
2023-03-30,62.53,Kiew Kor Ma Dam
2023-03-30,45.69,Khwae Noi Bamrung Dan Dam
2023-03-30,68.34,Bhumibol Dam
2023-03-30,69.39,Mae Kuang Udom Thara Dam
2023-03-30,77.72,Mae Ngat Somboon Chon Dam
2023-03-30,35.92,Mae Mok Dam
2023-03-30,52.81,Sirikit Dam
2023-03-30,76.01,Kiew Lom Dam
2023-03-31,61.59,Kiew Kor Ma Dam
2023-03-31,45.05,Khwae Noi Bamrung Dan Dam
2023-03-31,68.15,Bhumibol Dam
2023-03-31,69.08,Mae Kuang Udom Thara Dam
2023-03-31,77.63,Mae Ngat Somboon Chon Dam
2023-03-31,35.84,Mae Mok Dam
2023-03-31,52.63,Sirikit Dam
2023-03-31,75.76,Kiew Lom Dam
2023-04-01,60.71,Kiew Kor Ma Dam
2023-04-01,44.41,Khwae Noi Bamrung Dan Dam
2023-04-01,67.95,Bhumibol Dam
2023-04-01,68.79,Mae Kuang Udom Thara Dam
2023-04-01,77.35,Mae Ngat Somboon Chon Dam
2023-04-01,35.75,Mae Mok Dam
2023-04-01,52.45,Sirikit Dam
2023-04-01,75.63,Kiew Lom Dam
2023-04-02,59.81,Kiew Kor Ma Dam
2023-04-02,43.88,Khwae Noi Bamrung Dan Dam
2023-04-02,67.76,Bhumibol Dam
2023-04-02,68.5,Mae Kuang Udom Thara Dam
2023-04-02,76.94,Mae Ngat Somboon Chon Dam
2023-04-02,35.67,Mae Mok Dam
2023-04-02,52.29,Sirikit Dam
2023-04-02,75.24,Kiew Lom Dam
2023-04-03,58.95,Kiew Kor Ma Dam
2023-04-03,43.24,Khwae Noi Bamrung Dan Dam
2023-04-03,67.56,Bhumibol Dam
2023-04-03,68.16,Mae Kuang Udom Thara Dam
2023-04-03,76.37,Mae Ngat Somboon Chon Dam
2023-04-03,35.59,Mae Mok Dam
2023-04-03,52.13,Sirikit Dam
2023-04-03,75.36,Kiew Lom Dam
2023-04-04,58.24,Kiew Kor Ma Dam
2023-04-04,42.81,Khwae Noi Bamrung Dan Dam
2023-04-04,67.34,Bhumibol Dam
2023-04-04,67.72,Mae Kuang Udom Thara Dam
2023-04-04,75.78,Mae Ngat Somboon Chon Dam
2023-04-04,35.51,Mae Mok Dam
2023-04-04,51.97,Sirikit Dam
2023-04-04,76.09,Kiew Lom Dam
2023-04-05,57.75,Kiew Kor Ma Dam
2023-04-05,42.39,Khwae Noi Bamrung Dan Dam
2023-04-05,67.14,Bhumibol Dam
2023-04-05,67.27,Mae Kuang Udom Thara Dam
2023-04-05,75.2,Mae Ngat Somboon Chon Dam
2023-04-05,35.43,Mae Mok Dam
2023-04-05,51.77,Sirikit Dam
2023-04-05,76.46,Kiew Lom Dam
2023-04-06,57.26,Kiew Kor Ma Dam
2023-04-06,41.64,Khwae Noi Bamrung Dan Dam
2023-04-06,66.91,Bhumibol Dam
2023-04-06,66.96,Mae Kuang Udom Thara Dam
2023-04-06,74.82,Mae Ngat Somboon Chon Dam
2023-04-06,35.35,Mae Mok Dam
2023-04-06,51.59,Sirikit Dam
2023-04-06,75.95,Kiew Lom Dam
2023-04-07,56.68,Kiew Kor Ma Dam
2023-04-07,41.11,Khwae Noi Bamrung Dan Dam
2023-04-07,66.68,Bhumibol Dam
2023-04-07,66.63,Mae Kuang Udom Thara Dam
2023-04-07,74.71,Mae Ngat Somboon Chon Dam
2023-04-07,35.26,Mae Mok Dam
2023-04-07,51.42,Sirikit Dam
2023-04-07,75.25,Kiew Lom Dam
2023-04-08,56.28,Kiew Kor Ma Dam
2023-04-08,40.58,Khwae Noi Bamrung Dan Dam
2023-04-08,66.44,Bhumibol Dam
2023-04-08,66.3,Mae Kuang Udom Thara Dam
2023-04-08,75.2,Mae Ngat Somboon Chon Dam
2023-04-08,35.22,Mae Mok Dam
2023-04-08,51.24,Sirikit Dam
2023-04-08,74.52,Kiew Lom Dam
2023-04-09,55.88,Kiew Kor Ma Dam
2023-04-09,39.94,Khwae Noi Bamrung Dan Dam
2023-04-09,66.2,Bhumibol Dam
2023-04-09,65.97,Mae Kuang Udom Thara Dam
2023-04-09,73.79,Mae Ngat Somboon Chon Dam
2023-04-09,35.18,Mae Mok Dam
2023-04-09,51.06,Sirikit Dam
2023-04-09,73.45,Kiew Lom Dam
2023-04-10,55.32,Kiew Kor Ma Dam
2023-04-10,39.4,Khwae Noi Bamrung Dan Dam
2023-04-10,65.96,Bhumibol Dam
2023-04-10,65.69,Mae Kuang Udom Thara Dam
2023-04-10,73.16,Mae Ngat Somboon Chon Dam
2023-04-10,35.14,Mae Mok Dam
2023-04-10,50.89,Sirikit Dam
2023-04-10,72.4,Kiew Lom Dam
2023-04-11,54.86,Kiew Kor Ma Dam
2023-04-11,38.98,Khwae Noi Bamrung Dan Dam
2023-04-11,65.73,Bhumibol Dam
2023-04-11,65.51,Mae Kuang Udom Thara Dam
2023-04-11,72.5,Mae Ngat Somboon Chon Dam
2023-04-11,35.1,Mae Mok Dam
2023-04-11,50.74,Sirikit Dam
2023-04-11,71.95,Kiew Lom Dam
2023-04-12,54.41,Kiew Kor Ma Dam
2023-04-12,38.45,Khwae Noi Bamrung Dan Dam
2023-04-12,65.52,Bhumibol Dam
2023-04-12,65.33,Mae Kuang Udom Thara Dam
2023-04-12,71.84,Mae Ngat Somboon Chon Dam
2023-04-12,35.02,Mae Mok Dam
2023-04-12,50.53,Sirikit Dam
2023-04-12,71.15,Kiew Lom Dam
2023-04-13,53.72,Kiew Kor Ma Dam
2023-04-13,37.91,Khwae Noi Bamrung Dan Dam
2023-04-13,65.3,Bhumibol Dam
2023-04-13,65.16,Mae Kuang Udom Thara Dam
2023-04-13,71.18,Mae Ngat Somboon Chon Dam
2023-04-13,34.94,Mae Mok Dam
2023-04-13,50.35,Sirikit Dam
2023-04-13,70.7,Kiew Lom Dam
2023-04-14,53.03,Kiew Kor Ma Dam
2023-04-14,37.49,Khwae Noi Bamrung Dan Dam
2023-04-14,65.09,Bhumibol Dam
2023-04-14,64.92,Mae Kuang Udom Thara Dam
2023-04-14,70.52,Mae Ngat Somboon Chon Dam
2023-04-14,34.85,Mae Mok Dam
2023-04-14,50.19,Sirikit Dam
2023-04-14,70.15,Kiew Lom Dam
2023-04-15,52.48,Kiew Kor Ma Dam
2023-04-15,37.17,Khwae Noi Bamrung Dan Dam
2023-04-15,64.85,Bhumibol Dam
2023-04-15,64.61,Mae Kuang Udom Thara Dam
2023-04-15,69.78,Mae Ngat Somboon Chon Dam
2023-04-15,34.77,Mae Mok Dam
2023-04-15,50.02,Sirikit Dam
2023-04-15,69.64,Kiew Lom Dam
2023-04-16,52.02,Kiew Kor Ma Dam
2023-04-16,36.74,Khwae Noi Bamrung Dan Dam
2023-04-16,64.62,Bhumibol Dam
2023-04-16,64.47,Mae Kuang Udom Thara Dam
2023-04-16,69.02,Mae Ngat Somboon Chon Dam
2023-04-16,34.69,Mae Mok Dam
2023-04-16,49.86,Sirikit Dam
2023-04-16,68.79,Kiew Lom Dam
2023-04-17,51.56,Kiew Kor Ma Dam
2023-04-17,36.21,Khwae Noi Bamrung Dan Dam
2023-04-17,64.41,Bhumibol Dam
2023-04-17,64.39,Mae Kuang Udom Thara Dam
2023-04-17,68.32,Mae Ngat Somboon Chon Dam
2023-04-17,34.61,Mae Mok Dam
2023-04-17,49.7,Sirikit Dam
2023-04-17,68.25,Kiew Lom Dam
2023-04-18,50.99,Kiew Kor Ma Dam
2023-04-18,35.89,Khwae Noi Bamrung Dan Dam
2023-04-18,64.2,Bhumibol Dam
2023-04-18,64.33,Mae Kuang Udom Thara Dam
2023-04-18,67.89,Mae Ngat Somboon Chon Dam
2023-04-18,34.53,Mae Mok Dam
2023-04-18,49.53,Sirikit Dam
2023-04-18,67.55,Kiew Lom Dam
2023-04-19,50.59,Kiew Kor Ma Dam
2023-04-19,35.46,Khwae Noi Bamrung Dan Dam
2023-04-19,63.97,Bhumibol Dam
2023-04-19,64.09,Mae Kuang Udom Thara Dam
2023-04-19,67.75,Mae Ngat Somboon Chon Dam
2023-04-19,34.45,Mae Mok Dam
2023-04-19,49.35,Sirikit Dam
2023-04-19,67.05,Kiew Lom Dam
2023-04-20,50.15,Kiew Kor Ma Dam
2023-04-20,35.14,Khwae Noi Bamrung Dan Dam
2023-04-20,63.73,Bhumibol Dam
2023-04-20,63.8,Mae Kuang Udom Thara Dam
2023-04-20,67.62,Mae Ngat Somboon Chon Dam
2023-04-20,34.36,Mae Mok Dam
2023-04-20,49.18,Sirikit Dam
2023-04-20,66.32,Kiew Lom Dam
2023-04-21,49.71,Kiew Kor Ma Dam
2023-04-21,34.72,Khwae Noi Bamrung Dan Dam
2023-04-21,63.53,Bhumibol Dam
2023-04-21,63.49,Mae Kuang Udom Thara Dam
2023-04-21,67.52,Mae Ngat Somboon Chon Dam
2023-04-21,34.28,Mae Mok Dam
2023-04-21,49.01,Sirikit Dam
2023-04-21,65.51,Kiew Lom Dam
2023-04-22,49.22,Kiew Kor Ma Dam
2023-04-22,34.19,Khwae Noi Bamrung Dan Dam
2023-04-22,63.3,Bhumibol Dam
2023-04-22,63.25,Mae Kuang Udom Thara Dam
2023-04-22,67.21,Mae Ngat Somboon Chon Dam
2023-04-22,34.24,Mae Mok Dam
2023-04-22,48.82,Sirikit Dam
2023-04-22,64.52,Kiew Lom Dam
2023-04-23,48.78,Kiew Kor Ma Dam
2023-04-23,33.76,Khwae Noi Bamrung Dan Dam
2023-04-23,63.1,Bhumibol Dam
2023-04-23,62.93,Mae Kuang Udom Thara Dam
2023-04-23,66.7,Mae Ngat Somboon Chon Dam
2023-04-23,34.2,Mae Mok Dam
2023-04-23,48.65,Sirikit Dam
2023-04-23,63.5,Kiew Lom Dam
2023-04-24,48.28,Kiew Kor Ma Dam
2023-04-24,33.23,Khwae Noi Bamrung Dan Dam
2023-04-24,62.87,Bhumibol Dam
2023-04-24,62.59,Mae Kuang Udom Thara Dam
2023-04-24,66.12,Mae Ngat Somboon Chon Dam
2023-04-24,34.16,Mae Mok Dam
2023-04-24,48.46,Sirikit Dam
2023-04-24,62.37,Kiew Lom Dam
2023-04-25,47.94,Kiew Kor Ma Dam
2023-04-25,32.8,Khwae Noi Bamrung Dan Dam
2023-04-25,62.64,Bhumibol Dam
2023-04-25,62.27,Mae Kuang Udom Thara Dam
2023-04-25,65.5,Mae Ngat Somboon Chon Dam
2023-04-25,34.12,Mae Mok Dam
2023-04-25,48.28,Sirikit Dam
2023-04-25,61.42,Kiew Lom Dam
2023-04-26,47.65,Kiew Kor Ma Dam
2023-04-26,32.48,Khwae Noi Bamrung Dan Dam
2023-04-26,62.37,Bhumibol Dam
2023-04-26,62.02,Mae Kuang Udom Thara Dam
2023-04-26,65.14,Mae Ngat Somboon Chon Dam
2023-04-26,34.08,Mae Mok Dam
2023-04-26,48.11,Sirikit Dam
2023-04-26,60.35,Kiew Lom Dam
2023-04-27,47.5,Kiew Kor Ma Dam
2023-04-27,32.16,Khwae Noi Bamrung Dan Dam
2023-04-27,62.15,Bhumibol Dam
2023-04-27,61.73,Mae Kuang Udom Thara Dam
2023-04-27,65.01,Mae Ngat Somboon Chon Dam
2023-04-27,34.04,Mae Mok Dam
2023-04-27,47.92,Sirikit Dam
2023-04-27,59.12,Kiew Lom Dam
2023-04-28,47.3,Kiew Kor Ma Dam
2023-04-28,31.84,Khwae Noi Bamrung Dan Dam
2023-04-28,61.89,Bhumibol Dam
2023-04-28,61.45,Mae Kuang Udom Thara Dam
2023-04-28,64.64,Mae Ngat Somboon Chon Dam
2023-04-28,34,Mae Mok Dam
2023-04-28,47.73,Sirikit Dam
2023-04-28,57.8,Kiew Lom Dam
2023-04-29,47.15,Kiew Kor Ma Dam
2023-04-29,31.42,Khwae Noi Bamrung Dan Dam
2023-04-29,61.68,Bhumibol Dam
2023-04-29,61.17,Mae Kuang Udom Thara Dam
2023-04-29,64.1,Mae Ngat Somboon Chon Dam
2023-04-29,33.95,Mae Mok Dam
2023-04-29,47.53,Sirikit Dam
2023-04-29,56.42,Kiew Lom Dam
2023-04-30,47.05,Kiew Kor Ma Dam
2023-04-30,31.1,Khwae Noi Bamrung Dan Dam
2023-04-30,61.43,Bhumibol Dam
2023-04-30,60.97,Mae Kuang Udom Thara Dam
2023-04-30,63.59,Mae Ngat Somboon Chon Dam
2023-04-30,33.91,Mae Mok Dam
2023-04-30,47.32,Sirikit Dam
2023-04-30,54.94,Kiew Lom Dam
2023-05-01,46.96,Kiew Kor Ma Dam
2023-05-01,30.78,Khwae Noi Bamrung Dan Dam
2023-05-01,61.22,Bhumibol Dam
2023-05-01,60.9,Mae Kuang Udom Thara Dam
2023-05-01,63.28,Mae Ngat Somboon Chon Dam
2023-05-01,33.87,Mae Mok Dam
2023-05-01,47.09,Sirikit Dam
2023-05-01,53.72,Kiew Lom Dam
2023-05-02,46.96,Kiew Kor Ma Dam
2023-05-02,30.35,Khwae Noi Bamrung Dan Dam
2023-05-02,60.98,Bhumibol Dam
2023-05-02,60.82,Mae Kuang Udom Thara Dam
2023-05-02,63.14,Mae Ngat Somboon Chon Dam
2023-05-02,33.83,Mae Mok Dam
2023-05-02,46.92,Sirikit Dam
2023-05-02,52.59,Kiew Lom Dam
2023-05-03,46.96,Kiew Kor Ma Dam
2023-05-03,30.03,Khwae Noi Bamrung Dan Dam
2023-05-03,60.73,Bhumibol Dam
2023-05-03,60.74,Mae Kuang Udom Thara Dam
2023-05-03,63.02,Mae Ngat Somboon Chon Dam
2023-05-03,33.79,Mae Mok Dam
2023-05-03,46.7,Sirikit Dam
2023-05-03,51.56,Kiew Lom Dam
2023-05-04,46.96,Kiew Kor Ma Dam
2023-05-04,29.61,Khwae Noi Bamrung Dan Dam
2023-05-04,60.5,Bhumibol Dam
2023-05-04,60.74,Mae Kuang Udom Thara Dam
2023-05-04,62.68,Mae Ngat Somboon Chon Dam
2023-05-04,33.75,Mae Mok Dam
2023-05-04,46.55,Sirikit Dam
2023-05-04,50.97,Kiew Lom Dam
2023-05-05,46.96,Kiew Kor Ma Dam
2023-05-05,29.29,Khwae Noi Bamrung Dan Dam
2023-05-05,60.27,Bhumibol Dam
2023-05-05,60.71,Mae Kuang Udom Thara Dam
2023-05-05,62.15,Mae Ngat Somboon Chon Dam
2023-05-05,33.71,Mae Mok Dam
2023-05-05,46.38,Sirikit Dam
2023-05-05,50.97,Kiew Lom Dam
2023-05-06,46.86,Kiew Kor Ma Dam
2023-05-06,28.86,Khwae Noi Bamrung Dan Dam
2023-05-06,60.05,Bhumibol Dam
2023-05-06,60.69,Mae Kuang Udom Thara Dam
2023-05-06,61.75,Mae Ngat Somboon Chon Dam
2023-05-06,33.67,Mae Mok Dam
2023-05-06,46.23,Sirikit Dam
2023-05-06,50.97,Kiew Lom Dam
2023-05-07,46.86,Kiew Kor Ma Dam
2023-05-07,28.54,Khwae Noi Bamrung Dan Dam
2023-05-07,59.81,Bhumibol Dam
2023-05-07,60.68,Mae Kuang Udom Thara Dam
2023-05-07,61.38,Mae Ngat Somboon Chon Dam
2023-05-07,33.63,Mae Mok Dam
2023-05-07,46.06,Sirikit Dam
2023-05-07,51.05,Kiew Lom Dam
2023-05-08,46.81,Kiew Kor Ma Dam
2023-05-08,28.12,Khwae Noi Bamrung Dan Dam
2023-05-08,59.56,Bhumibol Dam
2023-05-08,60.66,Mae Kuang Udom Thara Dam
2023-05-08,61.12,Mae Ngat Somboon Chon Dam
2023-05-08,33.59,Mae Mok Dam
2023-05-08,45.91,Sirikit Dam
2023-05-08,51.05,Kiew Lom Dam
2023-05-09,46.81,Kiew Kor Ma Dam
2023-05-09,27.8,Khwae Noi Bamrung Dan Dam
2023-05-09,59.3,Bhumibol Dam
2023-05-09,60.84,Mae Kuang Udom Thara Dam
2023-05-09,61.03,Mae Ngat Somboon Chon Dam
2023-05-09,33.55,Mae Mok Dam
2023-05-09,45.75,Sirikit Dam
2023-05-09,51.27,Kiew Lom Dam
2023-05-10,46.91,Kiew Kor Ma Dam
2023-05-10,27.37,Khwae Noi Bamrung Dan Dam
2023-05-10,59.06,Bhumibol Dam
2023-05-10,60.9,Mae Kuang Udom Thara Dam
2023-05-10,60.91,Mae Ngat Somboon Chon Dam
2023-05-10,33.5,Mae Mok Dam
2023-05-10,45.6,Sirikit Dam
2023-05-10,51.41,Kiew Lom Dam
2023-05-11,47.05,Kiew Kor Ma Dam
2023-05-11,27.05,Khwae Noi Bamrung Dan Dam
2023-05-11,58.89,Bhumibol Dam
2023-05-11,60.92,Mae Kuang Udom Thara Dam
2023-05-11,60.78,Mae Ngat Somboon Chon Dam
2023-05-11,33.46,Mae Mok Dam
2023-05-11,45.48,Sirikit Dam
2023-05-11,51.66,Kiew Lom Dam
2023-05-12,47.21,Kiew Kor Ma Dam
2023-05-12,26.62,Khwae Noi Bamrung Dan Dam
2023-05-12,58.73,Bhumibol Dam
2023-05-12,60.92,Mae Kuang Udom Thara Dam
2023-05-12,60.65,Mae Ngat Somboon Chon Dam
2023-05-12,33.42,Mae Mok Dam
2023-05-12,45.33,Sirikit Dam
2023-05-12,51.81,Kiew Lom Dam
2023-05-13,47.55,Kiew Kor Ma Dam
2023-05-13,26.3,Khwae Noi Bamrung Dan Dam
2023-05-13,58.54,Bhumibol Dam
2023-05-13,61.12,Mae Kuang Udom Thara Dam
2023-05-13,60.8,Mae Ngat Somboon Chon Dam
2023-05-13,33.14,Mae Mok Dam
2023-05-13,45.21,Sirikit Dam
2023-05-13,52.3,Kiew Lom Dam
2023-05-14,48.28,Kiew Kor Ma Dam
2023-05-14,25.99,Khwae Noi Bamrung Dan Dam
2023-05-14,58.39,Bhumibol Dam
2023-05-14,61.3,Mae Kuang Udom Thara Dam
2023-05-14,61.33,Mae Ngat Somboon Chon Dam
2023-05-14,33.14,Mae Mok Dam
2023-05-14,45.05,Sirikit Dam
2023-05-14,53.47,Kiew Lom Dam
2023-05-15,48.78,Kiew Kor Ma Dam
2023-05-15,25.67,Khwae Noi Bamrung Dan Dam
2023-05-15,58.28,Bhumibol Dam
2023-05-15,61.39,Mae Kuang Udom Thara Dam
2023-05-15,62.08,Mae Ngat Somboon Chon Dam
2023-05-15,32.97,Mae Mok Dam
2023-05-15,44.94,Sirikit Dam
2023-05-15,54.85,Kiew Lom Dam
2023-05-16,49.22,Kiew Kor Ma Dam
2023-05-16,25.67,Khwae Noi Bamrung Dan Dam
2023-05-16,58.3,Bhumibol Dam
2023-05-16,61.43,Mae Kuang Udom Thara Dam
2023-05-16,62.43,Mae Ngat Somboon Chon Dam
2023-05-16,32.97,Mae Mok Dam
2023-05-16,44.85,Sirikit Dam
2023-05-16,55.64,Kiew Lom Dam
2023-05-17,49.42,Kiew Kor Ma Dam
2023-05-17,25.56,Khwae Noi Bamrung Dan Dam
2023-05-17,58.24,Bhumibol Dam
2023-05-17,61.5,Mae Kuang Udom Thara Dam
2023-05-17,62.62,Mae Ngat Somboon Chon Dam
2023-05-17,32.97,Mae Mok Dam
2023-05-17,44.74,Sirikit Dam
2023-05-17,56.22,Kiew Lom Dam
2023-05-18,49.61,Kiew Kor Ma Dam
2023-05-18,25.45,Khwae Noi Bamrung Dan Dam
2023-05-18,58.14,Bhumibol Dam
2023-05-18,61.51,Mae Kuang Udom Thara Dam
2023-05-18,62.77,Mae Ngat Somboon Chon Dam
2023-05-18,32.93,Mae Mok Dam
2023-05-18,44.64,Sirikit Dam
2023-05-18,56.47,Kiew Lom Dam
2023-05-19,49.71,Kiew Kor Ma Dam
2023-05-19,25.24,Khwae Noi Bamrung Dan Dam
2023-05-19,57.97,Bhumibol Dam
2023-05-19,61.52,Mae Kuang Udom Thara Dam
2023-05-19,62.86,Mae Ngat Somboon Chon Dam
2023-05-19,32.89,Mae Mok Dam
2023-05-19,44.51,Sirikit Dam
2023-05-19,56.91,Kiew Lom Dam
2023-05-20,49.76,Kiew Kor Ma Dam
2023-05-20,25.03,Khwae Noi Bamrung Dan Dam
2023-05-20,57.79,Bhumibol Dam
2023-05-20,61.51,Mae Kuang Udom Thara Dam
2023-05-20,62.92,Mae Ngat Somboon Chon Dam
2023-05-20,32.85,Mae Mok Dam
2023-05-20,44.38,Sirikit Dam
2023-05-20,57.01,Kiew Lom Dam
2023-05-21,49.91,Kiew Kor Ma Dam
2023-05-21,24.81,Khwae Noi Bamrung Dan Dam
2023-05-21,57.62,Bhumibol Dam
2023-05-21,61.5,Mae Kuang Udom Thara Dam
2023-05-21,62.95,Mae Ngat Somboon Chon Dam
2023-05-21,32.85,Mae Mok Dam
2023-05-21,44.26,Sirikit Dam
2023-05-21,57.2,Kiew Lom Dam
2023-05-22,49.91,Kiew Kor Ma Dam
2023-05-22,24.71,Khwae Noi Bamrung Dan Dam
2023-05-22,57.42,Bhumibol Dam
2023-05-22,61.49,Mae Kuang Udom Thara Dam
2023-05-22,62.95,Mae Ngat Somboon Chon Dam
2023-05-22,32.81,Mae Mok Dam
2023-05-22,44.12,Sirikit Dam
2023-05-22,57.4,Kiew Lom Dam
2023-05-23,49.91,Kiew Kor Ma Dam
2023-05-23,24.49,Khwae Noi Bamrung Dan Dam
2023-05-23,57.2,Bhumibol Dam
