Date,Water volume in dams (by %),Name of dam
2022-03-13,48.58,Bhumibol Dam
2022-03-13,42.37,Sirikit Dam
2022-03-13,38.52,Mae Ngat Somboon Chon Dam
2022-03-13,32.92,Mae Kuang Udom Thara Dam
2022-03-13,68.34,Kiew Lom Dam
2022-03-13,64.09,Kiew Kor Ma Dam
2022-03-13,64.11,Khwae Noi Bamrung Dan Dam
2022-03-13,53.64,Mae Mok Dam
2022-03-14,48.46,Bhumibol Dam
2022-03-14,42.26,Sirikit Dam
2022-03-14,38.48,Mae Ngat Somboon Chon Dam
2022-03-14,32.92,Mae Kuang Udom Thara Dam
2022-03-14,68.79,Kiew Lom Dam
2022-03-14,63.93,Kiew Kor Ma Dam
2022-03-14,63.79,Khwae Noi Bamrung Dan Dam
2022-03-14,53.64,Mae Mok Dam
2022-03-15,48.34,Bhumibol Dam
2022-03-15,42.16,Sirikit Dam
2022-03-15,38.41,Mae Ngat Somboon Chon Dam
2022-03-15,32.92,Mae Kuang Udom Thara Dam
2022-03-15,68.68,Kiew Lom Dam
2022-03-15,63.88,Kiew Kor Ma Dam
2022-03-15,63.47,Khwae Noi Bamrung Dan Dam
2022-03-15,52.73,Mae Mok Dam
2022-03-16,48.26,Bhumibol Dam
2022-03-16,42.05,Sirikit Dam
2022-03-16,38.34,Mae Ngat Somboon Chon Dam
2022-03-16,32.58,Mae Kuang Udom Thara Dam
2022-03-16,68.57,Kiew Lom Dam
2022-03-16,63.78,Kiew Kor Ma Dam
2022-03-16,63.15,Khwae Noi Bamrung Dan Dam
2022-03-16,52.73,Mae Mok Dam
2022-03-17,48.16,Bhumibol Dam
2022-03-17,41.96,Sirikit Dam
2022-03-17,38.26,Mae Ngat Somboon Chon Dam
2022-03-17,32.1,Mae Kuang Udom Thara Dam
2022-03-17,68.4,Kiew Lom Dam
2022-03-17,63.62,Kiew Kor Ma Dam
2022-03-17,62.83,Khwae Noi Bamrung Dan Dam
2022-03-17,51.82,Mae Mok Dam
2022-03-18,48.05,Bhumibol Dam
2022-03-18,41.85,Sirikit Dam
2022-03-18,38.19,Mae Ngat Somboon Chon Dam
2022-03-18,31.66,Mae Kuang Udom Thara Dam
2022-03-18,68,Kiew Lom Dam
2022-03-18,63.56,Kiew Kor Ma Dam
2022-03-18,62.51,Khwae Noi Bamrung Dan Dam
2022-03-18,51.82,Mae Mok Dam
2022-03-19,47.97,Bhumibol Dam
2022-03-19,41.77,Sirikit Dam
2022-03-19,37.86,Mae Ngat Somboon Chon Dam
2022-03-19,31.57,Mae Kuang Udom Thara Dam
2022-03-19,67.55,Kiew Lom Dam
2022-03-19,63.56,Kiew Kor Ma Dam
2022-03-19,62.12,Khwae Noi Bamrung Dan Dam
2022-03-19,50.95,Mae Mok Dam
2022-03-20,47.86,Bhumibol Dam
2022-03-20,41.68,Sirikit Dam
2022-03-20,37.6,Mae Ngat Somboon Chon Dam
2022-03-20,31.53,Mae Kuang Udom Thara Dam
2022-03-20,67.22,Kiew Lom Dam
2022-03-20,63.56,Kiew Kor Ma Dam
2022-03-20,61.66,Khwae Noi Bamrung Dan Dam
2022-03-20,50,Mae Mok Dam
2022-03-21,47.77,Bhumibol Dam
2022-03-21,41.6,Sirikit Dam
2022-03-21,37.55,Mae Ngat Somboon Chon Dam
2022-03-21,31.5,Mae Kuang Udom Thara Dam
2022-03-21,66.65,Kiew Lom Dam
2022-03-21,63.56,Kiew Kor Ma Dam
2022-03-21,61.02,Khwae Noi Bamrung Dan Dam
2022-03-21,50,Mae Mok Dam
2022-03-22,47.67,Bhumibol Dam
2022-03-22,41.51,Sirikit Dam
2022-03-22,37.48,Mae Ngat Somboon Chon Dam
2022-03-22,31.46,Mae Kuang Udom Thara Dam
2022-03-22,65.64,Kiew Lom Dam
2022-03-22,63.56,Kiew Kor Ma Dam
2022-03-22,60.28,Khwae Noi Bamrung Dan Dam
2022-03-22,50,Mae Mok Dam
2022-03-23,47.55,Bhumibol Dam
2022-03-23,41.43,Sirikit Dam
2022-03-23,37.42,Mae Ngat Somboon Chon Dam
2022-03-23,31.43,Mae Kuang Udom Thara Dam
2022-03-23,64.73,Kiew Lom Dam
2022-03-23,63.72,Kiew Kor Ma Dam
2022-03-23,59.64,Khwae Noi Bamrung Dan Dam
2022-03-23,49.09,Mae Mok Dam
2022-03-24,47.41,Bhumibol Dam
2022-03-24,41.35,Sirikit Dam
2022-03-24,37.35,Mae Ngat Somboon Chon Dam
2022-03-24,31.4,Mae Kuang Udom Thara Dam
2022-03-24,63.39,Kiew Lom Dam
2022-03-24,63.88,Kiew Kor Ma Dam
2022-03-24,58.89,Khwae Noi Bamrung Dan Dam
2022-03-24,49.09,Mae Mok Dam
2022-03-25,47.3,Bhumibol Dam
2022-03-25,41.26,Sirikit Dam
2022-03-25,37.26,Mae Ngat Somboon Chon Dam
2022-03-25,31.36,Mae Kuang Udom Thara Dam
2022-03-25,62.14,Kiew Lom Dam
2022-03-25,63.93,Kiew Kor Ma Dam
2022-03-25,58.25,Khwae Noi Bamrung Dan Dam
2022-03-25,49.09,Mae Mok Dam
2022-03-26,47.18,Bhumibol Dam
2022-03-26,41.18,Sirikit Dam
2022-03-26,36.86,Mae Ngat Somboon Chon Dam
2022-03-26,31.33,Mae Kuang Udom Thara Dam
2022-03-26,60.84,Kiew Lom Dam
2022-03-26,63.88,Kiew Kor Ma Dam
2022-03-26,57.83,Khwae Noi Bamrung Dan Dam
2022-03-26,49.09,Mae Mok Dam
2022-03-27,47.09,Bhumibol Dam
2022-03-27,41.11,Sirikit Dam
2022-03-27,36.53,Mae Ngat Somboon Chon Dam
2022-03-27,31.3,Mae Kuang Udom Thara Dam
2022-03-27,60.05,Kiew Lom Dam
2022-03-27,63.88,Kiew Kor Ma Dam
2022-03-27,57.38,Khwae Noi Bamrung Dan Dam
2022-03-27,48.27,Mae Mok Dam
2022-03-28,46.97,Bhumibol Dam
2022-03-28,41.03,Sirikit Dam
2022-03-28,36.47,Mae Ngat Somboon Chon Dam
2022-03-28,31.26,Mae Kuang Udom Thara Dam
2022-03-28,59.17,Kiew Lom Dam
2022-03-28,63.78,Kiew Kor Ma Dam
2022-03-28,56.87,Khwae Noi Bamrung Dan Dam
2022-03-28,48.18,Mae Mok Dam
2022-03-29,46.87,Bhumibol Dam
2022-03-29,40.95,Sirikit Dam
2022-03-29,36.38,Mae Ngat Somboon Chon Dam
2022-03-29,31.25,Mae Kuang Udom Thara Dam
2022-03-29,58.28,Kiew Lom Dam
2022-03-29,64.09,Kiew Kor Ma Dam
2022-03-29,56.46,Khwae Noi Bamrung Dan Dam
2022-03-29,48.18,Mae Mok Dam
2022-03-30,46.75,Bhumibol Dam
2022-03-30,40.87,Sirikit Dam
2022-03-30,36.29,Mae Ngat Somboon Chon Dam
2022-03-30,31.26,Mae Kuang Udom Thara Dam
2022-03-30,57.68,Kiew Lom Dam
2022-03-30,64.4,Kiew Kor Ma Dam
2022-03-30,56.02,Khwae Noi Bamrung Dan Dam
2022-03-30,48.18,Mae Mok Dam
2022-03-31,46.63,Bhumibol Dam
2022-03-31,40.81,Sirikit Dam
2022-03-31,36.2,Mae Ngat Somboon Chon Dam
2022-03-31,31.26,Mae Kuang Udom Thara Dam
2022-03-31,57.11,Kiew Lom Dam
2022-03-31,64.61,Kiew Kor Ma Dam
2022-03-31,55.59,Khwae Noi Bamrung Dan Dam
2022-03-31,48.18,Mae Mok Dam
2022-04-01,46.52,Bhumibol Dam
2022-04-01,40.76,Sirikit Dam
2022-04-01,36.11,Mae Ngat Somboon Chon Dam
2022-04-01,31.3,Mae Kuang Udom Thara Dam
2022-04-01,56.82,Kiew Lom Dam
2022-04-01,64.61,Kiew Kor Ma Dam
2022-04-01,55.06,Khwae Noi Bamrung Dan Dam
2022-04-01,47.27,Mae Mok Dam
2022-04-02,46.4,Bhumibol Dam
2022-04-02,40.7,Sirikit Dam
2022-04-02,35.68,Mae Ngat Somboon Chon Dam
2022-04-02,31.36,Mae Kuang Udom Thara Dam
2022-04-02,56.52,Kiew Lom Dam
2022-04-02,64.61,Kiew Kor Ma Dam
2022-04-02,54.63,Khwae Noi Bamrung Dan Dam
2022-04-02,47.27,Mae Mok Dam
2022-04-03,46.29,Bhumibol Dam
2022-04-03,40.66,Sirikit Dam
2022-04-03,35.92,Mae Ngat Somboon Chon Dam
2022-04-03,31.42,Mae Kuang Udom Thara Dam
2022-04-03,56.22,Kiew Lom Dam
2022-04-03,64.61,Kiew Kor Ma Dam
2022-04-03,54.31,Khwae Noi Bamrung Dan Dam
2022-04-03,47.27,Mae Mok Dam
2022-04-04,46.19,Bhumibol Dam
2022-04-04,40.61,Sirikit Dam
2022-04-04,36,Mae Ngat Somboon Chon Dam
2022-04-04,31.48,Mae Kuang Udom Thara Dam
2022-04-04,55.83,Kiew Lom Dam
2022-04-04,64.61,Kiew Kor Ma Dam
2022-04-04,53.89,Khwae Noi Bamrung Dan Dam
2022-04-04,47.27,Mae Mok Dam
2022-04-05,46.09,Bhumibol Dam
2022-04-05,40.55,Sirikit Dam
2022-04-05,36.02,Mae Ngat Somboon Chon Dam
2022-04-05,31.52,Mae Kuang Udom Thara Dam
2022-04-05,55.24,Kiew Lom Dam
2022-04-05,64.66,Kiew Kor Ma Dam
2022-04-05,53.14,Khwae Noi Bamrung Dan Dam
2022-04-05,47.27,Mae Mok Dam
2022-04-06,46,Bhumibol Dam
2022-04-06,40.47,Sirikit Dam
2022-04-06,35.98,Mae Ngat Somboon Chon Dam
2022-04-06,31.56,Mae Kuang Udom Thara Dam
2022-04-06,54.56,Kiew Lom Dam
2022-04-06,64.71,Kiew Kor Ma Dam
2022-04-06,52.4,Khwae Noi Bamrung Dan Dam
2022-04-06,46.36,Mae Mok Dam
2022-04-07,45.92,Bhumibol Dam
2022-04-07,40.41,Sirikit Dam
2022-04-07,35.95,Mae Ngat Somboon Chon Dam
2022-04-07,31.58,Mae Kuang Udom Thara Dam
2022-04-07,53.85,Kiew Lom Dam
2022-04-07,64.76,Kiew Kor Ma Dam
2022-04-07,51.65,Khwae Noi Bamrung Dan Dam
2022-04-07,46.36,Mae Mok Dam
2022-04-08,45.85,Bhumibol Dam
2022-04-08,40.35,Sirikit Dam
2022-04-08,35.94,Mae Ngat Somboon Chon Dam
2022-04-08,31.59,Mae Kuang Udom Thara Dam
2022-04-08,53.73,Kiew Lom Dam
2022-04-08,64.76,Kiew Kor Ma Dam
2022-04-08,50.8,Khwae Noi Bamrung Dan Dam
2022-04-08,46.36,Mae Mok Dam
2022-04-09,45.84,Bhumibol Dam
2022-04-09,40.28,Sirikit Dam
2022-04-09,35.94,Mae Ngat Somboon Chon Dam
2022-04-09,31.61,Mae Kuang Udom Thara Dam
2022-04-09,53.67,Kiew Lom Dam
2022-04-09,64.81,Kiew Kor Ma Dam
2022-04-09,50.05,Khwae Noi Bamrung Dan Dam
2022-04-09,46.36,Mae Mok Dam
2022-04-10,45.84,Bhumibol Dam
2022-04-10,40.21,Sirikit Dam
2022-04-10,35.96,Mae Ngat Somboon Chon Dam
2022-04-10,31.62,Mae Kuang Udom Thara Dam
2022-04-10,53.43,Kiew Lom Dam
2022-04-10,64.71,Kiew Kor Ma Dam
2022-04-10,49.2,Khwae Noi Bamrung Dan Dam
2022-04-10,46.36,Mae Mok Dam
2022-04-11,45.83,Bhumibol Dam
2022-04-11,40.15,Sirikit Dam
2022-04-11,35.92,Mae Ngat Somboon Chon Dam
2022-04-11,31.62,Mae Kuang Udom Thara Dam
2022-04-11,53.1,Kiew Lom Dam
2022-04-11,64.4,Kiew Kor Ma Dam
2022-04-11,48.24,Khwae Noi Bamrung Dan Dam
2022-04-11,46.36,Mae Mok Dam
2022-04-12,45.71,Bhumibol Dam
2022-04-12,40.08,Sirikit Dam
2022-04-12,35.86,Mae Ngat Somboon Chon Dam
2022-04-12,31.63,Mae Kuang Udom Thara Dam
2022-04-12,52.19,Kiew Lom Dam
2022-04-12,63.31,Kiew Kor Ma Dam
2022-04-12,47.39,Khwae Noi Bamrung Dan Dam
2022-04-12,46.36,Mae Mok Dam
2022-04-13,45.59,Bhumibol Dam
2022-04-13,40.02,Sirikit Dam
2022-04-13,35.66,Mae Ngat Somboon Chon Dam
2022-04-13,31.63,Mae Kuang Udom Thara Dam
2022-04-13,52.3,Kiew Lom Dam
2022-04-13,62.22,Kiew Kor Ma Dam
2022-04-13,46.54,Khwae Noi Bamrung Dan Dam
2022-04-13,46.36,Mae Mok Dam
2022-04-14,45.43,Bhumibol Dam
2022-04-14,39.95,Sirikit Dam
2022-04-14,35.35,Mae Ngat Somboon Chon Dam
2022-04-14,31.63,Mae Kuang Udom Thara Dam
2022-04-14,52.59,Kiew Lom Dam
2022-04-14,61.08,Kiew Kor Ma Dam
2022-04-14,45.69,Khwae Noi Bamrung Dan Dam
2022-04-14,46.36,Mae Mok Dam
2022-04-15,45.27,Bhumibol Dam
2022-04-15,39.87,Sirikit Dam
2022-04-15,35.03,Mae Ngat Somboon Chon Dam
2022-04-15,31.62,Mae Kuang Udom Thara Dam
2022-04-15,53.1,Kiew Lom Dam
2022-04-15,60.07,Kiew Kor Ma Dam
2022-04-15,45.15,Khwae Noi Bamrung Dan Dam
2022-04-15,45.45,Mae Mok Dam
2022-04-16,45.11,Bhumibol Dam
2022-04-16,39.79,Sirikit Dam
2022-04-16,34.88,Mae Ngat Somboon Chon Dam
2022-04-16,31.62,Mae Kuang Udom Thara Dam
2022-04-16,53.96,Kiew Lom Dam
2022-04-16,59.09,Kiew Kor Ma Dam
2022-04-16,44.94,Khwae Noi Bamrung Dan Dam
2022-04-16,45.45,Mae Mok Dam
2022-04-17,44.97,Bhumibol Dam
2022-04-17,39.71,Sirikit Dam
2022-04-17,34.89,Mae Ngat Somboon Chon Dam
2022-04-17,31.61,Mae Kuang Udom Thara Dam
2022-04-17,54.75,Kiew Lom Dam
2022-04-17,58.19,Kiew Kor Ma Dam
2022-04-17,44.62,Khwae Noi Bamrung Dan Dam
2022-04-17,45.45,Mae Mok Dam
2022-04-18,44.82,Bhumibol Dam
2022-04-18,39.62,Sirikit Dam
2022-04-18,34.83,Mae Ngat Somboon Chon Dam
2022-04-18,31.6,Mae Kuang Udom Thara Dam
2022-04-18,55.34,Kiew Lom Dam
2022-04-18,57.31,Kiew Kor Ma Dam
2022-04-18,44.3,Khwae Noi Bamrung Dan Dam
2022-04-18,45.45,Mae Mok Dam
2022-04-19,44.67,Bhumibol Dam
2022-04-19,39.55,Sirikit Dam
2022-04-19,34.79,Mae Ngat Somboon Chon Dam
2022-04-19,31.73,Mae Kuang Udom Thara Dam
2022-04-19,56.13,Kiew Lom Dam
2022-04-19,56.72,Kiew Kor Ma Dam
2022-04-19,43.98,Khwae Noi Bamrung Dan Dam
2022-04-19,45.45,Mae Mok Dam
2022-04-20,44.53,Bhumibol Dam
2022-04-20,39.48,Sirikit Dam
2022-04-20,34.73,Mae Ngat Somboon Chon Dam
2022-04-20,31.77,Mae Kuang Udom Thara Dam
2022-04-20,57.2,Kiew Lom Dam
2022-04-20,56.59,Kiew Kor Ma Dam
2022-04-20,43.66,Khwae Noi Bamrung Dan Dam
2022-04-20,45.45,Mae Mok Dam
2022-04-21,44.38,Bhumibol Dam
2022-04-21,39.41,Sirikit Dam
2022-04-21,34.67,Mae Ngat Somboon Chon Dam
2022-04-21,31.78,Mae Kuang Udom Thara Dam
2022-04-21,58.19,Kiew Lom Dam
2022-04-21,56.41,Kiew Kor Ma Dam
2022-04-21,43.45,Khwae Noi Bamrung Dan Dam
2022-04-21,45.45,Mae Mok Dam
2022-04-22,44.22,Bhumibol Dam
2022-04-22,39.37,Sirikit Dam
2022-04-22,34.61,Mae Ngat Somboon Chon Dam
2022-04-22,31.79,Mae Kuang Udom Thara Dam
2022-04-22,59.27,Kiew Lom Dam
2022-04-22,56.28,Kiew Kor Ma Dam
2022-04-22,43.13,Khwae Noi Bamrung Dan Dam
2022-04-22,45.45,Mae Mok Dam
2022-04-23,44.08,Bhumibol Dam
2022-04-23,39.34,Sirikit Dam
2022-04-23,34.6,Mae Ngat Somboon Chon Dam
2022-04-23,31.79,Mae Kuang Udom Thara Dam
2022-04-23,59.58,Kiew Lom Dam
2022-04-23,56.45,Kiew Kor Ma Dam
2022-04-23,42.81,Khwae Noi Bamrung Dan Dam
2022-04-23,45.45,Mae Mok Dam
2022-04-24,43.93,Bhumibol Dam
2022-04-24,39.31,Sirikit Dam
2022-04-24,34.63,Mae Ngat Somboon Chon Dam
2022-04-24,31.79,Mae Kuang Udom Thara Dam
2022-04-24,59.22,Kiew Lom Dam
2022-04-24,56.59,Kiew Kor Ma Dam
2022-04-24,42.6,Khwae Noi Bamrung Dan Dam
2022-04-24,45.45,Mae Mok Dam
2022-04-25,43.78,Bhumibol Dam
2022-04-25,39.25,Sirikit Dam
2022-04-25,34.6,Mae Ngat Somboon Chon Dam
2022-04-25,31.79,Mae Kuang Udom Thara Dam
2022-04-25,58.75,Kiew Lom Dam
2022-04-25,56.68,Kiew Kor Ma Dam
2022-04-25,42.39,Khwae Noi Bamrung Dan Dam
2022-04-25,45.45,Mae Mok Dam
2022-04-26,43.66,Bhumibol Dam
2022-04-26,39.19,Sirikit Dam
2022-04-26,34.52,Mae Ngat Somboon Chon Dam
2022-04-26,31.79,Mae Kuang Udom Thara Dam
2022-04-26,58.1,Kiew Lom Dam
2022-04-26,56.72,Kiew Kor Ma Dam
2022-04-26,42.07,Khwae Noi Bamrung Dan Dam
2022-04-26,45.45,Mae Mok Dam
2022-04-27,43.51,Bhumibol Dam
2022-04-27,39.13,Sirikit Dam
2022-04-27,34.46,Mae Ngat Somboon Chon Dam
2022-04-27,31.78,Mae Kuang Udom Thara Dam
2022-04-27,57.31,Kiew Lom Dam
2022-04-27,56.86,Kiew Kor Ma Dam
2022-04-27,41.85,Khwae Noi Bamrung Dan Dam
2022-04-27,44.55,Mae Mok Dam
2022-04-28,43.39,Bhumibol Dam
2022-04-28,39.07,Sirikit Dam
2022-04-28,34.39,Mae Ngat Somboon Chon Dam
2022-04-28,31.62,Mae Kuang Udom Thara Dam
2022-04-28,56.69,Kiew Lom Dam
2022-04-28,56.86,Kiew Kor Ma Dam
2022-04-28,41.53,Khwae Noi Bamrung Dan Dam
2022-04-28,44.55,Mae Mok Dam
2022-04-29,43.28,Bhumibol Dam
2022-04-29,39.03,Sirikit Dam
2022-04-29,34.32,Mae Ngat Somboon Chon Dam
2022-04-29,31.37,Mae Kuang Udom Thara Dam
2022-04-29,56.13,Kiew Lom Dam
2022-04-29,56.95,Kiew Kor Ma Dam
2022-04-29,41.21,Khwae Noi Bamrung Dan Dam
2022-04-29,44.55,Mae Mok Dam
2022-04-30,43.16,Bhumibol Dam
2022-04-30,38.97,Sirikit Dam
2022-04-30,34.08,Mae Ngat Somboon Chon Dam
2022-04-30,31.14,Mae Kuang Udom Thara Dam
2022-04-30,55.64,Kiew Lom Dam
2022-04-30,56.95,Kiew Kor Ma Dam
2022-04-30,41,Khwae Noi Bamrung Dan Dam
2022-04-30,44.55,Mae Mok Dam
2022-05-01,43.02,Bhumibol Dam
2022-05-01,38.93,Sirikit Dam
2022-05-01,34.09,Mae Ngat Somboon Chon Dam
2022-05-01,31.05,Mae Kuang Udom Thara Dam
2022-05-01,55.78,Kiew Lom Dam
2022-05-01,57.04,Kiew Kor Ma Dam
2022-05-01,40.79,Khwae Noi Bamrung Dan Dam
2022-05-01,44.55,Mae Mok Dam
2022-05-02,42.89,Bhumibol Dam
2022-05-02,38.89,Sirikit Dam
2022-05-02,34.14,Mae Ngat Somboon Chon Dam
2022-05-02,30.88,Mae Kuang Udom Thara Dam
2022-05-02,55.98,Kiew Lom Dam
2022-05-02,57.08,Kiew Kor Ma Dam
2022-05-02,40.58,Khwae Noi Bamrung Dan Dam
2022-05-02,44.55,Mae Mok Dam
2022-05-03,42.78,Bhumibol Dam
2022-05-03,38.79,Sirikit Dam
2022-05-03,34.13,Mae Ngat Somboon Chon Dam
2022-05-03,30.74,Mae Kuang Udom Thara Dam
2022-05-03,56.33,Kiew Lom Dam
2022-05-03,57.12,Kiew Kor Ma Dam
2022-05-03,40.26,Khwae Noi Bamrung Dan Dam
2022-05-03,44.55,Mae Mok Dam
2022-05-04,42.65,Bhumibol Dam
2022-05-04,38.71,Sirikit Dam
2022-05-04,34.11,Mae Ngat Somboon Chon Dam
2022-05-04,30.61,Mae Kuang Udom Thara Dam
2022-05-04,56.67,Kiew Lom Dam
2022-05-04,57.12,Kiew Kor Ma Dam
2022-05-04,39.94,Khwae Noi Bamrung Dan Dam
2022-05-04,44.67,Mae Mok Dam
2022-05-05,42.5,Bhumibol Dam
2022-05-05,38.63,Sirikit Dam
2022-05-05,34.08,Mae Ngat Somboon Chon Dam
2022-05-05,30.59,Mae Kuang Udom Thara Dam
2022-05-05,56.82,Kiew Lom Dam
2022-05-05,57.17,Kiew Kor Ma Dam
2022-05-05,39.72,Khwae Noi Bamrung Dan Dam
2022-05-05,44.55,Mae Mok Dam
2022-05-06,42.34,Bhumibol Dam
2022-05-06,38.55,Sirikit Dam
2022-05-06,34.04,Mae Ngat Somboon Chon Dam
2022-05-06,30.56,Mae Kuang Udom Thara Dam
2022-05-06,56.91,Kiew Lom Dam
2022-05-06,57.17,Kiew Kor Ma Dam
2022-05-06,39.51,Khwae Noi Bamrung Dan Dam
2022-05-06,44.55,Mae Mok Dam
2022-05-07,42.18,Bhumibol Dam
2022-05-07,38.48,Sirikit Dam
2022-05-07,34.15,Mae Ngat Somboon Chon Dam
2022-05-07,30.54,Mae Kuang Udom Thara Dam
2022-05-07,57.15,Kiew Lom Dam
2022-05-07,57.21,Kiew Kor Ma Dam
2022-05-07,39.3,Khwae Noi Bamrung Dan Dam
2022-05-07,44.55,Mae Mok Dam
2022-05-08,42.04,Bhumibol Dam
2022-05-08,38.39,Sirikit Dam
2022-05-08,34.28,Mae Ngat Somboon Chon Dam
2022-05-08,30.56,Mae Kuang Udom Thara Dam
2022-05-08,57.5,Kiew Lom Dam
2022-05-08,57.35,Kiew Kor Ma Dam
2022-05-08,39.19,Khwae Noi Bamrung Dan Dam
2022-05-08,44.55,Mae Mok Dam
2022-05-09,41.89,Bhumibol Dam
2022-05-09,38.33,Sirikit Dam
2022-05-09,34.4,Mae Ngat Somboon Chon Dam
2022-05-09,30.62,Mae Kuang Udom Thara Dam
2022-05-09,57.7,Kiew Lom Dam
2022-05-09,57.48,Kiew Kor Ma Dam
2022-05-09,38.98,Khwae Noi Bamrung Dan Dam
2022-05-09,44.55,Mae Mok Dam
2022-05-10,41.74,Bhumibol Dam
2022-05-10,38.32,Sirikit Dam
2022-05-10,34.44,Mae Ngat Somboon Chon Dam
2022-05-10,30.66,Mae Kuang Udom Thara Dam
2022-05-10,58.09,Kiew Lom Dam
2022-05-10,57.57,Kiew Kor Ma Dam
2022-05-10,38.87,Khwae Noi Bamrung Dan Dam
2022-05-10,44.55,Mae Mok Dam
2022-05-11,41.64,Bhumibol Dam
2022-05-11,38.32,Sirikit Dam
2022-05-11,34.67,Mae Ngat Somboon Chon Dam
2022-05-11,30.79,Mae Kuang Udom Thara Dam
2022-05-11,58.23,Kiew Lom Dam
2022-05-11,57.62,Kiew Kor Ma Dam
2022-05-11,38.66,Khwae Noi Bamrung Dan Dam
2022-05-11,44.55,Mae Mok Dam
2022-05-12,41.54,Bhumibol Dam
2022-05-12,38.32,Sirikit Dam
2022-05-12,34.96,Mae Ngat Somboon Chon Dam
2022-05-12,30.99,Mae Kuang Udom Thara Dam
2022-05-12,58.29,Kiew Lom Dam
2022-05-12,57.75,Kiew Kor Ma Dam
2022-05-12,38.55,Khwae Noi Bamrung Dan Dam
2022-05-12,44.55,Mae Mok Dam
2022-05-13,41.49,Bhumibol Dam
2022-05-13,38.32,Sirikit Dam
2022-05-13,35.14,Mae Ngat Somboon Chon Dam
2022-05-13,31.09,Mae Kuang Udom Thara Dam
2022-05-13,58.48,Kiew Lom Dam
2022-05-13,57.84,Kiew Kor Ma Dam
2022-05-13,38.34,Khwae Noi Bamrung Dan Dam
2022-05-13,44.55,Mae Mok Dam
2022-05-14,41.45,Bhumibol Dam
2022-05-14,38.33,Sirikit Dam
2022-05-14,35.24,Mae Ngat Somboon Chon Dam
2022-05-14,31.14,Mae Kuang Udom Thara Dam
2022-05-14,58.71,Kiew Lom Dam
2022-05-14,57.93,Kiew Kor Ma Dam
2022-05-14,38.13,Khwae Noi Bamrung Dan Dam
2022-05-14,44.55,Mae Mok Dam
2022-05-15,41.41,Bhumibol Dam
2022-05-15,38.35,Sirikit Dam
2022-05-15,35.31,Mae Ngat Somboon Chon Dam
2022-05-15,31.19,Mae Kuang Udom Thara Dam
2022-05-15,58.94,Kiew Lom Dam
2022-05-15,57.97,Kiew Kor Ma Dam
2022-05-15,37.91,Khwae Noi Bamrung Dan Dam
2022-05-15,44.55,Mae Mok Dam
2022-05-16,41.38,Bhumibol Dam
2022-05-16,38.35,Sirikit Dam
2022-05-16,35.37,Mae Ngat Somboon Chon Dam
2022-05-16,31.2,Mae Kuang Udom Thara Dam
2022-05-16,59.11,Kiew Lom Dam
2022-05-16,58.02,Kiew Kor Ma Dam
2022-05-16,37.7,Khwae Noi Bamrung Dan Dam
2022-05-16,44.43,Mae Mok Dam
2022-05-17,41.33,Bhumibol Dam
2022-05-17,38.33,Sirikit Dam
2022-05-17,35.63,Mae Ngat Somboon Chon Dam
2022-05-17,31.25,Mae Kuang Udom Thara Dam
2022-05-17,59.76,Kiew Lom Dam
2022-05-17,58.64,Kiew Kor Ma Dam
2022-05-17,37.49,Khwae Noi Bamrung Dan Dam
2022-05-17,44.55,Mae Mok Dam
2022-05-18,41.3,Bhumibol Dam
2022-05-18,38.68,Sirikit Dam
2022-05-18,36.12,Mae Ngat Somboon Chon Dam
2022-05-18,31.34,Mae Kuang Udom Thara Dam
2022-05-18,62.37,Kiew Lom Dam
2022-05-18,59.54,Kiew Kor Ma Dam
2022-05-18,37.38,Khwae Noi Bamrung Dan Dam
2022-05-18,44.55,Mae Mok Dam
2022-05-19,41.38,Bhumibol Dam
2022-05-19,38.76,Sirikit Dam
2022-05-19,37.05,Mae Ngat Somboon Chon Dam
2022-05-19,31.48,Mae Kuang Udom Thara Dam
2022-05-19,65.07,Kiew Lom Dam
2022-05-19,59.98,Kiew Kor Ma Dam
2022-05-19,37.59,Khwae Noi Bamrung Dan Dam
2022-05-19,44.55,Mae Mok Dam
2022-05-20,41.44,Bhumibol Dam
2022-05-20,38.82,Sirikit Dam
2022-05-20,37.83,Mae Ngat Somboon Chon Dam
2022-05-20,31.53,Mae Kuang Udom Thara Dam
2022-05-20,66.15,Kiew Lom Dam
2022-05-20,60.07,Kiew Kor Ma Dam
2022-05-20,37.81,Khwae Noi Bamrung Dan Dam
2022-05-20,44.55,Mae Mok Dam
2022-05-21,41.54,Bhumibol Dam
2022-05-21,38.86,Sirikit Dam
2022-05-21,38.81,Mae Ngat Somboon Chon Dam
2022-05-21,31.95,Mae Kuang Udom Thara Dam
2022-05-21,68.68,Kiew Lom Dam
2022-05-21,61.18,Kiew Kor Ma Dam
2022-05-21,38.02,Khwae Noi Bamrung Dan Dam
2022-05-21,45.45,Mae Mok Dam
2022-05-22,41.89,Bhumibol Dam
2022-05-22,38.89,Sirikit Dam
2022-05-22,41.04,Mae Ngat Somboon Chon Dam
2022-05-22,34.3,Mae Kuang Udom Thara Dam
2022-05-22,74.36,Kiew Lom Dam
2022-05-22,64.92,Kiew Kor Ma Dam
2022-05-22,38.23,Khwae Noi Bamrung Dan Dam
2022-05-22,46.36,Mae Mok Dam
2022-05-23,42.73,Bhumibol Dam
2022-05-23,38.92,Sirikit Dam
2022-05-23,43.07,Mae Ngat Somboon Chon Dam
