Date,Water volume in dams (by %),Name of dam
2021-03-13,36.37,Bhumibol Dam
2021-03-13,45.69,Sirikit Dam
2021-03-13,42.7,Mae Ngat Somboon Chon Dam
2021-03-13,26.24,Mae Kuang Udom Thara Dam
2021-03-13,56.35,Kiew Lom Dam
2021-03-13,37.62,Kiew Kor Ma Dam
2021-03-13,35.54,Khwae Noi Bamrung Dan Dam
2021-03-13,35.8,Mae Mok Dam
2021-03-14,36.31,Bhumibol Dam
2021-03-14,45.53,Sirikit Dam
2021-03-14,42.68,Mae Ngat Somboon Chon Dam
2021-03-14,25.95,Mae Kuang Udom Thara Dam
2021-03-14,55.64,Kiew Lom Dam
2021-03-14,37.49,Kiew Kor Ma Dam
2021-03-14,35.49,Khwae Noi Bamrung Dan Dam
2021-03-14,35.72,Mae Mok Dam
2021-03-15,36.27,Bhumibol Dam
2021-03-15,45.35,Sirikit Dam
2021-03-15,42.63,Mae Ngat Somboon Chon Dam
2021-03-15,25.68,Mae Kuang Udom Thara Dam
2021-03-15,54.89,Kiew Lom Dam
2021-03-15,37.29,Kiew Kor Ma Dam
2021-03-15,35.44,Khwae Noi Bamrung Dan Dam
2021-03-15,35.72,Mae Mok Dam
2021-03-16,36.21,Bhumibol Dam
2021-03-16,45.17,Sirikit Dam
2021-03-16,42.53,Mae Ngat Somboon Chon Dam
2021-03-16,25.41,Mae Kuang Udom Thara Dam
2021-03-16,54.16,Kiew Lom Dam
2021-03-16,37.1,Kiew Kor Ma Dam
2021-03-16,35.41,Khwae Noi Bamrung Dan Dam
2021-03-16,35.64,Mae Mok Dam
2021-03-17,36.15,Bhumibol Dam
2021-03-17,44.99,Sirikit Dam
2021-03-17,42.42,Mae Ngat Somboon Chon Dam
2021-03-17,25.14,Mae Kuang Udom Thara Dam
2021-03-17,53.57,Kiew Lom Dam
2021-03-17,36.94,Kiew Kor Ma Dam
2021-03-17,35.39,Khwae Noi Bamrung Dan Dam
2021-03-17,35.55,Mae Mok Dam
2021-03-18,36.1,Bhumibol Dam
2021-03-18,44.82,Sirikit Dam
2021-03-18,42.32,Mae Ngat Somboon Chon Dam
2021-03-18,24.86,Mae Kuang Udom Thara Dam
2021-03-18,53.02,Kiew Lom Dam
2021-03-18,35.99,Kiew Kor Ma Dam
2021-03-18,35.26,Khwae Noi Bamrung Dan Dam
2021-03-18,35.55,Mae Mok Dam
2021-03-19,36.03,Bhumibol Dam
2021-03-19,44.64,Sirikit Dam
2021-03-19,41.46,Mae Ngat Somboon Chon Dam
2021-03-19,24.71,Mae Kuang Udom Thara Dam
2021-03-19,52.79,Kiew Lom Dam
2021-03-19,36.18,Kiew Kor Ma Dam
2021-03-19,35.18,Khwae Noi Bamrung Dan Dam
2021-03-19,35.55,Mae Mok Dam
2021-03-20,35.98,Bhumibol Dam
2021-03-20,44.46,Sirikit Dam
2021-03-20,40.99,Mae Ngat Somboon Chon Dam
2021-03-20,24.56,Mae Kuang Udom Thara Dam
2021-03-20,52.69,Kiew Lom Dam
2021-03-20,36.02,Kiew Kor Ma Dam
2021-03-20,35.13,Khwae Noi Bamrung Dan Dam
2021-03-20,35.39,Mae Mok Dam
2021-03-21,35.89,Bhumibol Dam
2021-03-21,44.28,Sirikit Dam
2021-03-21,40.96,Mae Ngat Somboon Chon Dam
2021-03-21,24.42,Mae Kuang Udom Thara Dam
2021-03-21,52.79,Kiew Lom Dam
2021-03-21,36.02,Kiew Kor Ma Dam
2021-03-21,35.03,Khwae Noi Bamrung Dan Dam
2021-03-21,35.39,Mae Mok Dam
2021-03-22,35.83,Bhumibol Dam
2021-03-22,44.1,Sirikit Dam
2021-03-22,40.91,Mae Ngat Somboon Chon Dam
2021-03-22,24.27,Mae Kuang Udom Thara Dam
2021-03-22,52.8,Kiew Lom Dam
2021-03-22,36.02,Kiew Kor Ma Dam
2021-03-22,34.93,Khwae Noi Bamrung Dan Dam
2021-03-22,34.9,Mae Mok Dam
2021-03-23,35.77,Bhumibol Dam
2021-03-23,43.94,Sirikit Dam
2021-03-23,40.82,Mae Ngat Somboon Chon Dam
2021-03-23,24.14,Mae Kuang Udom Thara Dam
2021-03-23,52.8,Kiew Lom Dam
2021-03-23,35.95,Kiew Kor Ma Dam
2021-03-23,34.88,Khwae Noi Bamrung Dan Dam
2021-03-23,34.25,Mae Mok Dam
2021-03-24,35.71,Bhumibol Dam
2021-03-24,43.79,Sirikit Dam
2021-03-24,40.72,Mae Ngat Somboon Chon Dam
2021-03-24,23.82,Mae Kuang Udom Thara Dam
2021-03-24,52.79,Kiew Lom Dam
2021-03-24,35.91,Kiew Kor Ma Dam
2021-03-24,34.78,Khwae Noi Bamrung Dan Dam
2021-03-24,33.75,Mae Mok Dam
2021-03-25,35.66,Bhumibol Dam
2021-03-25,43.63,Sirikit Dam
2021-03-25,40.63,Mae Ngat Somboon Chon Dam
2021-03-25,23.52,Mae Kuang Udom Thara Dam
2021-03-25,52.79,Kiew Lom Dam
2021-03-25,35.83,Kiew Kor Ma Dam
2021-03-25,34.63,Khwae Noi Bamrung Dan Dam
2021-03-25,33.18,Mae Mok Dam
2021-03-26,35.61,Bhumibol Dam
2021-03-26,43.47,Sirikit Dam
2021-03-26,39.78,Mae Ngat Somboon Chon Dam
2021-03-26,23.31,Mae Kuang Udom Thara Dam
2021-03-26,52.69,Kiew Lom Dam
2021-03-26,35.63,Kiew Kor Ma Dam
2021-03-26,34.55,Khwae Noi Bamrung Dan Dam
2021-03-26,32.53,Mae Mok Dam
2021-03-27,35.56,Bhumibol Dam
2021-03-27,43.31,Sirikit Dam
2021-03-27,39.3,Mae Ngat Somboon Chon Dam
2021-03-27,23.1,Mae Kuang Udom Thara Dam
2021-03-27,52.69,Kiew Lom Dam
2021-03-27,35.47,Kiew Kor Ma Dam
2021-03-27,34.46,Khwae Noi Bamrung Dan Dam
2021-03-27,32.02,Mae Mok Dam
2021-03-28,35.51,Bhumibol Dam
2021-03-28,43.15,Sirikit Dam
2021-03-28,39.27,Mae Ngat Somboon Chon Dam
2021-03-28,22.89,Mae Kuang Udom Thara Dam
2021-03-28,52.59,Kiew Lom Dam
2021-03-28,35.23,Kiew Kor Ma Dam
2021-03-28,34.33,Khwae Noi Bamrung Dan Dam
2021-03-28,31.44,Mae Mok Dam
2021-03-29,35.45,Bhumibol Dam
2021-03-29,43,Sirikit Dam
2021-03-29,39.23,Mae Ngat Somboon Chon Dam
2021-03-29,22.61,Mae Kuang Udom Thara Dam
2021-03-29,52.59,Kiew Lom Dam
2021-03-29,35.07,Kiew Kor Ma Dam
2021-03-29,34.21,Khwae Noi Bamrung Dan Dam
2021-03-29,31.44,Mae Mok Dam
2021-03-30,35.38,Bhumibol Dam
2021-03-30,42.85,Sirikit Dam
2021-03-30,39.13,Mae Ngat Somboon Chon Dam
2021-03-30,22.32,Mae Kuang Udom Thara Dam
2021-03-30,52.59,Kiew Lom Dam
2021-03-30,34.84,Kiew Kor Ma Dam
2021-03-30,34.11,Khwae Noi Bamrung Dan Dam
2021-03-30,31.44,Mae Mok Dam
2021-03-31,35.32,Bhumibol Dam
2021-03-31,42.69,Sirikit Dam
2021-03-31,39.04,Mae Ngat Somboon Chon Dam
2021-03-31,22.16,Mae Kuang Udom Thara Dam
2021-03-31,52.59,Kiew Lom Dam
2021-03-31,34.59,Kiew Kor Ma Dam
2021-03-31,33.99,Khwae Noi Bamrung Dan Dam
2021-03-31,31.44,Mae Mok Dam
2021-04-01,35.27,Bhumibol Dam
2021-04-01,42.53,Sirikit Dam
2021-04-01,38.95,Mae Ngat Somboon Chon Dam
2021-04-01,22,Mae Kuang Udom Thara Dam
2021-04-01,52.54,Kiew Lom Dam
2021-04-01,34.32,Kiew Kor Ma Dam
2021-04-01,33.82,Khwae Noi Bamrung Dan Dam
2021-04-01,31.44,Mae Mok Dam
2021-04-02,35.2,Bhumibol Dam
2021-04-02,42.37,Sirikit Dam
2021-04-02,38.11,Mae Ngat Somboon Chon Dam
2021-04-02,21.83,Mae Kuang Udom Thara Dam
2021-04-02,52.59,Kiew Lom Dam
2021-04-02,33.88,Kiew Kor Ma Dam
2021-04-02,33.72,Khwae Noi Bamrung Dan Dam
2021-04-02,31.44,Mae Mok Dam
2021-04-03,35.14,Bhumibol Dam
2021-04-03,42.19,Sirikit Dam
2021-04-03,37.27,Mae Ngat Somboon Chon Dam
2021-04-03,21.67,Mae Kuang Udom Thara Dam
2021-04-03,52.98,Kiew Lom Dam
2021-04-03,33.2,Kiew Kor Ma Dam
2021-04-03,33.6,Khwae Noi Bamrung Dan Dam
2021-04-03,31.44,Mae Mok Dam
2021-04-04,35.11,Bhumibol Dam
2021-04-04,42.02,Sirikit Dam
2021-04-04,37.26,Mae Ngat Somboon Chon Dam
2021-04-04,21.56,Mae Kuang Udom Thara Dam
2021-04-04,53.67,Kiew Lom Dam
2021-04-04,32.59,Kiew Kor Ma Dam
2021-04-04,33.5,Khwae Noi Bamrung Dan Dam
2021-04-04,31.44,Mae Mok Dam
2021-04-05,35.1,Bhumibol Dam
2021-04-05,41.85,Sirikit Dam
2021-04-05,37.25,Mae Ngat Somboon Chon Dam
2021-04-05,21.28,Mae Kuang Udom Thara Dam
2021-04-05,54.56,Kiew Lom Dam
2021-04-05,32.1,Kiew Kor Ma Dam
2021-04-05,33.45,Khwae Noi Bamrung Dan Dam
2021-04-05,31.58,Mae Mok Dam
2021-04-06,35.05,Bhumibol Dam
2021-04-06,41.68,Sirikit Dam
2021-04-06,37.26,Mae Ngat Somboon Chon Dam
2021-04-06,21.02,Mae Kuang Udom Thara Dam
2021-04-06,55.73,Kiew Lom Dam
2021-04-06,32.2,Kiew Kor Ma Dam
2021-04-06,33.48,Khwae Noi Bamrung Dan Dam
2021-04-06,31.65,Mae Mok Dam
2021-04-07,35.02,Bhumibol Dam
2021-04-07,41.55,Sirikit Dam
2021-04-07,37.35,Mae Ngat Somboon Chon Dam
2021-04-07,20.74,Mae Kuang Udom Thara Dam
2021-04-07,55.47,Kiew Lom Dam
2021-04-07,31.72,Kiew Kor Ma Dam
2021-04-07,33.53,Khwae Noi Bamrung Dan Dam
2021-04-07,31.73,Mae Mok Dam
2021-04-08,34.97,Bhumibol Dam
2021-04-08,41.58,Sirikit Dam
2021-04-08,37.36,Mae Ngat Somboon Chon Dam
2021-04-08,20.44,Mae Kuang Udom Thara Dam
2021-04-08,51.43,Kiew Lom Dam
2021-04-08,31.23,Kiew Kor Ma Dam
2021-04-08,33.6,Khwae Noi Bamrung Dan Dam
2021-04-08,31.73,Mae Mok Dam
2021-04-09,34.92,Bhumibol Dam
2021-04-09,41.6,Sirikit Dam
2021-04-09,36.55,Mae Ngat Somboon Chon Dam
2021-04-09,20.15,Mae Kuang Udom Thara Dam
2021-04-09,47.14,Kiew Lom Dam
2021-04-09,30.71,Kiew Kor Ma Dam
2021-04-09,33.6,Khwae Noi Bamrung Dan Dam
2021-04-09,31.8,Mae Mok Dam
2021-04-10,34.86,Bhumibol Dam
2021-04-10,41.48,Sirikit Dam
2021-04-10,36.09,Mae Ngat Somboon Chon Dam
2021-04-10,19.97,Mae Kuang Udom Thara Dam
2021-04-10,46.36,Kiew Lom Dam
2021-04-10,30.14,Kiew Kor Ma Dam
2021-04-10,33.6,Khwae Noi Bamrung Dan Dam
2021-04-10,31.95,Mae Mok Dam
2021-04-11,34.78,Bhumibol Dam
2021-04-11,41.36,Sirikit Dam
2021-04-11,36.11,Mae Ngat Somboon Chon Dam
2021-04-11,19.8,Mae Kuang Udom Thara Dam
2021-04-11,47.48,Kiew Lom Dam
2021-04-11,29.49,Kiew Kor Ma Dam
2021-04-11,33.6,Khwae Noi Bamrung Dan Dam
2021-04-11,31.95,Mae Mok Dam
2021-04-12,34.74,Bhumibol Dam
2021-04-12,41.27,Sirikit Dam
2021-04-12,36.09,Mae Ngat Somboon Chon Dam
2021-04-12,19.74,Mae Kuang Udom Thara Dam
2021-04-12,48.49,Kiew Lom Dam
2021-04-12,28.78,Kiew Kor Ma Dam
2021-04-12,33.6,Khwae Noi Bamrung Dan Dam
2021-04-12,31.95,Mae Mok Dam
2021-04-13,34.71,Bhumibol Dam
2021-04-13,41.19,Sirikit Dam
2021-04-13,36.02,Mae Ngat Somboon Chon Dam
2021-04-13,19.69,Mae Kuang Udom Thara Dam
2021-04-13,49.6,Kiew Lom Dam
2021-04-13,28.58,Kiew Kor Ma Dam
2021-04-13,33.58,Khwae Noi Bamrung Dan Dam
2021-04-13,31.95,Mae Mok Dam
2021-04-14,34.69,Bhumibol Dam
2021-04-14,41.11,Sirikit Dam
2021-04-14,35.94,Mae Ngat Somboon Chon Dam
2021-04-14,19.63,Mae Kuang Udom Thara Dam
2021-04-14,49.6,Kiew Lom Dam
2021-04-14,28.36,Kiew Kor Ma Dam
2021-04-14,33.55,Khwae Noi Bamrung Dan Dam
2021-04-14,32.02,Mae Mok Dam
2021-04-15,34.66,Bhumibol Dam
2021-04-15,41.03,Sirikit Dam
2021-04-15,35.86,Mae Ngat Somboon Chon Dam
2021-04-15,19.57,Mae Kuang Udom Thara Dam
2021-04-15,49.52,Kiew Lom Dam
2021-04-15,28.26,Kiew Kor Ma Dam
2021-04-15,33.53,Khwae Noi Bamrung Dan Dam
2021-04-15,32.02,Mae Mok Dam
2021-04-16,34.61,Bhumibol Dam
2021-04-16,40.93,Sirikit Dam
2021-04-16,35.09,Mae Ngat Somboon Chon Dam
2021-04-16,19.5,Mae Kuang Udom Thara Dam
2021-04-16,49.44,Kiew Lom Dam
2021-04-16,28.13,Kiew Kor Ma Dam
2021-04-16,33.5,Khwae Noi Bamrung Dan Dam
2021-04-16,32.09,Mae Mok Dam
2021-04-17,34.59,Bhumibol Dam
2021-04-17,40.83,Sirikit Dam
2021-04-17,34.73,Mae Ngat Somboon Chon Dam
2021-04-17,19.45,Mae Kuang Udom Thara Dam
2021-04-17,49.6,Kiew Lom Dam
2021-04-17,28,Kiew Kor Ma Dam
2021-04-17,33.5,Khwae Noi Bamrung Dan Dam
2021-04-17,32.09,Mae Mok Dam
2021-04-18,34.6,Bhumibol Dam
2021-04-18,40.75,Sirikit Dam
2021-04-18,34.79,Mae Ngat Somboon Chon Dam
2021-04-18,19.53,Mae Kuang Udom Thara Dam
2021-04-18,49.52,Kiew Lom Dam
2021-04-18,27.94,Kiew Kor Ma Dam
2021-04-18,33.55,Khwae Noi Bamrung Dan Dam
2021-04-18,32.16,Mae Mok Dam
2021-04-19,34.56,Bhumibol Dam
2021-04-19,40.66,Sirikit Dam
2021-04-19,34.85,Mae Ngat Somboon Chon Dam
2021-04-19,19.61,Mae Kuang Udom Thara Dam
2021-04-19,49.52,Kiew Lom Dam
2021-04-19,27.87,Kiew Kor Ma Dam
2021-04-19,33.6,Khwae Noi Bamrung Dan Dam
2021-04-19,32.16,Mae Mok Dam
2021-04-20,34.53,Bhumibol Dam
2021-04-20,40.58,Sirikit Dam
2021-04-20,34.82,Mae Ngat Somboon Chon Dam
2021-04-20,19.63,Mae Kuang Udom Thara Dam
2021-04-20,50.04,Kiew Lom Dam
2021-04-20,27.81,Kiew Kor Ma Dam
2021-04-20,33.72,Khwae Noi Bamrung Dan Dam
2021-04-20,32.16,Mae Mok Dam
2021-04-21,34.5,Bhumibol Dam
2021-04-21,40.49,Sirikit Dam
2021-04-21,34.76,Mae Ngat Somboon Chon Dam
2021-04-21,19.56,Mae Kuang Udom Thara Dam
2021-04-21,50.38,Kiew Lom Dam
2021-04-21,27.81,Kiew Kor Ma Dam
2021-04-21,33.8,Khwae Noi Bamrung Dan Dam
2021-04-21,32.09,Mae Mok Dam
2021-04-22,34.47,Bhumibol Dam
2021-04-22,40.41,Sirikit Dam
2021-04-22,34.69,Mae Ngat Somboon Chon Dam
2021-04-22,19.43,Mae Kuang Udom Thara Dam
2021-04-22,50.55,Kiew Lom Dam
2021-04-22,27.81,Kiew Kor Ma Dam
2021-04-22,33.92,Khwae Noi Bamrung Dan Dam
2021-04-22,32.09,Mae Mok Dam
2021-04-23,34.44,Bhumibol Dam
2021-04-23,40.33,Sirikit Dam
2021-04-23,34.62,Mae Ngat Somboon Chon Dam
2021-04-23,19.27,Mae Kuang Udom Thara Dam
2021-04-23,50.71,Kiew Lom Dam
2021-04-23,27.81,Kiew Kor Ma Dam
2021-04-23,34.02,Khwae Noi Bamrung Dan Dam
2021-04-23,32.09,Mae Mok Dam
2021-04-24,34.39,Bhumibol Dam
2021-04-24,40.24,Sirikit Dam
2021-04-24,34.62,Mae Ngat Somboon Chon Dam
2021-04-24,19.1,Mae Kuang Udom Thara Dam
2021-04-24,50.88,Kiew Lom Dam
2021-04-24,27.78,Kiew Kor Ma Dam
2021-04-24,33.99,Khwae Noi Bamrung Dan Dam
2021-04-24,32.09,Mae Mok Dam
2021-04-25,34.34,Bhumibol Dam
2021-04-25,40.18,Sirikit Dam
2021-04-25,34.79,Mae Ngat Somboon Chon Dam
2021-04-25,18.94,Mae Kuang Udom Thara Dam
2021-04-25,51.05,Kiew Lom Dam
2021-04-25,27.78,Kiew Kor Ma Dam
2021-04-25,33.99,Khwae Noi Bamrung Dan Dam
2021-04-25,31.95,Mae Mok Dam
2021-04-26,34.3,Bhumibol Dam
2021-04-26,40.09,Sirikit Dam
2021-04-26,34.85,Mae Ngat Somboon Chon Dam
2021-04-26,18.81,Mae Kuang Udom Thara Dam
2021-04-26,52,Kiew Lom Dam
2021-04-26,27.81,Kiew Kor Ma Dam
2021-04-26,33.92,Khwae Noi Bamrung Dan Dam
2021-04-26,31.95,Mae Mok Dam
2021-04-27,34.3,Bhumibol Dam
2021-04-27,40.02,Sirikit Dam
2021-04-27,34.85,Mae Ngat Somboon Chon Dam
2021-04-27,18.7,Mae Kuang Udom Thara Dam
2021-04-27,52.59,Kiew Lom Dam
2021-04-27,27.81,Kiew Kor Ma Dam
2021-04-27,33.89,Khwae Noi Bamrung Dan Dam
2021-04-27,31.95,Mae Mok Dam
2021-04-28,34.39,Bhumibol Dam
2021-04-28,39.92,Sirikit Dam
2021-04-28,34.88,Mae Ngat Somboon Chon Dam
2021-04-28,18.51,Mae Kuang Udom Thara Dam
2021-04-28,53.07,Kiew Lom Dam
2021-04-28,27.81,Kiew Kor Ma Dam
2021-04-28,33.89,Khwae Noi Bamrung Dan Dam
2021-04-28,32.82,Mae Mok Dam
2021-04-29,34.39,Bhumibol Dam
2021-04-29,39.84,Sirikit Dam
2021-04-29,34.88,Mae Ngat Somboon Chon Dam
2021-04-29,18.38,Mae Kuang Udom Thara Dam
2021-04-29,53.46,Kiew Lom Dam
2021-04-29,27.81,Kiew Kor Ma Dam
2021-04-29,34.02,Khwae Noi Bamrung Dan Dam
2021-04-29,34.25,Mae Mok Dam
2021-04-30,34.39,Bhumibol Dam
2021-04-30,39.76,Sirikit Dam
2021-04-30,34.86,Mae Ngat Somboon Chon Dam
2021-04-30,18.3,Mae Kuang Udom Thara Dam
2021-04-30,53.87,Kiew Lom Dam
2021-04-30,27.87,Kiew Kor Ma Dam
2021-04-30,34.04,Khwae Noi Bamrung Dan Dam
2021-04-30,35.88,Mae Mok Dam
2021-05-01,34.42,Bhumibol Dam
2021-05-01,39.71,Sirikit Dam
2021-05-01,34.85,Mae Ngat Somboon Chon Dam
2021-05-01,18.2,Mae Kuang Udom Thara Dam
2021-05-01,54.36,Kiew Lom Dam
2021-05-01,27.94,Kiew Kor Ma Dam
2021-05-01,34.11,Khwae Noi Bamrung Dan Dam
2021-05-01,36.45,Mae Mok Dam
2021-05-02,34.41,Bhumibol Dam
2021-05-02,39.65,Sirikit Dam
2021-05-02,34.88,Mae Ngat Somboon Chon Dam
2021-05-02,18.25,Mae Kuang Udom Thara Dam
2021-05-02,55.74,Kiew Lom Dam
2021-05-02,28,Kiew Kor Ma Dam
2021-05-02,34.21,Khwae Noi Bamrung Dan Dam
2021-05-02,36.78,Mae Mok Dam
2021-05-03,34.41,Bhumibol Dam
2021-05-03,39.58,Sirikit Dam
2021-05-03,34.88,Mae Ngat Somboon Chon Dam
2021-05-03,18.34,Mae Kuang Udom Thara Dam
2021-05-03,56.44,Kiew Lom Dam
2021-05-03,27.97,Kiew Kor Ma Dam
2021-05-03,34.36,Khwae Noi Bamrung Dan Dam
2021-05-03,36.95,Mae Mok Dam
2021-05-04,34.36,Bhumibol Dam
2021-05-04,39.48,Sirikit Dam
2021-05-04,34.85,Mae Ngat Somboon Chon Dam
2021-05-04,18.39,Mae Kuang Udom Thara Dam
2021-05-04,56.83,Kiew Lom Dam
2021-05-04,27.94,Kiew Kor Ma Dam
2021-05-04,34.51,Khwae Noi Bamrung Dan Dam
2021-05-04,37.03,Mae Mok Dam
2021-05-05,34.33,Bhumibol Dam
2021-05-05,39.4,Sirikit Dam
2021-05-05,34.8,Mae Ngat Somboon Chon Dam
2021-05-05,18.39,Mae Kuang Udom Thara Dam
2021-05-05,57.11,Kiew Lom Dam
2021-05-05,27.94,Kiew Kor Ma Dam
2021-05-05,34.63,Khwae Noi Bamrung Dan Dam
2021-05-05,37.03,Mae Mok Dam
2021-05-06,34.36,Bhumibol Dam
2021-05-06,39.32,Sirikit Dam
2021-05-06,34.76,Mae Ngat Somboon Chon Dam
2021-05-06,18.39,Mae Kuang Udom Thara Dam
2021-05-06,57.5,Kiew Lom Dam
2021-05-06,27.94,Kiew Kor Ma Dam
2021-05-06,34.73,Khwae Noi Bamrung Dan Dam
2021-05-06,37.11,Mae Mok Dam
2021-05-07,34.36,Bhumibol Dam
2021-05-07,39.23,Sirikit Dam
2021-05-07,34.71,Mae Ngat Somboon Chon Dam
2021-05-07,18.42,Mae Kuang Udom Thara Dam
2021-05-07,57.8,Kiew Lom Dam
2021-05-07,27.94,Kiew Kor Ma Dam
2021-05-07,34.73,Khwae Noi Bamrung Dan Dam
2021-05-07,37.11,Mae Mok Dam
2021-05-08,34.33,Bhumibol Dam
2021-05-08,39.16,Sirikit Dam
2021-05-08,34.58,Mae Ngat Somboon Chon Dam
2021-05-08,18.43,Mae Kuang Udom Thara Dam
2021-05-08,58.06,Kiew Lom Dam
2021-05-08,27.91,Kiew Kor Ma Dam
2021-05-08,34.75,Khwae Noi Bamrung Dan Dam
2021-05-08,37.42,Mae Mok Dam
2021-05-09,34.3,Bhumibol Dam
2021-05-09,39.07,Sirikit Dam
2021-05-09,34.7,Mae Ngat Somboon Chon Dam
2021-05-09,18.43,Mae Kuang Udom Thara Dam
2021-05-09,58.53,Kiew Lom Dam
2021-05-09,27.91,Kiew Kor Ma Dam
2021-05-09,34.68,Khwae Noi Bamrung Dan Dam
2021-05-09,37.85,Mae Mok Dam
2021-05-10,34.33,Bhumibol Dam
2021-05-10,39,Sirikit Dam
2021-05-10,34.79,Mae Ngat Somboon Chon Dam
2021-05-10,18.43,Mae Kuang Udom Thara Dam
2021-05-10,58.78,Kiew Lom Dam
2021-05-10,27.87,Kiew Kor Ma Dam
2021-05-10,34.53,Khwae Noi Bamrung Dan Dam
2021-05-10,37.93,Mae Mok Dam
2021-05-11,34.28,Bhumibol Dam
2021-05-11,38.89,Sirikit Dam
2021-05-11,34.82,Mae Ngat Somboon Chon Dam
2021-05-11,18.44,Mae Kuang Udom Thara Dam
2021-05-11,58.96,Kiew Lom Dam
2021-05-11,27.87,Kiew Kor Ma Dam
2021-05-11,34.33,Khwae Noi Bamrung Dan Dam
2021-05-11,38,Mae Mok Dam
2021-05-12,34.27,Bhumibol Dam
2021-05-12,38.79,Sirikit Dam
2021-05-12,34.82,Mae Ngat Somboon Chon Dam
2021-05-12,18.44,Mae Kuang Udom Thara Dam
2021-05-12,59.07,Kiew Lom Dam
2021-05-12,27.81,Kiew Kor Ma Dam
2021-05-12,34.16,Khwae Noi Bamrung Dan Dam
2021-05-12,38,Mae Mok Dam
2021-05-13,34.22,Bhumibol Dam
2021-05-13,38.7,Sirikit Dam
2021-05-13,34.81,Mae Ngat Somboon Chon Dam
2021-05-13,18.45,Mae Kuang Udom Thara Dam
2021-05-13,58.79,Kiew Lom Dam
2021-05-13,27.81,Kiew Kor Ma Dam
2021-05-13,33.97,Khwae Noi Bamrung Dan Dam
2021-05-13,38,Mae Mok Dam
2021-05-14,34.19,Bhumibol Dam
2021-05-14,38.6,Sirikit Dam
2021-05-14,34.82,Mae Ngat Somboon Chon Dam
2021-05-14,18.45,Mae Kuang Udom Thara Dam
2021-05-14,58.44,Kiew Lom Dam
2021-05-14,27.74,Kiew Kor Ma Dam
2021-05-14,33.92,Khwae Noi Bamrung Dan Dam
2021-05-14,38,Mae Mok Dam
2021-05-15,34.14,Bhumibol Dam
2021-05-15,38.51,Sirikit Dam
2021-05-15,34.83,Mae Ngat Somboon Chon Dam
2021-05-15,18.47,Mae Kuang Udom Thara Dam
2021-05-15,57.97,Kiew Lom Dam
2021-05-15,27.71,Kiew Kor Ma Dam
2021-05-15,33.67,Khwae Noi Bamrung Dan Dam
2021-05-15,37.93,Mae Mok Dam
2021-05-16,34.1,Bhumibol Dam
2021-05-16,38.38,Sirikit Dam
2021-05-16,34.85,Mae Ngat Somboon Chon Dam
2021-05-16,18.48,Mae Kuang Udom Thara Dam
2021-05-16,57.69,Kiew Lom Dam
2021-05-16,27.68,Kiew Kor Ma Dam
2021-05-16,33.35,Khwae Noi Bamrung Dan Dam
2021-05-16,37.93,Mae Mok Dam
2021-05-17,34.03,Bhumibol Dam
2021-05-17,38.22,Sirikit Dam
2021-05-17,34.88,Mae Ngat Somboon Chon Dam
2021-05-17,18.47,Mae Kuang Udom Thara Dam
2021-05-17,57.5,Kiew Lom Dam
2021-05-17,27.68,Kiew Kor Ma Dam
2021-05-17,33.04,Khwae Noi Bamrung Dan Dam
2021-05-17,37.93,Mae Mok Dam
2021-05-18,34.02,Bhumibol Dam
2021-05-18,38.07,Sirikit Dam
2021-05-18,34.89,Mae Ngat Somboon Chon Dam
2021-05-18,18.45,Mae Kuang Udom Thara Dam
2021-05-18,57.4,Kiew Lom Dam
2021-05-18,27.61,Kiew Kor Ma Dam
2021-05-18,32.72,Khwae Noi Bamrung Dan Dam
2021-05-18,37.85,Mae Mok Dam
2021-05-19,33.97,Bhumibol Dam
2021-05-19,37.91,Sirikit Dam
2021-05-19,34.9,Mae Ngat Somboon Chon Dam
2021-05-19,18.45,Mae Kuang Udom Thara Dam
2021-05-19,57.4,Kiew Lom Dam
2021-05-19,27.58,Kiew Kor Ma Dam
2021-05-19,32.4,Khwae Noi Bamrung Dan Dam
2021-05-19,37.78,Mae Mok Dam
2021-05-20,33.93,Bhumibol Dam
2021-05-20,37.76,Sirikit Dam
2021-05-20,34.88,Mae Ngat Somboon Chon Dam
2021-05-20,18.48,Mae Kuang Udom Thara Dam
2021-05-20,57.4,Kiew Lom Dam
2021-05-20,27.58,Kiew Kor Ma Dam
2021-05-20,32.05,Khwae Noi Bamrung Dan Dam
2021-05-20,37.78,Mae Mok Dam
2021-05-21,33.88,Bhumibol Dam
2021-05-21,37.62,Sirikit Dam
2021-05-21,34.85,Mae Ngat Somboon Chon Dam
2021-05-21,18.48,Mae Kuang Udom Thara Dam
2021-05-21,57.5,Kiew Lom Dam
2021-05-21,27.55,Kiew Kor Ma Dam
2021-05-21,31.74,Khwae Noi Bamrung Dan Dam
2021-05-21,37.78,Mae Mok Dam
2021-05-22,33.83,Bhumibol Dam
2021-05-22,37.49,Sirikit Dam
2021-05-22,34.83,Mae Ngat Somboon Chon Dam
2021-05-22,18.47,Mae Kuang Udom Thara Dam
2021-05-22,57.5,Kiew Lom Dam
2021-05-22,27.52,Kiew Kor Ma Dam
2021-05-22,31.44,Khwae Noi Bamrung Dan Dam
2021-05-22,37.78,Mae Mok Dam
2021-05-23,33.77,Bhumibol Dam
2021-05-23,37.33,Sirikit Dam
2021-05-23,34.52,Mae Ngat Somboon Chon Dam
