province,district,subdistrict,moo,Situation_Date,End Disaster Date,,,
จังหวัด,อำเภอ,ตำบล,หมู่ที่,วันที่เกิดสถานการณ์,วันที่ประกาศยุติสถานการณ์,,,
เชียงราย,เวียงเชียงรุ้ง,ดงมหาวัน,4,13-ส.ค.-65,17-ส.ค.-65,,,
เชียงราย,เวียงเชียงรุ้ง,ดงมหาวัน,5,13-ส.ค.-65,17-ส.ค.-65,,,
เชียงราย,เวียงเชียงรุ้ง,ดงมหาวัน,6,13-ส.ค.-65,17-ส.ค.-65,,,
เชียงราย,เวียงเชียงรุ้ง,ดงมหาวัน,7,13-ส.ค.-65,17-ส.ค.-65,,,
เชียงราย,เวียงเชียงรุ้ง,ดงมหาวัน,8,13-ส.ค.-65,17-ส.ค.-65,,,
เชียงราย,เวียงเชียงรุ้ง,ดงมหาวัน,9,13-ส.ค.-65,17-ส.ค.-65,,,
เชียงราย,เวียงเชียงรุ้ง,ดงมหาวัน,10,13-ส.ค.-65,17-ส.ค.-65,,,
เชียงราย,เวียงเชียงรุ้ง,ดงมหาวัน,11,13-ส.ค.-65,17-ส.ค.-65,,,
เชียงราย,เวียงเชียงรุ้ง,ดงมหาวัน,12,13-ส.ค.-65,17-ส.ค.-65,,,
เชียงราย,เวียงเชียงรุ้ง,ทุ่งก่อ,1,5-ก.พ.-65,,,,
เชียงราย,เวียงเชียงรุ้ง,ทุ่งก่อ,13,5-ก.พ.-65,,,,
เชียงราย,เวียงเชียงรุ้ง,ทุ่งก่อ,15,5-ก.พ.-65,,,,
เชียงราย,เวียงเชียงรุ้ง,ทุ่งก่อ,2,13-ส.ค.-65,17-ส.ค.-65,,,
เชียงราย,เวียงเชียงรุ้ง,ทุ่งก่อ,3,13-ส.ค.-65,17-ส.ค.-65,,,
เชียงราย,เวียงเชียงรุ้ง,ทุ่งก่อ,4,13-ส.ค.-65,17-ส.ค.-65,,,
เชียงราย,เวียงเชียงรุ้ง,ทุ่งก่อ,5,13-ส.ค.-65,17-ส.ค.-65,,,
เชียงราย,เวียงเชียงรุ้ง,ทุ่งก่อ,8,13-ส.ค.-65,17-ส.ค.-65,,,
เชียงราย,เวียงเชียงรุ้ง,ทุ่งก่อ,9,13-ส.ค.-65,17-ส.ค.-65,,,
เชียงราย,เวียงเชียงรุ้ง,ทุ่งก่อ,10,13-ส.ค.-65,17-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,บ้านโป่ง,1,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,บ้านโป่ง,6,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,บ้านโป่ง,1,30-มิ.ย.-65,9-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,บ้านโป่ง,2,30-มิ.ย.-65,9-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,บ้านโป่ง,3,30-มิ.ย.-65,9-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,บ้านโป่ง,4,30-มิ.ย.-65,9-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,บ้านโป่ง,5,30-มิ.ย.-65,9-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,บ้านโป่ง,6,30-มิ.ย.-65,9-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,บ้านโป่ง,7,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,บ้านโป่ง,3,13-ก.ค.-65,8-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,บ้านโป่ง,1,12-ก.ย.-65,21-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,บ้านโป่ง,3,12-ก.ย.-65,21-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,บ้านโป่ง,6,12-ก.ย.-65,21-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,บ้านโป่ง,3,13-ก.ย.-65,,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,1,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,2,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,3,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,4,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,6,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,9,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,12,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,13,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,14,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,15,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,16,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,1,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,2,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,5,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,11,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,12,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,13,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,15,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,16,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,7,9-ก.ย.-65,15-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,7,12-ก.ย.-65,21-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,12,12-ก.ย.-65,21-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,13,12-ก.ย.-65,21-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,15,12-ก.ย.-65,21-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,ป่างิ้ว,12,13-ก.ย.-65,,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,1,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,2,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,3,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,4,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,5,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,6,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,7,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,8,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,9,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,10,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,11,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,12,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,13,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,14,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,15,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,16,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,9,12-ก.ย.-65,21-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,13,12-ก.ย.-65,21-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,9,13-ก.ย.-65,,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์,13,13-ก.ย.-65,,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,1,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,2,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,4,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,6,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,7,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,8,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,9,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,10,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,11,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,12,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,14,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,1,7-ส.ค.-65,24-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,2,7-ส.ค.-65,24-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,3,7-ส.ค.-65,24-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,4,7-ส.ค.-65,24-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,5,7-ส.ค.-65,24-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,5,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,6,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,6,7-ส.ค.-65,24-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,7,7-ส.ค.-65,24-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,8,7-ส.ค.-65,24-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,9,7-ส.ค.-65,24-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,10,7-ส.ค.-65,24-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,10,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,11,7-ส.ค.-65,24-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,11,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,12,7-ส.ค.-65,24-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,13,7-ส.ค.-65,24-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,14,7-ส.ค.-65,24-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,5,9-ก.ย.-65,15-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,6,9-ก.ย.-65,15-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,7,9-ก.ย.-65,15-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,8,9-ก.ย.-65,15-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,13,9-ก.ย.-65,15-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,8,12-ก.ย.-65,21-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,12,12-ก.ย.-65,21-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,แม่เจดีย์ใหม่,12,13-ก.ย.-65,,,,
เชียงราย,เวียงป่าเป้า,เวียง,2,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,เวียง,5,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,เวียง,7,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,เวียง,8,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,เวียง,9,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,เวียง,1,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,2,30-มิ.ย.-65,2-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,3,30-มิ.ย.-65,2-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,6,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,7,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,9,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,10,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,11,30-มิ.ย.-65,2-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,12,30-มิ.ย.-65,2-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,2,6-ก.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,เวียง,6,6-ก.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,เวียง,2,13-ก.ค.-65,8-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,3,13-ก.ค.-65,8-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,4,13-ก.ค.-65,8-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,6,13-ก.ค.-65,8-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,10,13-ก.ค.-65,8-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,11,13-ก.ค.-65,8-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,12,13-ก.ค.-65,8-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,3,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,8,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,9,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,11,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,12,7-ส.ค.-65,24-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,3,12-ส.ค.-65,23-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,8,12-ส.ค.-65,23-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,9,12-ส.ค.-65,23-ส.ค.-65,,,
เชียงราย,เวียงป่าเป้า,เวียง,5,11-ก.ย.-65,,,,
เชียงราย,เวียงป่าเป้า,เวียง,2,12-ก.ย.-65,21-ก.ย.-65,,,
เชียงราย,เวียงป่าเป้า,เวียงกาหลง,11,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,เวียงกาหลง,13,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,สันสลี,1,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,สันสลี,2,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,สันสลี,3,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,สันสลี,4,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,สันสลี,5,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,สันสลี,6,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,สันสลี,7,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,สันสลี,8,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,สันสลี,9,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,สันสลี,10,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,สันสลี,11,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,สันสลี,12,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,สันสลี,13,21-พ.ค.-65,,,,
เชียงราย,เวียงป่าเป้า,สันสลี,1,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,2,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,3,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,4,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,5,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,6,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,7,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,8,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,9,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,10,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,11,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,12,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,13,30-มิ.ย.-65,12-ก.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,1,28-ก.ย.-65,17-ต.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,2,28-ก.ย.-65,17-ต.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,3,28-ก.ย.-65,17-ต.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,4,28-ก.ย.-65,17-ต.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,5,28-ก.ย.-65,17-ต.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,6,28-ก.ย.-65,17-ต.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,7,28-ก.ย.-65,17-ต.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,8,28-ก.ย.-65,17-ต.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,9,28-ก.ย.-65,17-ต.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,10,28-ก.ย.-65,17-ต.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,11,28-ก.ย.-65,17-ต.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,12,28-ก.ย.-65,17-ต.ค.-65,,,
เชียงราย,เวียงป่าเป้า,สันสลี,13,28-ก.ย.-65,17-ต.ค.-65,,,
เชียงราย รวม,18,118,"1,297",,,,,
เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,4,20-เม.ย.-65,,,,
เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,1,9-ส.ค.-65,22-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,3,9-ส.ค.-65,22-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,4,9-ส.ค.-65,22-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,5,9-ส.ค.-65,22-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,6,9-ส.ค.-65,22-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,7,9-ส.ค.-65,22-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,1,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,2,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,3,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,4,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,5,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,6,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แจ่มหลวง,7,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,3,29-ก.ค.-65,,,,
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,3,29-ก.ค.-65,8-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,4,29-ก.ค.-65,,,,
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,4,29-ก.ค.-65,8-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,5,29-ก.ค.-65,,,,
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,7,29-ก.ค.-65,8-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,1,9-ส.ค.-65,22-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,2,9-ส.ค.-65,22-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,5,9-ส.ค.-65,22-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,7,9-ส.ค.-65,22-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,1,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,2,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,3,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,4,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,5,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,6,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,บ้านจันทร์,7,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,1,10-ส.ค.-65,24-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,2,10-ส.ค.-65,24-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,3,10-ส.ค.-65,24-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,4,10-ส.ค.-65,24-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,5,10-ส.ค.-65,24-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,7,10-ส.ค.-65,24-ส.ค.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,1,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,2,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,3,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,4,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,5,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,6,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,7,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,8,9-ก.ย.-65,27-ก.ย.-65,,,
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,2,10-ก.ย.-65,,,,
เชียงใหม่,กัลยาณิวัฒนา,แม่แดด,3,10-ก.ย.-65,,,,
เชียงใหม่,จอมทอง,ข่วงเปา,1,6-พ.ค.-65,,,,
เชียงใหม่,จอมทอง,ข่วงเปา,12,6-พ.ค.-65,,,,
เชียงใหม่,จอมทอง,ข่วงเปา,15,6-พ.ค.-65,,,,
เชียงใหม่,จอมทอง,ข่วงเปา,1,20-พ.ค.-65,31-พ.ค.-65,,,
เชียงใหม่,จอมทอง,ข่วงเปา,1,20-พ.ค.-65,,,,
เชียงใหม่,จอมทอง,ข่วงเปา,2,20-พ.ค.-65,31-พ.ค.-65,,,
เชียงใหม่,จอมทอง,ข่วงเปา,2,20-พ.ค.-65,,,,
เชียงใหม่,จอมทอง,ข่วงเปา,3,20-พ.ค.-65,31-พ.ค.-65,,,
เชียงใหม่,จอมทอง,ข่วงเปา,3,20-พ.ค.-65,,,,
เชียงใหม่,จอมทอง,ข่วงเปา,6,20-พ.ค.-65,20-มิ.ย.-65,,,
เชียงใหม่,จอมทอง,ข่วงเปา,6,20-พ.ค.-65,,,,
เชียงใหม่,จอมทอง,ข่วงเปา,6,20-พ.ค.-65,31-พ.ค.-65,,,
เชียงใหม่,จอมทอง,ข่วงเปา,7,20-พ.ค.-65,,,,
เชียงใหม่,จอมทอง,ข่วงเปา,7,20-พ.ค.-65,31-พ.ค.-65,,,
เชียงใหม่,จอมทอง,ข่วงเปา,8,20-พ.ค.-65,,,,
เชียงใหม่,จอมทอง,ข่วงเปา,8,20-พ.ค.-65,31-พ.ค.-65,,,
เชียงใหม่,จอมทอง,ข่วงเปา,9,20-พ.ค.-65,,,,
เชียงใหม่,จอมทอง,ข่วงเปา,10,20-พ.ค.-65,31-พ.ค.-65,,,
เชียงใหม่,จอมทอง,ข่วงเปา,10,20-พ.ค.-65,,,,
เชียงใหม่,จอมทอง,ข่วงเปา,12,20-พ.ค.-65,,,,
เชียงใหม่,จอมทอง,ข่วงเปา,12,20-พ.ค.-65,31-พ.ค.-65,,,
เชียงใหม่,จอมทอง,ข่วงเปา,13,20-พ.ค.-65,,,,
เชียงใหม่,จอมทอง,ข่วงเปา,13,20-พ.ค.-65,31-พ.ค.-65,,,
เชียงใหม่,จอมทอง,ข่วงเปา,14,20-พ.ค.-65,,,,
เชียงใหม่,จอมทอง,ข่วงเปา,14,20-พ.ค.-65,31-พ.ค.-65,,,
