province,district,subdistrict,moo,Situation_Date,End Disaster Date,,,
จังหวัด,อำเภอ,ตำบล,หมู่ที่,วันที่เกิดสถานการณ์,วันที่ประกาศยุติสถานการณ์,,,
นครสวรรค์,โกรกพระ,นากลาง,1,26-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,นากลาง,2,26-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,นากลาง,8,26-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,นากลาง,3,28-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,นากลาง,4,28-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,นากลาง,5,28-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,นากลาง,6,28-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,นากลาง,7,28-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,เนินกว้าว,2,27-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,เนินกว้าว,3,27-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,เนินกว้าว,5,27-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,เนินกว้าว,6,27-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,เนินกว้าว,7,27-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางประมุง,1,28-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางประมุง,2,28-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางประมุง,3,28-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางประมุง,4,28-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางประมุง,5,28-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางประมุง,6,28-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางประมุง,7,28-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางประมุง,8,28-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางมะฝ่อ,1,1-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางมะฝ่อ,2,1-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางมะฝ่อ,4,1-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางมะฝ่อ,5,1-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางมะฝ่อ,6,1-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางมะฝ่อ,3,20-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางมะฝ่อ,1,30-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางมะฝ่อ,2,30-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางมะฝ่อ,3,30-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางมะฝ่อ,4,30-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางมะฝ่อ,5,30-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,บางมะฝ่อ,6,30-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,ยางตาล,1,23-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,ยางตาล,8,23-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,ยางตาล,9,23-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,ยางตาล,1,27-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,ยางตาล,2,27-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,ยางตาล,3,27-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,ยางตาล,4,27-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,ยางตาล,5,27-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,ยางตาล,6,27-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,ยางตาล,7,27-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,ยางตาล,8,27-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,ยางตาล,9,27-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,ศาลาแดง,1,26-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,ศาลาแดง,2,26-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,ศาลาแดง,3,26-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,ศาลาแดง,4,26-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,ศาลาแดง,5,26-ก.ย.-65,,,,
นครสวรรค์,โกรกพระ,หาดสูง,1,8-ต.ค.-65,,,,
นครสวรรค์,โกรกพระ,หาดสูง,2,8-ต.ค.-65,,,,
นครสวรรค์,โกรกพระ,หาดสูง,5,8-ต.ค.-65,,,,
นครสวรรค์,โกรกพระ,หาดสูง,6,8-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ชุมตาบง,1,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ชุมตาบง,2,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ชุมตาบง,3,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ชุมตาบง,4,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ชุมตาบง,5,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ชุมตาบง,6,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ชุมตาบง,7,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ชุมตาบง,8,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ชุมตาบง,9,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ชุมตาบง,10,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ชุมตาบง,11,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ชุมตาบง,12,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ปางสวรรค์,1,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ปางสวรรค์,2,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ปางสวรรค์,3,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ปางสวรรค์,4,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ปางสวรรค์,5,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ปางสวรรค์,6,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ปางสวรรค์,7,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ปางสวรรค์,8,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ปางสวรรค์,9,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ปางสวรรค์,10,2-ต.ค.-65,,,,
นครสวรรค์,ชุมตาบง,ปางสวรรค์,11,2-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,1,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,1,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,2,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,2,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,3,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,3,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,4,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,5,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,5,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,6,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,6,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,7,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,7,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,8,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,8,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,9,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,9,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,10,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,10,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,11,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,11,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,12,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,12,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,13,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,13,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,14,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,14,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,15,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,15,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,16,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,16,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,17,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,1,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,2,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,3,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,4,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,5,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,6,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,7,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,8,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,9,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,10,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,11,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,12,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,13,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,14,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,15,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,16,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,เกยไชย,17,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,1,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,2,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,3,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,3,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,4,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,5,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,5,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,6,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,7,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,8,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,1,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,2,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,3,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,4,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,5,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,6,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,7,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,8,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,1,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,2,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,3,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,4,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,5,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,6,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,7,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,โคกหม้อ,8,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ฆะมัง,4,26-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,ฆะมัง,5,26-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,ฆะมัง,8,26-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,ฆะมัง,1,1-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,ฆะมัง,2,19-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,ฆะมัง,6,19-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,ฆะมัง,1,2-ต.ค.-65,11-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ฆะมัง,2,2-ต.ค.-65,11-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ฆะมัง,3,2-ต.ค.-65,11-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ฆะมัง,4,2-ต.ค.-65,11-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ฆะมัง,5,2-ต.ค.-65,11-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ฆะมัง,6,2-ต.ค.-65,11-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ฆะมัง,7,2-ต.ค.-65,11-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ฆะมัง,8,2-ต.ค.-65,11-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ฆะมัง,1,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ฆะมัง,2,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ฆะมัง,3,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ฆะมัง,4,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ฆะมัง,5,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ฆะมัง,6,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ฆะมัง,7,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ฆะมัง,8,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ชุมแสง,,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,1,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,2,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,3,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,4,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,5,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,6,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,7,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,8,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,9,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,10,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,11,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,12,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,13,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,14,31-ส.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,3,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,4,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,5,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,14,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,1,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,2,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,3,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,4,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,5,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,6,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,7,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,8,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,9,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,10,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,11,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,12,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,13,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤช,14,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤชใต้,1,1-ต.ค.-65,11-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ทับกฤชใต้,2,1-ต.ค.-65,11-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ทับกฤชใต้,3,1-ต.ค.-65,11-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ทับกฤชใต้,4,1-ต.ค.-65,11-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ทับกฤชใต้,5,1-ต.ค.-65,11-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ทับกฤชใต้,6,1-ต.ค.-65,11-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ทับกฤชใต้,7,1-ต.ค.-65,11-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ทับกฤชใต้,8,1-ต.ค.-65,11-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ทับกฤชใต้,1,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤชใต้,2,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤชใต้,3,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤชใต้,4,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤชใต้,5,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤชใต้,6,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤชใต้,7,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ทับกฤชใต้,8,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ท่าไม้,1,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ท่าไม้,2,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ท่าไม้,3,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ท่าไม้,4,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ท่าไม้,5,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ท่าไม้,6,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ท่าไม้,7,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ท่าไม้,8,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ท่าไม้,9,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ท่าไม้,10,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ท่าไม้,11,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ท่าไม้,12,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ท่าไม้,14,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ท่าไม้,15,1-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,3,2-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,4,2-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,5,2-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,11,2-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,13,2-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,14,2-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,3,5-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,4,5-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,5,5-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,11,5-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,13,5-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,14,5-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,3,21-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,4,21-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,5,21-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,7,21-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,9,21-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,10,21-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,11,21-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,13,21-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,14,21-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,1,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,1,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,2,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,2,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,3,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,3,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,4,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,4,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,5,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,5,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,6,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,6,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,7,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,7,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,8,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,9,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,9,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,10,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,11,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,12,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,13,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,13,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,14,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,1,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,2,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,3,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,4,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,5,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,6,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,7,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,9,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,10,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,11,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,13,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,บางเคียน,14,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ไผ่สิงห์,5,1-ต.ค.-65,20-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ไผ่สิงห์,6,1-ต.ค.-65,20-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ไผ่สิงห์,9,1-ต.ค.-65,20-ต.ค.-65,,,
นครสวรรค์,ชุมแสง,ไผ่สิงห์,1,8-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ไผ่สิงห์,2,8-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ไผ่สิงห์,7,8-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,ไผ่สิงห์,10,8-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,1,28-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,2,28-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,3,28-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,4,28-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,5,28-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,6,28-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,7,28-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,8,28-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,1,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,2,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,3,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,4,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,5,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,6,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,7,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,8,30-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,1,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,2,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,3,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,4,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,5,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,6,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,7,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,พันลาน,8,4-ต.ค.-65,,,,
นครสวรรค์,ชุมแสง,พิกุล,1,7-ก.ย.-65,,,,
นครสวรรค์,ชุมแสง,พิกุล,2,7-ก.ย.-65,,,,
